PVD10102,PVD10103,PVD10104,PVD10106,PVD10108,PVD10110,PVD10111,PVD10113,PVD10114,PVD10115,PVD10117,PVD10118,PVD10120,PVD10121,PVM10102,PVM10103,PVM10104,PVM10106,PVM10107,PVM10108,PVM10110,PVM10111,PVM10113,PVM10114,PVM10116,PVM10117,PVM10118,PVM10120,PVM10121,PVM10122,PVM10124,PVM10125,PVM10126,PVM10128,PVM10129,PVM10130,PVM10132,PVM10133,PVM10134,PTY10102,PTY10103,PTY10104,PTY10106,PTY10107,PTY10108,PTY10110,PTY10111,PTY10112,PTY10114,PTY10115,PTY10116,PTY10118,PTY10119,PTY10120,PTY10122,PTY10123,PTY10124,PTY10126,PTY10127,PTY10128,ANO10102,ANO10103,ANO10104,ANO10106,ANO10107,ANO10108,ANO10110,ANO10111,ANO10112,ANO10114,ANO10115,ANO10116,ANO10118,ANO10119,ANO10120,ANO10122,ANO10123,ANO10124,CMM10102,CMM10103,CMM10104,CMM10106,CMM10107,CMM10108,CMM10110,CMM10111,CMM10112,CMM10114,CMM10115,CMM10116,CMM10118,CMM10119,CMM10120,CMM10122,CMM10123,CMM10124,CNT10102,CNT10103,CNT10104,CNT10106,CNT10107,CNT10108,CNT10110,CNT10111,CNT10112,CNT10114,CNT10115,CNT10116,CNT10118,CNT10119,CNT10120,CNT10122,CNT10123,CNT10124,CNT10126,CNT10127,CNT10128,MDM10102,MDM10103,MDM10104,MDM10106,MDM10107,MDM10108,MDM10110,MDM10111,MDM10112,MDM10114,MDM10115,MDM10116,MDM10118,MDM10119,MDM10120,MDM10122,MDM10123,MDM10124,MDM10126,MDM10127,MDM10128,PJM10102,PJM10103,PJM10104,PJM10106,PJM10107,PJM10108,PJM10110,PJM10111,PJM10112,PJM10114,PJM10115,PJM10116,PJM10118,PJM10119,PJM10120,PJM10122,PJM10123,PJM10124,IDP10102,IDP10103,IDP10105,IDP10106,IDP10107,IDP10109,IDP10110,IDP10111,IDP10113,IDP10114,IDP10115,IDP10117,IDP10118,IDP10119,IDP10121,IDP10122,IDP10123,IDP10125,IDP10126,IDP10127,FLO10102,FLO10103,FLO10104,FLO10106,FLO10107,FLO10108,FLO10110,FLO10111,FLO10112,FLO10114,FLO10115,FLO10116,FLO10118,FLO10119,FLO10120,FLO10122,FLO10123,FLO10124,BPT10102,BPT10103,BPT10104,BPT10106,BPT10107,BPT10108,BPT10110,BPT10111,BPT10112,BPT10114,BPT10115,BPT10116,BPT10118,BPT10119,BPT10120,BPT10122,BPT10123,BPT10124,BPT10126,BPT10127,BPT10128,TCH10102,TCH10103,TCH10104,TCH10106,TCH10107,TCH10108,TCH10110,TCH10111,TCH10112,TCH10114,TCH10115,TCH10116,TCH10118,TCH10119,TCH10120,TCH10122,TCH10123,TCH10124,TCH10126,TCH10127,TCH10128,SYA10102,SYA10103,SYA10104,SYA10105,SYA10107,SYA10108,SYA10109,SYA10110,SYA10112,SYA10113,SYA10114,SYA10115,SYA10117,SYA10118,SYA10119,SYA10121,SYA10122,SYA10123,SYA10125,SYA10126,SYA10127,SYA10129,SYA10130,SYA10131,DLY10102,DLY10103,DLY10104,DLY10105,DLY10107,DLY10108,DLY10109,DLY10110,DLY10112,DLY10113,DLY10114,DLY10115,DLY10117,DLY10118,DLY10119,DLY10120,DLY10122,DLY10123,DLY10124,DLY10125,DLY10127,DLY10128,DLY10129,DLY10130,DLY10132,DLY10133,DLY10134,DLY10135
53,36,64,78,34,94,43,31,30,47,31,79,68,71,73,31,90,42,67,37,85,84,72,71,88,52,75,45,76,49,33,50,81,50,78,36,49,70,74,70,75,62,30,62,69,37,97,68,36,92,56,45,85,78,98,73,57,65,79,87,54,97,63,85,77,73,44,88,69,46,67,65,60,57,60,76,96,79,94,60,51,43,87,61,36,67,39,85,51,62,40,44,40,65,60,75,43,93,30,87,50,37,54,90,93,48,56,90,30,40,69,86,45,39,98,51,37,73,59,63,94,81,44,70,35,31,31,52,69,55,56,69,63,39,53,44,45,38,38,79,86,78,76,49,52,91,54,48,55,66,96,76,83,82,81,72,44,46,59,33,36,63,40,62,69,31,78,87,37,47,64,94,40,57,94,69,67,57,60,49,93,77,84,88,83,31,66,68,41,33,85,59,44,44,36,81,66,85,90,32,41,83,39,49,43,47,68,39,54,74,64,84,45,85,54,34,91,35,88,90,33,32,47,92,64,35,90,47,41,36,92,93,76,69,58,86,97,91,93,91,48,43,55,52,89,79,45,64,40,48,78,44,41,74,89,68,42,74,81,63,36,58,69,58,67,84,31,87,30,52,72,44,43,48,42,55,57,75,63,66,89,92,47,91,73,77,49,47
92,60,83,63,64,65,97,46,53,94,69,96,54,72,98,31,69,96,56,39,89,49,37,87,45,59,45,53,77,46,77,58,35,73,48,88,33,60,51,78,93,79,80,60,75,36,61,73,32,32,90,80,76,55,76,88,74,83,68,90,88,95,76,51,65,76,39,55,45,94,75,98,82,67,50,32,49,87,94,64,89,35,35,93,48,92,64,67,72,38,81,67,61,52,60,97,61,58,67,41,76,61,89,76,58,50,71,71,39,93,97,58,35,71,31,42,66,49,61,76,40,85,57,72,61,70,40,86,34,86,84,96,48,45,51,38,70,93,92,53,87,38,54,71,88,44,58,83,91,77,32,81,79,55,86,93,84,98,79,79,58,63,71,61,56,63,44,63,79,71,46,94,53,38,73,30,84,47,87,68,94,96,78,46,46,32,44,88,30,45,94,73,35,98,55,68,91,66,69,67,98,65,92,95,76,40,85,36,35,51,48,86,72,85,73,77,66,46,62,41,51,96,36,48,58,46,61,46,89,91,68,42,60,48,39,97,67,38,87,71,50,61,85,88,61,59,69,85,81,43,41,96,76,72,88,91,84,77,50,50,96,72,79,40,54,31,59,83,30,89,82,94,85,76,76,71,95,89,89,74,55,68,60,34,76,82,57,34
30,84,36,91,77,88,63,75,38,52,92,67,96,50,83,95,71,69,43,77,72,94,61,41,43,40,38,35,67,61,63,70,71,55,54,93,33,38,71,76,94,32,36,53,86,78,30,39,97,68,66,34,46,56,79,52,58,37,76,64,97,50,72,53,94,95,30,47,44,57,39,67,57,71,80,81,54,82,78,66,85,43,94,59,74,40,43,33,53,62,68,54,78,79,94,42,69,60,87,71,90,78,65,32,61,44,90,69,44,48,50,88,40,39,82,49,38,98,96,75,52,45,31,61,98,97,82,67,65,92,91,77,50,84,38,66,74,55,32,93,78,94,53,36,92,50,75,44,53,40,38,79,35,56,72,44,81,66,58,59,32,61,49,75,92,95,84,67,61,73,63,64,96,92,95,54,65,53,52,84,60,40,92,63,46,64,38,52,48,56,62,83,76,52,72,60,39,31,47,85,52,44,49,66,59,64,96,76,32,48,67,35,64,84,91,62,63,49,48,67,70,79,71,94,41,77,81,53,53,69,51,87,90,60,75,86,47,94,42,69,44,40,39,85,80,65,62,34,46,82,70,48,48,72,96,91,35,36,69,33,40,70,33,43,62,41,38,33,49,71,39,86,43,67,70,50,63,47,74,68,78,62,60,65,89,85,86,67
60,72,98,91,35,80,84,59,67,87,97,64,93,94,36,73,96,77,63,30,59,71,74,95,43,75,84,59,47,83,79,43,94,94,32,66,76,65,68,52,31,30,76,97,90,35,44,83,46,89,86,42,56,87,34,76,46,41,66,98,45,45,52,59,54,51,60,68,87,78,60,65,95,32,46,43,41,82,78,91,91,38,67,89,32,34,80,77,52,85,53,45,92,86,50,77,69,84,40,54,71,64,81,79,68,49,54,58,72,79,86,38,49,49,37,89,85,71,72,79,66,30,64,43,70,93,41,35,31,56,85,48,81,80,70,48,64,58,52,31,89,66,87,40,34,43,63,69,38,48,75,46,45,45,31,93,73,46,56,64,92,43,77,42,67,40,94,95,77,86,96,49,54,92,78,84,77,61,98,80,74,91,38,87,96,58,43,93,47,81,90,53,71,98,45,93,86,86,63,96,80,88,38,59,36,51,94,75,56,47,32,69,65,98,93,82,52,47,31,56,53,82,81,40,45,60,42,78,32,77,58,34,64,42,36,42,62,55,44,49,87,85,83,73,49,72,83,90,75,61,41,32,62,32,74,97,83,60,70,86,61,55,34,45,56,54,35,62,64,91,71,72,94,69,58,62,91,98,40,94,82,74,93,48,37,36,79,53
97,32,37,90,71,55,42,89,73,74,40,76,69,93,62,87,65,72,97,51,96,86,34,75,72,42,89,81,77,91,95,87,58,38,69,93,47,67,71,75,53,46,46,69,70,46,86,74,82,49,71,43,70,73,45,91,86,87,49,58,42,82,66,41,75,32,82,79,53,30,43,53,76,37,88,93,74,65,43,87,77,34,40,70,70,38,69,72,77,33,87,32,71,77,40,45,59,83,90,71,43,40,92,71,58,70,57,48,80,43,93,67,64,61,34,76,69,38,79,60,60,80,46,98,50,47,46,94,62,69,55,84,43,80,85,57,83,89,42,69,63,51,85,50,59,40,48,50,42,96,89,56,63,74,83,81,33,68,69,31,43,46,71,61,34,63,98,35,91,69,55,78,91,31,71,56,93,36,31,56,70,34,59,53,61,58,54,74,43,31,34,82,64,55,98,90,83,66,32,34,57,70,59,74,44,45,31,80,79,43,97,61,91,78,71,69,69,93,45,95,83,60,43,85,49,86,55,92,37,42,67,82,37,48,44,71,59,74,34,35,74,31,36,45,61,41,33,56,30,46,72,90,39,40,48,71,96,40,51,82,90,72,31,35,44,44,88,36,84,55,52,89,96,78,94,96,62,44,48,91,83,53,74,41,63,38,67,72
63,40,77,70,60,75,78,71,83,59,36,84,40,74,88,84,64,65,65,50,51,41,47,43,86,35,79,38,53,51,62,73,67,95,30,91,57,41,64,70,45,86,34,54,85,40,71,41,52,77,66,67,52,48,76,82,96,35,33,32,33,38,64,32,56,77,70,67,57,38,86,61,82,34,42,94,34,54,97,65,95,56,50,79,57,38,78,43,66,39,51,33,40,66,61,67,68,39,46,34,95,37,96,30,30,46,58,59,54,41,34,41,30,86,69,95,35,56,44,57,85,57,93,51,31,74,60,50,65,80,62,71,92,32,92,85,51,60,87,51,81,77,34,66,88,53,42,77,98,47,88,62,43,68,32,32,87,49,43,44,57,68,81,64,62,77,94,93,38,96,81,69,78,38,73,39,98,41,72,45,32,63,50,32,40,37,79,94,84,86,97,78,84,87,86,32,84,59,36,55,49,57,38,45,81,65,87,81,85,43,56,75,31,51,50,30,49,78,74,53,66,40,33,75,82,38,47,31,56,68,59,33,89,94,38,71,48,93,38,38,60,71,46,56,33,60,46,92,63,82,90,97,83,93,31,78,96,83,65,93,53,55,32,91,94,57,96,39,53,41,73,46,45,32,42,63,69,31,48,66,95,52,42,33,74,30,44,57
40,90,67,98,48,93,31,31,42,91,33,66,57,56,47,95,76,58,53,96,90,64,39,48,34,32,88,84,91,89,50,63,30,69,39,49,42,56,33,83,58,45,87,94,50,34,37,31,41,96,84,93,84,31,72,74,95,82,34,82,81,64,57,79,59,73,32,71,98,33,80,31,80,51,71,32,67,91,37,97,46,38,82,66,73,38,82,82,43,77,45,58,55,37,32,45,87,44,60,89,94,98,45,31,97,98,85,52,58,56,35,46,46,67,56,43,88,93,94,77,67,66,38,75,39,52,66,85,93,38,44,71,31,62,49,30,70,73,52,93,89,53,95,87,95,94,73,38,89,35,49,85,56,96,91,32,89,36,79,40,44,42,76,79,85,52,30,51,84,68,40,89,67,34,70,93,51,63,46,51,83,64,41,86,42,90,72,63,61,37,88,36,40,71,68,39,73,58,68,48,84,53,74,38,82,83,67,91,47,91,71,58,54,79,87,77,98,85,58,47,76,63,95,86,47,50,86,35,65,45,49,34,98,33,83,30,66,87,77,86,96,76,41,31,74,48,48,78,64,48,52,80,32,58,79,40,45,85,90,43,71,54,34,94,36,94,72,74,91,53,58,70,84,74,70,93,59,71,37,38,79,77,62,56,34,93,69,83
30,56,89,59,35,97,33,59,71,36,38,66,63,32,37,87,45,49,51,80,55,85,65,66,79,59,59,76,68,43,84,46,51,58,52,81,52,60,41,44,70,51,73,57,30,97,75,67,46,35,70,52,43,55,39,94,79,95,93,95,98,30,52,89,87,38,47,95,50,38,30,46,33,96,78,70,58,66,69,75,57,43,86,92,35,34,30,71,41,48,81,91,95,64,92,69,61,63,48,90,95,94,66,56,75,56,90,80,72,39,73,79,68,75,76,47,94,76,58,81,86,83,87,78,57,45,56,93,76,36,52,95,87,51,68,90,82,47,47,31,48,36,92,90,50,67,30,68,32,81,65,52,44,60,43,53,76,90,83,42,60,77,59,32,98,52,57,69,94,72,46,36,64,31,86,45,46,42,90,90,51,68,50,48,96,72,35,47,82,79,88,66,32,46,92,93,72,36,39,41,38,64,44,59,33,52,76,60,48,32,67,38,69,73,93,70,31,70,70,36,32,40,98,42,97,40,70,77,77,61,44,79,89,73,53,33,93,44,58,68,82,62,74,88,73,93,52,82,63,31,53,85,70,38,97,93,95,36,65,90,50,66,71,31,81,53,65,44,70,84,48,68,76,94,49,81,92,30,69,55,48,45,66,91,92,83,64,55
62,60,93,52,44,95,68,91,63,70,51,91,76,66,59,55,31,45,81,44,41,80,77,62,75,93,60,53,62,30,37,58,66,42,65,43,49,45,90,96,39,70,97,77,33,49,53,75,96,68,97,47,54,54,56,51,88,47,31,91,95,87,85,87,95,96,53,87,78,60,96,96,65,49,74,46,69,36,86,59,93,62,40,98,94,55,35,40,63,94,33,92,45,60,37,61,47,85,64,97,46,71,51,63,45,59,87,37,79,38,92,30,86,91,31,64,45,57,38,50,61,98,65,61,65,80,38,51,34,75,67,73,34,83,62,95,70,62,67,53,93,73,80,68,88,33,67,34,44,73,95,31,69,80,37,80,49,84,53,33,81,64,48,68,75,44,92,43,38,64,93,96,96,58,56,54,76,35,97,95,37,34,81,53,97,61,85,96,54,50,73,90,45,49,36,38,75,84,95,44,53,45,40,33,34,66,74,75,58,94,60,53,49,88,32,52,48,88,68,32,58,76,40,62,62,36,34,87,77,78,57,38,39,79,78,49,86,83,67,82,81,44,72,65,55,96,30,95,78,76,91,58,46,91,64,77,86,50,42,81,87,64,86,36,37,75,46,67,51,91,42,49,97,31,84,88,89,32,83,84,52,77,80,56,63,92,50,38
70,84,98,70,79,55,57,70,31,43,79,94,81,85,32,30,34,95,85,94,89,56,39,98,77,43,55,54,88,69,66,48,63,62,80,75,78,59,30,60,57,87,73,43,50,41,53,91,38,91,73,31,56,62,63,66,69,51,68,75,35,86,37,51,63,62,61,63,50,61,46,50,73,34,67,88,65,64,98,30,39,32,81,33,61,72,94,39,31,55,64,46,30,84,74,78,78,44,47,79,49,66,46,77,38,64,60,32,68,97,88,81,43,74,38,45,96,80,92,74,42,50,39,68,65,38,69,74,62,56,53,86,46,59,77,71,62,88,78,30,31,59,34,44,68,79,64,66,45,65,46,95,52,30,54,87,89,75,85,59,32,37,85,65,88,62,31,37,72,57,57,63,43,91,75,89,62,80,68,38,51,70,50,91,40,71,96,85,65,49,67,72,63,40,87,63,78,81,46,52,49,37,75,71,36,75,57,36,97,58,93,66,98,60,60,53,97,86,95,70,44,64,87,90,96,78,45,43,97,64,73,80,62,64,44,73,71,96,60,73,48,82,78,65,30,58,78,49,81,66,30,58,34,57,75,39,57,73,85,87,33,70,66,39,76,75,49,87,41,94,81,48,75,66,60,82,86,85,77,55,96,97,78,30,72,55,40,44
53,55,75,96,41,59,61,94,36,30,75,81,71,35,56,39,48,60,55,57,64,87,65,45,83,47,71,61,53,53,46,45,97,44,69,33,69,79,41,56,78,39,69,91,67,30,47,79,76,48,62,98,55,59,74,76,46,92,67,50,98,74,42,52,37,84,79,57,47,74,82,98,34,83,36,69,83,32,55,85,73,61,71,38,74,63,76,62,46,65,49,72,92,63,63,32,34,97,74,57,94,71,57,85,75,30,98,90,44,34,31,37,47,85,86,36,51,90,59,69,79,66,55,40,31,72,35,63,50,91,91,42,68,59,32,51,48,76,73,46,43,80,57,91,94,51,86,67,78,38,53,73,52,41,80,72,69,35,55,56,81,34,80,81,41,72,59,44,33,72,63,75,51,51,81,59,88,88,85,95,67,96,62,37,55,89,90,77,94,75,45,58,56,55,53,66,96,81,59,66,68,75,37,92,63,96,93,88,98,91,47,60,40,84,79,80,77,60,39,94,38,54,44,58,32,49,37,72,73,55,34,78,67,43,65,57,92,31,45,63,49,41,94,55,65,45,33,67,40,59,72,37,71,70,75,85,65,55,30,55,85,55,33,74,81,33,48,45,45,58,79,50,40,83,30,97,95,88,66,90,46,84,54,36,78,37,50,40
74,43,67,48,96,31,85,90,68,67,45,74,89,79,95,33,86,88,54,56,87,31,72,73,74,52,76,83,44,39,42,65,47,81,91,44,56,79,30,55,63,43,36,87,97,55,39,46,83,92,70,50,67,68,76,33,70,79,80,59,36,94,97,51,98,51,73,64,88,62,57,83,98,83,30,77,68,56,92,94,76,72,85,56,45,48,56,73,67,85,41,81,55,37,70,71,81,77,72,94,79,96,42,46,96,49,90,80,40,78,45,61,85,53,38,47,88,70,67,54,54,94,41,81,37,62,33,36,53,36,95,57,64,98,34,78,73,80,48,61,95,66,42,45,60,71,42,51,74,52,42,96,95,81,60,54,31,56,59,77,53,83,67,59,33,42,52,35,31,32,42,92,60,91,48,87,54,90,50,89,53,34,86,91,82,35,86,34,66,60,34,92,31,65,82,55,59,89,30,43,34,66,67,95,34,43,80,58,66,72,59,78,49,31,46,31,58,61,30,58,92,68,72,42,89,33,64,47,42,45,95,86,49,92,69,72,52,67,90,49,86,88,49,72,44,79,68,42,72,97,63,50,43,82,85,58,69,61,65,47,94,45,78,39,92,76,93,87,87,69,45,95,54,85,73,56,53,53,59,78,90,83,54,79,78,38,33,96
86,46,79,44,59,90,95,71,34,37,60,74,83,66,58,74,94,39,49,67,94,89,56,92,79,95,32,89,83,89,73,66,46,53,60,90,86,71,52,65,57,74,72,48,36,48,58,67,68,63,57,87,50,65,41,31,90,68,78,82,50,48,83,43,96,44,37,69,79,81,83,94,98,50,86,33,69,77,53,77,43,97,85,37,92,80,95,41,80,38,64,45,59,66,42,92,79,81,74,58,79,49,58,46,30,98,36,68,60,90,86,33,49,81,79,50,55,66,92,79,62,70,95,49,42,41,64,66,46,70,37,94,98,57,52,33,53,62,78,88,32,73,80,68,37,76,61,32,72,77,45,64,37,67,57,41,86,57,90,44,46,53,37,32,89,41,81,44,35,67,77,49,45,78,51,37,51,85,77,42,74,46,56,57,51,98,71,87,79,54,39,61,97,55,66,92,83,76,62,68,30,54,54,80,59,90,32,50,67,61,72,41,80,70,41,47,90,57,79,42,87,92,93,63,98,88,55,49,31,70,42,69,79,61,80,34,44,54,39,87,98,31,55,77,61,46,83,53,82,93,69,57,57,63,48,96,79,62,32,50,81,80,78,31,87,42,77,61,44,82,86,46,75,77,47,81,56,32,30,48,80,76,78,80,44,41,94,71
92,53,46,59,90,55,96,79,63,76,92,37,49,67,58,79,65,46,94,51,89,42,48,38,42,88,87,34,49,38,51,94,35,31,78,83,51,62,32,95,98,96,54,81,43,94,32,70,51,56,42,74,96,85,52,74,95,47,54,52,46,57,34,67,41,49,61,60,69,57,32,95,40,33,63,32,32,67,47,95,48,56,98,54,80,63,77,95,45,38,80,33,45,48,70,91,61,42,60,43,57,36,97,31,79,51,75,80,67,74,34,83,81,31,51,56,37,87,38,96,91,94,30,40,38,45,34,43,76,90,86,86,51,47,60,40,88,82,52,77,57,41,90,57,45,83,71,94,67,53,62,88,60,64,91,37,78,88,49,44,89,96,44,50,41,59,81,70,66,89,93,75,54,70,32,81,35,75,39,73,84,49,48,50,72,62,87,64,65,49,45,79,30,62,40,90,77,54,44,79,74,90,31,82,52,49,69,56,51,44,47,98,58,33,62,79,50,96,72,88,57,30,76,90,43,47,43,57,82,75,95,50,48,58,81,56,77,64,67,42,52,92,92,41,84,80,61,48,33,56,73,59,63,54,35,60,36,52,32,35,65,89,68,86,59,58,54,78,47,39,78,44,44,61,87,74,52,48,87,92,95,73,83,70,68,41,92,88
43,89,41,80,67,76,45,32,90,53,55,34,84,66,61,52,89,55,59,96,63,70,35,85,88,84,43,53,33,64,64,59,72,50,89,70,89,82,32,81,90,76,94,86,34,85,33,88,72,33,64,60,35,85,88,44,78,37,51,32,37,89,78,68,81,77,66,81,76,41,31,77,56,51,51,81,30,35,90,82,78,49,75,71,35,45,82,67,38,32,84,35,76,84,83,30,46,50,51,53,75,67,64,63,46,59,54,57,83,53,97,31,75,48,71,71,90,71,79,37,70,38,51,51,63,88,37,33,95,84,73,34,60,56,37,40,56,74,41,85,58,95,35,33,44,47,39,62,57,84,82,48,40,52,78,39,65,78,93,91,40,96,73,56,45,45,58,43,75,96,30,95,54,50,83,62,48,83,88,49,56,30,80,92,87,55,39,90,75,31,79,35,94,85,74,31,73,68,35,83,89,56,48,37,49,83,86,51,76,63,86,72,81,98,46,45,86,48,67,65,34,32,37,58,68,47,33,72,50,90,35,40,34,65,31,67,75,70,42,49,60,88,93,79,34,52,62,44,96,92,47,45,40,37,76,97,43,61,31,89,63,59,64,97,33,48,33,33,43,37,87,94,52,93,42,85,42,85,54,42,33,77,94,60,85,66,52,42
61,85,48,79,37,77,71,69,85,50,71,90,49,42,76,39,75,41,97,80,53,67,50,37,92,81,53,61,97,61,56,73,33,76,68,85,69,51,89,63,63,39,30,52,65,55,52,38,75,92,43,74,60,43,66,56,60,78,33,82,81,33,65,48,63,49,55,34,40,35,78,72,77,53,79,92,41,41,95,71,87,74,79,43,66,64,70,67,52,81,62,58,75,94,69,59,65,87,83,58,70,90,83,31,95,52,43,84,31,45,71,60,74,90,47,32,40,30,47,57,81,49,89,58,39,32,31,53,98,78,63,56,58,78,60,56,40,82,46,69,69,74,92,58,91,39,92,54,73,93,96,78,57,59,54,40,88,50,85,38,92,58,64,64,94,51,49,94,61,58,45,75,33,77,46,47,85,68,64,71,81,82,36,82,57,37,70,84,75,89,37,62,52,30,82,82,72,40,59,32,38,84,83,46,42,56,75,42,31,78,51,43,42,82,60,80,32,86,95,91,63,37,80,87,93,30,54,98,97,41,59,69,65,42,51,59,49,37,30,79,79,62,95,34,45,92,73,71,40,35,41,40,70,97,70,89,50,57,87,49,95,50,36,96,77,67,51,86,93,30,58,46,56,92,39,70,51,56,68,52,76,50,94,97,59,31,34,95
42,98,44,55,88,93,63,82,60,69,46,64,43,44,87,85,76,36,80,84,36,61,42,96,48,81,35,79,65,42,32,33,94,72,37,36,56,80,57,57,72,84,55,60,30,80,50,96,40,90,97,37,96,73,85,74,50,51,88,35,46,93,38,77,91,87,54,92,68,64,71,37,31,88,87,92,54,86,70,85,87,74,37,57,78,97,47,72,80,34,58,98,54,73,55,70,83,61,30,87,68,74,69,46,35,56,76,88,36,96,72,85,56,61,55,52,81,90,70,57,63,30,86,98,49,77,36,41,96,39,40,61,50,45,81,97,73,78,92,55,34,91,73,63,75,46,40,91,42,47,31,51,78,82,76,61,81,83,82,57,54,55,64,82,91,81,42,75,39,72,64,89,43,67,88,98,76,31,87,33,58,75,81,51,98,35,86,35,43,55,78,38,41,73,45,35,49,85,67,39,80,88,52,69,87,70,92,88,84,58,58,34,35,55,63,89,37,30,36,55,66,53,50,75,69,59,70,75,44,42,48,59,78,84,52,92,34,71,84,32,52,73,72,60,96,58,58,31,65,49,87,69,64,31,86,37,80,58,36,67,75,98,85,71,54,88,72,70,79,33,90,31,86,59,96,52,67,59,59,90,93,93,64,36,63,57,45,43
74,62,72,78,46,62,79,66,45,76,79,69,89,85,96,68,76,84,51,34,37,69,78,58,49,57,49,58,48,52,58,78,47,47,34,86,42,64,69,51,48,95,68,90,67,45,41,62,35,77,86,43,84,41,87,65,46,74,97,57,98,71,68,67,39,48,89,59,56,42,81,32,50,97,88,30,54,92,40,75,55,96,66,80,85,59,34,83,56,66,78,85,34,56,59,68,74,54,66,42,57,65,31,30,36,44,88,84,72,64,95,58,51,46,88,84,32,70,77,44,78,72,83,88,30,45,90,90,45,80,88,58,55,45,59,74,72,40,42,56,43,31,43,33,68,93,79,41,80,98,56,97,90,36,86,90,91,55,62,69,43,83,77,64,84,60,36,72,34,68,32,69,41,91,73,31,49,57,54,82,87,94,37,84,77,55,50,98,48,30,31,55,92,50,80,59,86,42,78,95,98,66,33,45,39,65,33,98,43,83,51,57,88,78,57,65,63,72,62,90,48,54,40,44,98,65,66,41,94,93,53,58,40,94,31,72,97,97,30,73,42,30,59,51,97,86,49,31,98,65,86,60,64,68,78,35,63,87,78,76,94,58,83,83,86,73,85,78,56,78,36,58,57,93,77,61,77,86,62,86,71,39,70,53,75,75,59,94
86,90,87,94,93,33,72,49,90,63,44,73,84,33,92,84,43,46,40,93,61,30,59,39,69,42,33,63,47,38,70,40,40,93,79,40,84,42,74,77,62,51,91,88,37,63,68,56,77,73,65,91,71,61,37,79,84,31,81,57,65,30,95,36,58,86,44,34,46,58,85,88,95,34,32,85,61,69,59,98,64,62,40,83,49,77,94,68,81,62,52,76,59,55,37,37,64,34,68,93,59,76,80,37,50,61,62,38,70,81,89,60,64,43,34,66,41,63,34,48,60,54,31,71,77,81,97,87,51,80,65,94,58,48,84,85,74,53,30,56,59,40,95,50,74,89,59,54,84,84,50,36,52,76,31,59,89,90,38,44,31,86,67,54,72,75,40,98,51,44,43,42,52,77,78,77,43,88,42,38,86,34,47,42,37,81,30,90,48,33,80,88,86,31,60,53,76,86,93,56,39,59,30,75,31,69,87,90,51,93,59,72,73,41,83,74,47,36,98,96,84,36,73,48,83,42,53,60,91,66,83,52,39,64,65,51,92,83,49,77,91,56,52,70,82,64,96,60,54,52,47,55,42,95,89,54,59,58,71,75,46,47,96,37,56,80,64,96,43,59,35,64,49,78,95,92,69,44,78,74,70,51,69,52,45,56,86,89
37,54,55,80,35,77,85,35,33,38,33,98,46,42,37,51,62,45,43,59,75,73,51,86,73,91,75,39,36,42,59,84,63,80,76,40,33,31,66,59,40,32,59,34,44,64,74,56,52,86,89,47,55,37,46,94,35,93,31,32,71,49,83,79,67,35,50,55,39,41,45,96,93,62,60,31,49,62,55,63,69,39,94,96,45,32,92,65,68,67,98,98,48,41,70,86,85,47,51,37,45,86,88,33,50,32,31,78,89,39,88,87,31,36,35,93,87,34,84,97,79,77,43,70,47,57,67,65,41,44,76,62,57,51,51,58,50,62,85,68,70,47,72,63,76,93,96,88,80,73,83,31,45,44,42,41,48,77,30,76,37,90,75,51,84,98,34,63,37,64,45,78,37,43,75,31,32,79,91,87,96,84,58,67,64,56,90,92,75,38,32,31,73,93,52,54,61,75,72,98,44,40,51,58,89,44,91,81,39,32,41,74,84,82,77,46,66,39,37,98,40,71,35,97,59,96,70,54,44,67,58,37,74,88,50,48,89,64,40,47,77,59,87,42,58,59,76,82,95,31,75,32,94,84,44,90,50,31,74,65,59,94,96,75,82,66,69,87,41,42,45,41,54,46,39,85,65,59,62,46,68,77,92,80,70,35,98,39
55,86,46,84,32,49,42,43,53,45,51,74,34,68,53,98,32,90,79,72,86,98,38,81,65,69,67,89,82,90,50,80,92,85,44,70,84,64,71,63,30,88,96,71,51,89,69,67,91,54,59,67,42,57,87,78,30,52,86,44,68,98,81,44,82,30,57,30,78,70,86,46,51,76,50,44,50,57,92,90,72,55,98,89,93,77,33,32,62,71,80,45,83,85,41,82,61,94,94,63,43,70,59,64,71,43,98,93,98,80,84,73,32,83,33,85,54,45,37,64,52,57,41,57,74,76,33,33,57,60,52,66,68,73,59,63,52,90,67,78,56,70,76,96,31,83,86,93,88,57,48,51,81,70,35,67,66,71,32,82,62,45,59,74,44,88,74,88,85,48,49,38,73,57,84,95,43,86,78,51,89,88,59,97,76,51,37,74,34,30,37,50,37,38,43,65,47,61,31,78,67,82,56,66,56,93,39,77,87,38,32,94,81,42,85,62,81,40,97,57,38,43,63,92,60,75,70,63,95,30,69,37,43,93,42,48,40,62,51,54,44,44,38,39,59,96,46,70,55,84,31,78,33,95,98,58,57,79,70,57,44,78,51,40,69,70,49,86,83,71,83,79,60,88,43,47,91,52,77,63,50,65,94,70,60,60,56,52
