ESU10102,ESU10103,ESU10104,ESU10106,ESU10107,ESU10109,ESU10110,SSU10102,SSU10103,SSU10105,SSU10106,SSU10108,SSU10109,CSU10102,CSU10103,CSU10105,CSU10106,CSU10108,CSU10109,GNT10102,GNT10103,GNT10105,GNT10106,CGS10102,CGS10103,CGS10105,CGS10106,CGS10108,CGS10109,GRC10102,GRC10103,GRC10104,GRC10106,GRC10107,GRC10109,GRC10110,ERM10102,ERM10103,ERM10105,ERM10106,ERM10108,ERM10109,AUD10102,AUD10103,AUD10105,AUD10106,AUD10108,AUD10109,POL10102,POL10103,POL10105,POL10106,POL10108,POL10109,REG10102,REG10103,REG10105,REG10106,REG10108,REG10109,ETI10102,ETI10103,ETI10105,ETI10106,ETI10108,ETI10109,CGV10102,CGV10103,CGV10105,CGV10106,CGV10108,CGV10109,IGV10102,IGV10103,IGV10105,IGV10106,IGV10108,IGV10109,CPI10102,CPI10103,CPI10105,CPI10106,CPI10108,CPI10109
97,86,97,89,91,96,80,94,94,86,79,96,77,79,79,89,87,88,91,76,93,76,79,97,87,85,76,87,85,79,98,94,89,95,82,97,90,77,85,75,93,97,83,81,98,79,89,90,85,95,76,76,92,76,88,86,83,98,97,80,89,81,85,94,92,75,76,85,77,95,89,91,79,78,87,96,94,97,76,88,75,86,98,75
78,95,79,83,84,89,84,76,79,83,76,80,89,97,93,76,83,89,91,78,81,93,85,81,87,96,84,93,93,81,96,82,89,88,77,82,95,81,87,82,77,80,89,88,79,93,92,95,75,88,89,83,83,96,97,76,95,88,80,82,93,79,90,75,81,95,80,81,80,91,78,83,77,85,77,88,88,76,86,79,86,78,84,92
93,80,87,95,88,95,89,89,93,94,98,97,87,88,77,82,89,79,97,84,86,82,78,82,83,89,79,75,84,87,85,89,90,90,83,98,90,82,85,95,79,87,96,76,98,92,85,95,97,78,94,81,88,82,82,86,89,80,76,77,76,75,96,75,93,89,80,93,87,95,84,88,82,96,90,92,95,91,87,83,92,76,88,82
82,94,78,85,94,93,98,87,77,97,86,82,77,89,91,76,83,81,79,89,98,97,87,98,92,90,88,87,79,94,97,98,75,97,84,88,90,78,79,97,96,78,94,76,76,94,88,89,88,83,85,85,91,91,96,94,89,85,85,98,97,85,97,92,93,94,87,96,95,80,95,81,76,82,97,97,91,94,82,93,80,93,88,90
76,77,83,96,89,92,88,93,93,82,77,81,79,93,92,83,79,90,78,91,79,98,79,97,82,97,90,81,81,76,88,84,96,76,75,76,89,90,96,77,82,75,84,79,93,94,84,76,98,76,90,98,76,95,89,89,94,97,87,88,94,96,95,76,87,76,80,84,91,86,86,80,98,80,95,82,75,87,77,80,81,87,96,83
82,77,77,80,94,88,80,87,88,96,97,77,89,97,92,97,82,86,90,78,90,98,80,92,84,78,91,81,96,91,76,97,82,90,76,79,79,79,92,77,80,81,78,78,97,84,96,89,81,96,75,91,79,76,98,95,97,98,91,89,86,76,85,92,98,80,77,82,94,93,90,78,88,91,96,86,89,91,91,75,87,76,79,85
86,96,81,89,89,81,78,90,94,88,86,77,86,98,79,79,78,93,87,83,94,91,82,82,92,78,79,91,82,84,78,95,89,88,89,98,75,89,79,84,96,92,86,96,78,75,77,94,95,87,97,96,81,81,89,86,92,90,82,91,88,87,91,84,76,93,93,88,83,94,97,75,87,75,83,78,98,91,81,75,90,80,83,95
91,77,92,98,79,89,81,76,94,92,87,81,95,87,78,95,98,96,87,96,95,81,79,94,87,90,79,93,75,92,80,89,87,90,78,96,85,92,76,93,75,95,89,75,79,78,97,97,75,76,95,82,76,84,83,80,92,86,80,98,84,98,92,76,97,86,76,81,84,92,79,76,86,90,96,77,77,83,91,98,91,91,97,75
83,98,87,78,84,95,85,98,92,92,79,78,94,81,91,82,86,85,92,81,83,96,95,92,81,94,85,83,82,86,83,87,79,82,96,86,83,89,86,83,83,96,87,94,84,93,85,97,98,97,77,89,83,91,85,79,95,92,88,97,87,92,89,92,86,76,77,80,78,95,92,82,75,88,93,86,80,76,81,93,98,76,86,87
91,80,76,77,76,86,93,80,81,96,76,98,95,93,81,83,82,92,78,98,98,75,77,84,79,84,92,77,88,88,91,83,95,83,81,79,75,77,93,94,78,87,76,93,77,83,92,85,91,79,95,87,94,89,75,75,78,76,98,75,94,86,95,98,79,80,79,91,80,88,75,81,77,91,87,85,90,89,81,80,93,84,81,98
94,76,87,83,88,90,90,76,75,86,88,77,89,79,80,96,89,82,90,87,84,92,90,95,81,95,85,80,92,83,85,75,83,91,80,81,76,87,91,93,77,95,92,81,87,91,85,89,97,91,90,82,84,89,96,82,96,95,90,91,75,76,75,82,81,89,81,84,86,93,77,97,85,95,84,85,86,77,85,82,96,79,94,86
81,76,75,81,97,95,85,92,94,92,81,86,83,77,85,92,86,86,97,95,75,96,86,84,82,94,76,92,87,82,81,78,81,89,82,83,95,75,82,75,94,76,81,92,82,79,85,88,92,78,92,77,86,94,78,95,79,84,84,82,83,94,77,94,86,91,81,90,89,77,88,86,91,78,85,75,82,78,84,91,78,77,94,84
94,91,98,79,87,82,81,89,94,86,86,87,78,89,82,98,86,78,78,80,82,96,98,81,75,95,78,83,98,84,84,83,80,95,98,93,82,91,88,91,75,98,92,77,76,90,93,98,83,77,76,92,98,96,97,89,89,97,76,89,80,91,88,90,83,97,98,81,92,92,84,88,75,90,87,88,98,83,91,93,82,95,86,77
75,84,83,79,93,88,94,84,86,89,94,88,79,90,78,97,88,89,77,84,87,75,98,98,78,79,81,93,95,98,96,93,76,79,90,87,75,84,75,88,95,88,87,90,92,82,95,88,86,93,98,90,91,75,98,75,88,97,98,80,94,94,90,77,84,86,95,75,85,95,86,83,91,80,84,95,97,89,75,93,97,97,78,93
85,86,98,86,78,80,77,75,76,81,92,96,82,95,82,98,76,78,86,83,98,83,87,91,93,92,76,96,79,83,98,76,78,78,96,85,90,81,81,75,91,92,78,91,96,83,96,89,98,91,83,85,96,79,80,81,98,98,86,89,93,82,79,90,84,82,96,75,89,91,88,97,80,79,75,90,81,77,75,95,81,77,93,81
89,83,81,96,76,94,97,82,98,95,82,78,89,95,85,93,76,91,98,80,76,83,89,75,83,91,91,85,86,84,76,78,85,83,97,84,89,93,90,80,75,83,80,97,89,76,98,78,89,90,80,77,92,89,82,76,82,91,91,97,79,89,90,88,93,92,98,80,82,91,77,87,84,93,89,79,86,95,98,85,89,76,80,75
78,90,78,84,90,96,81,78,93,98,87,90,75,89,76,86,97,80,80,80,88,95,89,90,97,90,95,82,96,93,92,79,77,97,87,84,81,84,85,95,81,81,88,79,88,83,90,96,93,98,88,89,93,85,80,82,83,76,86,93,92,78,76,97,96,96,87,76,94,97,76,88,80,80,88,91,84,90,91,81,81,97,84,77
82,82,98,92,94,92,80,90,92,92,76,93,89,95,80,97,88,87,91,95,88,92,77,76,83,83,97,80,87,93,86,88,96,94,76,88,81,80,76,90,92,78,76,89,84,93,88,98,98,88,81,93,75,89,95,93,93,92,84,90,82,78,84,83,98,95,86,84,84,78,77,89,98,98,89,84,96,98,83,86,84,88,82,85
88,92,85,84,80,94,80,89,98,94,94,81,76,91,80,91,83,81,96,80,81,90,75,79,85,81,88,96,75,89,86,77,92,75,85,80,83,78,75,79,87,94,75,95,90,91,83,82,83,91,78,79,85,77,79,83,82,95,81,79,82,85,90,80,82,81,83,77,85,79,90,93,90,96,88,80,93,75,84,90,85,79,98,85
94,84,93,94,85,95,76,79,90,83,79,79,91,84,95,75,90,87,97,86,97,85,93,79,85,84,96,94,81,89,88,95,89,86,90,95,82,91,92,80,95,82,84,83,77,86,89,97,83,76,84,95,97,96,96,76,86,89,97,88,90,75,76,81,92,82,76,83,81,95,81,95,94,97,89,95,81,93,86,96,75,92,93,81
91,94,81,90,84,88,75,75,84,87,84,80,83,92,94,82,92,84,90,91,91,85,92,84,81,92,97,81,81,98,91,78,87,87,92,95,88,95,82,97,92,76,76,82,80,84,77,76,90,81,76,86,87,95,79,92,86,83,98,87,98,92,76,84,85,90,87,88,78,86,93,85,83,91,94,76,79,82,83,97,79,85,88,76
76,82,93,80,83,84,96,86,81,90,88,77,98,81,79,81,90,92,81,85,97,75,94,97,91,88,86,85,86,86,98,77,87,79,96,95,90,89,85,91,81,83,76,86,87,95,80,92,94,76,81,95,83,75,76,98,89,82,95,76,80,90,90,76,78,95,86,90,87,88,90,76,84,78,87,97,86,81,91,96,95,89,77,78
81,91,79,77,84,98,89,77,78,94,76,81,98,97,89,84,96,84,76,87,94,97,81,95,88,85,81,94,84,84,75,85,97,85,92,91,81,95,98,90,95,81,81,82,98,96,75,75,94,83,92,86,86,88,96,83,77,95,97,95,95,85,77,85,95,92,78,98,92,85,84,83,94,88,81,85,98,93,97,87,77,83,75,75
91,97,76,91,78,76,84,79,80,83,84,76,81,93,96,89,93,84,90,75,96,93,86,78,75,97,80,76,81,77,83,87,86,89,89,82,96,87,81,89,96,84,89,85,89,89,80,86,86,89,76,78,81,76,95,95,79,93,90,81,82,83,77,90,78,81,91,79,85,88,78,75,81,97,91,75,77,76,95,86,87,79,76,85
76,91,78,89,82,94,82,98,92,80,97,77,78,91,85,83,81,79,91,82,77,94,77,98,86,97,77,88,80,88,88,83,77,93,89,97,81,80,83,78,97,96,85,87,88,85,87,84,80,92,80,92,91,90,86,80,98,94,82,83,78,75,90,90,97,92,89,77,89,80,84,97,93,92,75,91,84,91,77,89,90,80,85,82
89,76,83,93,90,86,81,80,75,77,98,79,92,98,95,96,82,85,96,85,85,98,87,90,97,78,77,79,93,93,86,81,80,95,88,92,87,84,94,89,88,83,97,98,92,86,76,94,78,76,91,88,92,80,94,78,92,92,83,90,88,91,93,98,87,95,95,83,79,86,91,84,92,80,95,75,87,95,90,79,87,86,85,78
76,79,83,92,94,97,94,88,76,83,96,96,89,77,86,75,77,89,76,75,93,85,88,98,98,89,75,81,85,81,89,86,87,89,87,97,97,92,87,89,92,91,83,86,87,96,77,97,96,79,95,87,97,90,80,93,89,84,80,75,98,90,96,75,85,76,88,91,88,90,82,80,93,89,97,96,79,98,84,78,93,76,82,97
79,98,97,95,89,96,82,92,95,92,77,98,95,89,77,94,96,78,97,76,92,96,98,78,84,97,82,89,81,90,88,92,79,88,83,89,94,93,88,85,82,94,78,75,91,82,86,93,83,82,82,79,94,96,81,97,83,95,77,79,78,95,81,94,94,85,87,89,86,94,87,89,83,86,85,98,83,88,93,93,88,96,78,98
76,77,93,86,98,98,77,89,89,80,97,75,86,79,88,98,85,83,77,95,77,92,94,90,84,93,85,77,75,79,91,93,96,89,91,83,89,88,92,96,83,80,94,89,81,89,85,79,78,87,96,78,92,85,80,87,90,90,88,90,95,97,91,78,90,78,89,82,96,92,94,91,78,96,97,75,81,78,78,94,79,90,91,98
90,86,84,79,94,75,89,96,75,77,89,90,82,92,83,75,84,79,90,79,77,88,94,89,76,84,89,79,76,98,77,92,77,95,78,88,93,81,87,92,78,84,84,89,88,84,96,95,87,94,82,98,94,95,89,84,75,78,75,86,81,87,80,87,91,80,96,93,90,91,77,96,79,86,86,92,91,75,77,77,84,90,93,87
79,82,96,91,87,97,76,92,97,95,90,76,78,82,85,91,98,75,84,90,98,85,88,77,96,81,75,93,93,84,82,98,86,91,82,90,85,84,76,79,84,85,86,93,84,86,88,95,95,75,93,86,92,98,90,95,90,97,88,76,80,82,84,91,84,92,82,98,96,84,75,91,93,84,92,90,77,81,92,81,93,81,92,78
92,90,82,86,77,86,84,96,92,86,98,85,86,79,75,82,89,91,97,87,90,83,84,92,91,89,83,90,93,90,84,82,86,98,86,75,94,96,84,88,76,84,81,77,83,84,77,92,95,91,88,80,98,88,85,98,76,94,91,81,77,77,84,84,79,92,79,83,80,86,91,90,79,96,96,76,75,98,97,95,79,81,75,94
89,92,78,81,87,93,90,86,89,87,89,76,89,93,93,75,81,89,81,79,83,80,98,95,97,94,82,87,78,86,89,93,79,95,89,98,75,90,81,87,89,97,94,95,81,95,84,84,95,75,98,78,87,76,77,80,86,75,80,86,91,90,75,75,97,86,81,91,97,89,80,82,91,79,87,89,98,76,87,76,96,93,80,97
80,92,89,75,96,92,86,78,92,91,86,82,87,94,96,77,86,85,96,78,76,89,79,75,92,79,76,80,80,80,98,85,92,98,97,75,81,83,94,81,82,97,81,84,91,89,91,89,88,95,80,95,85,81,76,96,88,86,88,94,94,85,98,94,86,92,98,85,90,82,87,78,90,76,85,93,88,94,98,84,91,80,80,92
85,86,84,75,78,76,84,80,86,89,97,81,94,76,84,97,87,92,78,81,81,96,78,87,87,96,77,86,86,85,75,89,87,80,77,97,90,93,93,82,81,97,85,87,97,75,87,92,92,79,89,98,78,85,95,91,77,98,81,82,85,85,84,93,77,86,96,89,87,76,87,78,87,85,88,97,83,80,81,94,90,81,85,92
75,78,85,88,80,93,77,89,97,96,87,96,82,76,76,90,86,92,85,82,98,87,77,85,84,85,98,79,88,89,91,83,97,84,92,78,94,95,97,83,75,85,87,84,90,75,95,96,83,88,84,83,77,75,97,92,97,83,82,95,81,94,97,91,84,92,78,93,88,89,94,77,91,81,75,89,93,94,95,88,84,98,90,93
79,87,85,89,93,80,78,98,84,93,77,88,76,75,85,84,89,75,87,79,91,92,97,79,97,89,75,94,91,94,97,95,88,97,85,93,98,78,93,84,95,96,88,77,92,80,88,84,96,97,94,93,95,75,95,81,96,86,78,80,98,94,77,90,84,94,87,75,81,79,98,86,81,94,93,92,88,76,98,75,86,75,84,86
92,78,90,91,77,95,78,77,88,97,97,86,80,80,78,98,82,77,79,82,81,79,77,96,95,77,84,80,95,95,87,91,76,94,78,80,84,95,96,89,88,83,90,80,76,93,91,90,79,84,84,82,84,95,78,77,82,97,90,77,86,94,93,91,80,98,77,86,76,77,88,77,85,95,88,94,94,96,93,84,87,85,86,83
80,96,83,98,97,91,78,92,83,79,93,83,90,87,91,77,98,75,79,84,86,85,80,96,83,77,98,78,75,76,94,94,89,87,96,82,96,92,80,80,79,97,84,96,79,81,82,83,98,96,82,79,91,79,95,89,97,93,76,88,95,82,84,77,76,85,94,98,81,90,94,97,94,97,96,83,81,97,83,76,80,75,91,83
92,87,94,93,86,85,80,78,94,78,89,82,80,91,86,81,92,88,77,85,94,82,92,86,88,89,88,91,95,84,98,90,78,84,88,89,98,83,95,95,95,88,86,84,76,81,83,83,85,80,82,91,85,91,95,82,82,85,81,93,78,79,95,86,91,85,94,90,79,94,90,78,98,83,92,86,85,80,94,86,87,82,87,75
75,89,95,81,91,97,77,96,98,85,91,76,92,79,88,97,79,90,95,86,95,91,76,79,97,81,97,95,85,81,92,98,85,88,93,75,96,98,84,76,77,82,93,82,95,86,87,79,90,85,85,79,81,90,96,83,80,97,85,87,93,94,94,76,98,82,76,95,95,94,89,96,89,85,92,79,85,90,84,88,95,89,83,88
77,82,96,86,83,76,98,97,85,84,89,75,85,83,88,81,75,88,81,90,80,77,94,82,96,94,75,81,77,77,95,95,91,93,88,79,91,90,82,92,77,95,90,83,92,75,93,89,78,81,93,80,98,91,87,88,93,88,92,85,90,97,94,92,86,90,91,85,79,78,77,84,95,78,85,92,80,98,80,78,95,78,98,85
97,97,94,95,90,80,77,86,82,98,86,87,78,91,90,98,85,75,90,88,77,76,87,89,82,97,95,81,93,86,87,83,88,89,84,90,84,90,92,95,87,83,76,90,80,98,97,76,89,95,78,79,75,97,97,75,79,79,79,96,81,86,90,93,77,96,82,89,83,97,86,82,81,89,78,77,79,96,82,97,80,97,89,78
87,88,82,79,76,83,76,92,97,87,93,93,76,85,77,82,89,83,78,85,90,92,97,92,79,76,94,80,77,82,82,94,82,90,94,93,95,75,83,95,82,97,75,77,83,90,98,75,96,89,95,77,90,87,81,98,93,79,78,75,91,94,78,96,78,97,77,78,77,93,92,81,77,86,98,89,85,84,82,98,95,79,97,75
90,97,96,85,82,96,78,77,83,97,84,92,96,95,81,84,96,79,75,78,86,91,94,75,96,92,82,81,78,81,94,86,79,91,87,98,97,82,75,88,96,78,97,85,77,97,84,93,98,90,88,76,94,78,95,95,85,81,75,77,95,91,81,75,90,92,88,93,80,84,75,84,88,83,95,92,76,87,76,75,82,75,86,96
84,93,81,98,97,88,92,76,81,79,87,86,79,75,93,76,86,92,76,95,96,83,80,90,79,77,77,92,85,88,89,95,91,97,85,92,93,76,85,91,96,91,78,87,92,82,82,90,88,80,95,91,94,91,82,88,79,82,90,84,98,96,98,84,75,94,90,91,96,86,95,82,80,97,85,75,90,79,86,81,78,82,83,94
75,93,94,81,92,79,78,90,87,75,96,95,83,82,76,80,98,97,76,89,79,96,82,87,93,94,98,82,77,85,76,77,93,92,81,85,82,92,98,91,91,82,86,87,75,97,94,77,84,98,80,86,92,96,82,87,83,87,78,98,89,85,77,78,89,91,78,79,80,76,85,92,76,93,78,95,91,79,88,82,80,92,82,75
98,92,98,97,78,94,79,97,78,95,88,94,90,76,89,78,81,79,83,84,91,83,94,95,77,93,98,92,98,86,90,82,85,84,88,84,83,85,86,83,93,85,87,84,97,86,84,98,76,84,97,79,92,93,91,81,75,84,84,77,94,77,91,89,80,91,85,92,76,97,97,83,83,80,83,78,90,95,95,79,97,78,84,98
83,81,92,86,91,90,88,86,77,94,87,93,79,85,97,78,83,90,98,86,84,87,86,79,91,98,80,83,79,94,97,82,88,97,90,75,75,77,98,82,92,80,81,84,82,87,92,84,98,84,90,85,86,86,84,75,86,94,89,88,87,89,96,77,83,85,75,98,93,93,83,82,94,94,86,76,90,75,94,95,77,90,78,79
75,78,85,84,98,93,87,83,95,89,77,95,96,78,86,97,76,76,89,83,94,98,96,76,96,92,84,91,79,93,77,86,82,89,87,80,94,90,83,98,87,77,89,87,82,76,96,80,75,93,75,75,79,87,95,76,97,79,84,85,98,94,90,81,92,77,76,81,75,78,90,88,96,75,97,78,96,94,75,88,79,84,97,93
79,88,75,86,95,97,91,93,94,97,90,75,88,92,95,79,80,94,98,93,83,95,87,97,89,75,87,89,82,87,94,87,80,88,90,77,92,98,80,92,79,88,97,78,90,81,87,98,84,86,79,98,90,93,88,75,75,91,80,94,90,89,81,98,94,84,91,75,93,76,89,81,83,87,75,98,97,95,84,86,82,80,83,93
95,85,86,77,77,88,90,88,87,91,90,98,78,78,75,89,77,76,86,91,85,84,81,96,93,95,95,86,81,83,87,80,88,78,88,93,93,89,92,87,84,98,82,75,81,90,82,87,80,89,84,86,81,93,78,75,85,91,87,95,86,75,83,77,80,91,82,87,92,84,85,77,81,79,84,92,86,90,97,84,88,88,92,76
83,93,87,83,87,95,97,82,96,96,94,75,90,75,92,83,92,77,97,79,96,82,79,96,97,82,98,76,89,91,90,87,79,78,87,77,82,82,94,78,86,79,76,90,98,83,96,96,95,94,92,75,88,87,89,83,97,88,78,78,77,93,87,78,81,95,98,88,82,97,82,98,89,84,83,90,80,93,87,77,85,76,88,75
76,88,92,92,85,91,79,87,78,76,93,91,86,98,97,76,81,91,84,89,98,88,75,88,77,94,84,77,81,87,79,93,83,82,86,97,85,86,86,97,81,81,77,91,91,95,85,81,76,87,98,90,80,86,76,98,80,85,80,97,87,93,87,85,79,92,87,95,85,94,75,95,83,78,81,93,98,83,81,90,83,97,76,75
92,75,83,92,84,98,95,89,95,75,84,83,97,77,89,93,81,97,94,91,87,97,83,97,86,94,88,81,93,87,83,75,89,78,84,94,82,89,98,80,75,81,91,79,77,78,88,91,84,80,97,89,92,97,84,83,78,90,85,86,82,85,87,86,81,98,77,81,77,94,94,81,79,97,78,95,94,81,77,89,97,76,77,92
95,87,98,89,75,75,83,80,84,80,87,75,84,90,98,80,75,88,81,82,82,90,87,82,98,81,77,95,97,76,90,92,83,79,96,93,78,94,82,77,87,92,98,76,85,79,89,77,75,89,96,87,84,81,92,93,75,92,90,80,90,86,82,85,76,87,79,82,94,96,86,88,86,98,75,79,92,84,91,91,88,88,82,96
80,77,98,76,93,91,82,86,93,84,82,95,92,76,92,94,76,87,95,97,82,92,84,76,75,87,76,80,86,95,84,85,94,82,84,75,81,80,92,89,81,87,98,91,87,81,85,78,96,83,92,83,89,75,90,80,98,85,81,92,75,91,79,88,97,94,94,94,92,78,76,87,85,91,87,75,86,78,92,92,89,86,98,86
97,80,90,88,96,94,94,76,87,78,96,77,97,96,84,87,95,94,97,96,80,77,79,97,79,95,98,97,93,98,92,87,81,90,93,97,93,95,79,97,86,87,81,87,93,82,84,89,94,89,81,77,80,78,96,79,90,86,82,96,87,80,86,78,86,94,97,82,75,86,89,81,91,84,79,80,92,94,91,95,91,93,82,93
76,89,87,97,92,89,81,86,98,90,78,92,80,85,92,81,92,83,93,89,82,95,89,82,83,88,83,90,75,82,81,97,79,94,96,81,76,75,75,75,79,93,87,84,84,91,80,79,76,84,96,94,88,98,93,82,90,82,84,78,93,80,91,82,98,82,77,86,91,75,78,75,75,91,76,78,93,91,97,81,83,75,78,97
94,95,85,81,96,91,88,90,97,93,98,88,77,75,98,97,95,80,90,90,80,75,85,91,97,79,94,97,95,76,79,82,88,94,75,79,87,84,98,96,86,76,88,95,75,93,87,81,86,87,90,79,75,96,96,88,81,75,91,89,80,95,89,79,93,84,85,93,98,93,96,89,80,88,77,85,87,79,89,90,84,89,87,96
95,75,84,97,84,91,96,96,95,77,84,75,75,76,95,85,87,84,77,79,87,95,91,83,98,86,86,96,92,96,94,93,88,75,84,87,98,78,80,75,89,92,95,81,78,89,85,78,86,88,84,80,93,77,92,89,98,91,82,94,96,95,97,93,93,90,89,77,81,81,94,87,90,76,88,85,76,86,96,87,97,76,85,86
87,82,82,96,93,76,79,98,76,86,82,82,86,81,97,92,88,95,80,84,93,81,79,82,90,92,76,98,96,89,87,90,87,96,76,94,78,92,84,98,83,95,87,83,96,84,97,85,80,96,97,98,97,77,84,83,83,90,97,75,83,80,91,81,92,91,96,87,91,89,90,97,82,82,75,76,79,96,78,79,96,94,89,76
81,91,81,85,77,95,92,91,76,93,97,92,77,86,86,85,82,90,78,81,81,85,85,87,96,83,95,75,97,93,77,94,94,81,94,96,97,86,93,89,90,84,88,88,88,93,96,75,84,98,94,97,76,88,95,93,93,97,98,89,85,85,78,97,86,96,78,87,81,86,89,86,87,77,88,84,77,89,76,80,90,88,83,86
88,95,85,90,91,97,89,92,92,89,91,96,88,82,75,79,97,88,93,84,82,87,87,80,96,75,92,90,85,91,92,85,83,78,94,88,76,83,82,76,89,81,88,82,94,80,78,82,83,80,80,90,89,77,82,87,77,80,87,87,76,88,75,77,89,81,78,85,92,84,84,96,94,79,89,92,96,84,79,89,87,96,97,79
90,95,89,94,94,76,81,85,83,87,80,75,77,85,82,93,82,97,96,87,94,77,85,93,90,86,96,90,81,91,95,83,90,76,90,76,76,78,86,75,86,80,94,97,80,92,76,80,84,85,76,85,96,89,97,97,87,93,91,85,86,84,77,78,96,96,89,82,80,95,90,90,98,82,93,98,84,83,94,82,77,92,96,95
75,85,88,89,87,83,85,89,82,96,98,98,90,85,76,75,81,81,76,79,86,83,94,94,89,84,77,94,78,84,83,86,75,78,77,90,87,84,83,93,79,98,86,80,88,80,76,87,96,84,77,92,91,94,87,85,88,77,82,89,87,87,98,85,79,77,94,82,96,98,90,82,83,76,97,91,79,92,75,81,92,76,81,89
87,79,85,84,94,78,89,95,83,98,95,94,81,92,84,88,84,80,85,79,88,78,87,81,85,84,82,76,75,91,94,76,79,95,82,98,92,83,87,93,80,98,82,80,93,81,93,91,79,86,94,88,94,86,89,98,90,95,77,77,89,95,78,94,78,88,85,86,94,88,88,94,97,95,86,80,79,83,84,90,94,81,87,86
87,80,84,81,78,94,88,75,80,92,93,80,98,91,91,98,78,89,93,90,84,79,95,98,98,90,84,90,83,90,83,95,87,93,82,85,98,86,89,75,90,95,88,86,98,92,80,81,97,92,91,95,92,95,81,76,90,85,96,84,90,83,92,83,78,84,92,94,85,82,91,80,96,91,76,96,81,75,97,77,97,88,86,79
83,75,76,87,97,81,98,89,96,91,93,80,80,79,82,76,92,87,86,82,85,95,94,96,94,96,81,84,88,81,81,94,91,85,86,79,96,76,96,78,75,95,85,79,92,87,84,88,80,90,76,87,81,97,89,83,78,84,94,88,76,85,75,77,89,89,98,93,79,88,84,87,83,81,97,81,78,84,77,98,97,93,97,75
81,97,87,75,80,87,93,90,81,87,92,83,92,87,75,90,97,84,80,86,84,96,79,75,75,79,79,92,97,88,88,85,86,88,82,94,83,88,77,97,77,94,97,77,85,86,86,95,87,98,81,87,82,76,96,84,95,76,83,92,96,97,88,80,95,84,82,76,84,76,90,86,95,89,84,77,85,90,91,92,79,92,93,97
90,81,92,92,93,84,84,92,83,79,96,88,85,97,81,78,88,78,94,95,81,84,77,88,86,77,75,83,92,86,95,83,90,85,88,77,97,91,97,82,84,98,79,90,96,85,80,76,81,94,96,78,93,82,82,83,97,94,77,75,94,90,80,75,80,85,93,75,89,84,87,92,94,82,83,79,98,82,92,90,96,81,96,81
92,94,96,83,90,96,79,91,84,91,79,87,98,98,85,94,80,89,76,79,95,86,97,87,93,85,75,98,92,87,79,98,95,75,77,91,80,84,95,81,83,97,79,88,88,94,87,87,82,80,82,97,81,89,98,77,91,76,92,83,82,93,81,92,83,91,85,78,92,97,98,80,93,87,85,75,78,78,78,78,92,90,98,80
90,75,82,81,91,78,85,84,77,79,85,96,80,87,80,92,97,84,93,80,75,96,86,78,76,87,75,87,84,91,89,95,81,79,97,87,75,84,85,83,77,94,93,85,87,85,78,76,75,87,89,89,86,78,96,93,81,80,86,93,81,90,83,91,81,90,85,88,95,82,77,87,82,77,90,81,96,83,79,76,86,89,88,98
98,87,93,92,85,78,85,85,81,89,76,85,98,81,81,94,94,89,78,83,84,93,85,90,83,88,81,76,90,92,75,91,95,84,94,80,87,81,79,94,91,93,78,85,97,81,98,77,97,79,91,82,88,96,92,90,83,77,89,92,82,77,75,75,93,91,75,96,98,93,89,77,88,77,86,92,93,81,87,93,91,85,97,86
77,87,87,76,89,81,90,75,88,81,86,87,78,89,78,96,97,86,79,91,75,88,92,82,84,89,93,81,82,98,93,86,85,81,98,97,85,81,78,95,87,96,77,93,83,96,95,82,80,95,77,92,92,77,95,94,94,79,85,93,98,86,87,76,93,90,79,81,87,85,89,76,91,84,84,96,98,84,97,77,76,86,90,96
75,85,78,83,84,97,77,78,75,80,76,77,78,93,86,80,97,85,85,96,81,82,97,86,80,88,84,98,86,86,83,90,81,78,98,82,79,87,93,86,90,78,96,83,98,77,91,83,75,97,83,83,79,90,81,82,94,76,94,93,87,84,84,80,94,89,81,88,95,85,75,98,88,78,83,89,98,84,92,80,91,92,98,84
77,84,80,92,84,95,84,96,85,92,92,82,93,76,86,80,76,87,85,88,98,89,82,86,82,92,94,98,91,84,98,86,75,97,89,89,90,87,90,83,83,77,78,98,77,78,94,87,97,95,91,97,89,78,77,95,93,78,81,85,90,94,81,90,89,84,88,92,89,96,93,81,95,94,91,96,88,80,77,90,96,75,96,94
81,83,98,90,89,85,87,78,92,81,87,84,78,77,90,79,81,92,89,95,75,89,79,77,86,95,80,77,90,85,84,95,97,84,85,95,98,97,93,87,82,95,77,87,75,87,92,92,82,78,84,75,83,95,84,81,85,92,92,87,93,82,78,79,81,85,75,78,78,87,88,91,89,92,90,79,92,82,90,90,75,87,96,93
82,80,75,95,79,75,96,82,97,84,95,82,98,76,75,92,85,90,94,77,82,89,97,84,83,95,98,91,88,92,95,81,93,75,82,84,78,75,97,77,79,81,80,88,78,85,92,87,79,96,94,98,94,91,77,96,76,75,82,83,97,80,95,75,98,96,82,97,84,89,94,97,96,93,78,85,94,93,95,78,81,89,75,94
94,82,88,96,80,85,90,76,92,95,98,85,89,97,94,82,79,93,80,98,81,83,76,81,93,78,75,88,83,96,83,98,93,81,96,94,81,90,87,89,76,79,81,87,83,87,85,86,78,84,90,89,79,83,96,98,83,80,83,87,83,95,75,88,89,78,94,91,92,97,83,81,92,80,83,87,95,75,94,81,91,82,91,98
