LIN10102,LIN10103,LIN10104,LIN10106,LIN10107,LIN10108,LIN10110,LIN10111,API10102,API10103,API10104,API10106,API10107,API10108,API10110,API10111,API10112,API10114,API10115,API10116,API10118,API10119,API10120,API10122,API10123,API10124,API10126,API10127,API10128,BRP10102,BRP10103,BRP10104,BRP10106,BRP10107,BRP10108,BRP10110,BRP10111,BRP10112,BRP10114,FUL10102,FUL10103,FUL10104,FUL10105,FUL10107,FUL10108,FUL10110,FUL10111,FUL10112,FUL10113,ASI10102,ASI10103,ASI10104,ASI10106,ASI10107,ASI10108,ASI10109,ASI10110,ASI10112,ASI10113,APM10102,APM10103,APM10104,APM10105,APM10107,APM10108,APM10110,APM10111,APM10112,APM10114,AII10102,AII10103,AII10104,AII10106,AII10107,AII10108,AII10110,AII10111,AII10112,AII10114,AII10115,AII10116,AII10118,AII10119,AII10120,AII10122,AII10123,AII10124,AII10126,AII10127,AII10128
63,49,74,36,96,50,80,37,78,69,71,36,97,55,56,50,57,67,79,86,85,96,35,37,49,71,36,47,61,71,58,98,93,83,86,47,59,37,79,48,96,72,55,51,67,98,55,32,84,85,90,96,49,78,90,75,87,33,40,68,72,38,98,92,68,64,61,30,51,54,33,40,51,63,37,87,33,38,84,43,97,78,81,39,41,54,68,83,77,34
73,46,87,73,54,50,32,61,88,43,50,77,86,46,81,45,49,30,39,82,40,97,67,70,68,92,52,90,93,75,97,69,45,91,93,81,96,53,40,96,74,76,36,68,40,81,88,63,65,75,47,55,55,32,46,77,87,51,59,33,96,65,33,78,45,66,63,88,55,90,48,71,97,68,72,33,85,64,77,94,93,69,58,98,78,84,89,35,94,85
52,33,37,90,50,33,33,76,90,74,49,54,82,98,97,56,77,42,64,77,73,96,56,91,44,92,78,42,97,63,43,81,36,66,42,76,55,33,80,71,55,81,46,42,63,36,54,65,30,56,81,33,41,65,91,82,44,69,52,90,59,64,65,68,56,65,32,62,49,95,48,30,76,72,63,31,66,36,42,31,55,65,68,62,90,46,37,41,45,77
68,78,90,86,97,48,97,44,68,91,69,88,44,97,82,88,67,63,44,32,44,64,90,47,30,97,72,82,65,70,31,57,91,33,93,92,63,65,45,82,61,46,74,33,92,50,92,96,72,72,63,69,92,81,44,48,35,74,51,37,79,69,94,72,86,42,32,77,98,43,89,88,38,69,57,97,39,44,68,57,92,83,40,53,32,36,39,40,51,30
73,56,44,95,83,46,86,32,55,76,42,97,35,65,74,55,92,50,35,45,79,41,63,57,49,73,77,93,65,55,62,77,52,43,73,59,76,39,32,52,61,95,88,36,33,53,55,32,41,81,55,69,94,91,73,81,96,46,44,42,54,98,45,78,38,96,37,53,64,78,38,77,95,54,31,97,78,63,66,40,96,56,70,84,43,92,38,98,66,35
77,56,79,43,32,98,58,65,98,75,33,83,47,75,52,36,40,30,93,63,70,80,82,92,53,89,59,50,39,93,55,85,94,68,92,74,69,41,76,86,91,35,38,71,42,31,43,43,38,86,87,45,77,35,56,67,56,31,87,54,57,58,36,56,91,89,77,52,80,92,76,61,38,95,90,92,91,40,44,33,41,63,63,88,87,78,75,93,67,70
65,56,89,88,89,78,69,68,68,68,68,96,59,97,52,46,74,87,49,48,42,53,68,39,35,35,73,62,85,77,74,42,32,88,50,55,76,63,91,45,88,98,72,75,87,37,64,46,72,70,50,38,58,60,83,41,50,95,76,48,94,53,83,62,60,66,77,60,61,49,47,88,40,46,93,86,91,89,85,82,45,76,44,54,68,84,93,93,79,66
78,80,34,33,49,76,55,61,80,77,98,72,65,87,51,93,55,32,30,78,86,83,80,74,61,49,35,32,66,59,40,98,75,90,45,91,83,47,30,50,67,64,90,44,79,68,88,95,63,70,96,50,32,71,60,31,67,42,72,68,73,37,40,53,34,90,94,86,49,42,30,79,76,97,93,61,86,38,86,40,40,94,58,44,91,68,64,93,47,93
49,92,57,50,57,49,98,37,30,78,86,76,98,78,97,56,33,71,90,48,71,62,39,94,45,82,76,82,41,88,59,45,63,69,94,42,59,65,33,38,36,74,39,36,76,98,64,70,71,33,33,33,79,90,58,57,40,98,80,54,44,64,77,35,74,55,68,58,82,95,86,37,62,83,43,91,66,74,31,36,54,61,95,77,93,38,44,89,55,61
94,90,88,79,49,43,35,83,97,41,95,72,76,64,64,96,85,71,52,90,77,40,39,58,58,54,59,92,51,54,76,40,70,83,49,57,65,54,65,81,67,48,91,84,91,98,83,56,42,79,32,56,64,31,55,87,51,55,62,80,73,46,64,70,53,68,81,59,85,47,31,97,79,86,94,86,71,76,50,58,78,59,40,41,84,83,55,41,95,41
33,31,79,44,85,56,90,74,70,78,56,48,31,80,85,41,97,44,59,50,72,74,48,82,64,45,31,38,82,49,86,74,73,59,66,41,72,62,89,51,86,30,50,48,85,34,30,80,31,30,48,91,52,34,59,85,36,57,80,53,86,93,56,71,54,78,86,54,62,77,46,89,40,30,60,54,30,78,48,98,59,87,77,65,57,53,84,76,93,61
40,59,44,63,41,76,33,33,60,64,66,42,65,87,65,93,52,81,86,40,37,80,87,38,51,72,54,36,72,77,46,62,40,86,73,36,40,90,93,69,82,65,46,46,47,42,61,44,36,38,83,60,38,31,45,34,60,65,63,60,87,80,30,45,38,94,36,39,76,71,98,73,31,59,33,98,94,66,73,47,36,52,61,50,87,60,56,49,52,35
73,43,82,43,94,68,82,39,72,48,98,30,88,97,49,60,97,56,50,37,32,95,67,40,60,39,67,95,65,55,54,66,30,66,77,55,94,38,44,77,91,60,71,40,98,76,93,66,72,40,52,64,64,76,66,63,45,82,90,77,91,47,64,31,83,34,58,94,78,43,88,96,81,48,52,34,45,46,40,52,83,68,53,68,56,47,61,96,95,64
35,71,68,30,46,83,87,60,73,35,62,96,38,36,77,78,81,78,85,52,31,62,90,55,84,98,45,36,93,51,63,81,35,36,74,92,42,97,83,36,32,96,41,54,67,61,43,73,89,53,96,62,67,47,61,51,43,81,96,53,52,47,68,39,68,96,34,78,61,62,58,82,57,79,91,57,41,51,36,86,69,71,56,91,31,47,61,95,72,89
35,41,44,90,36,42,57,73,60,89,85,52,33,82,38,69,76,37,82,84,95,59,39,91,33,68,34,31,47,48,42,49,79,34,76,50,31,98,84,31,82,30,50,85,87,74,80,69,87,91,90,95,83,84,74,79,97,56,53,86,74,97,96,90,39,51,71,49,54,91,95,49,55,66,62,55,38,78,74,33,45,40,81,35,68,73,39,95,51,77
85,90,32,93,57,52,61,93,59,38,83,39,32,80,98,62,61,46,93,42,81,54,85,83,83,64,60,36,59,78,68,36,64,88,64,45,87,69,94,75,70,43,47,33,65,51,81,67,85,82,30,39,88,56,36,64,97,66,37,50,81,43,62,53,60,63,45,57,55,90,75,32,85,59,80,36,46,74,64,76,84,95,55,51,83,39,59,59,78,53
43,77,55,86,77,55,67,84,72,72,41,80,90,52,34,82,33,56,35,59,66,86,94,55,80,98,79,68,74,64,50,30,38,86,42,91,69,94,47,75,90,93,98,56,71,57,30,78,44,79,69,57,35,66,53,75,48,88,72,56,70,43,80,95,86,31,56,59,98,67,59,46,82,95,70,42,72,98,30,63,73,51,80,74,36,51,81,95,65,39
50,58,63,85,30,42,68,69,64,61,39,78,90,91,73,88,81,58,46,40,58,68,51,95,72,86,83,68,74,86,95,95,88,76,58,59,91,41,64,93,88,81,59,58,98,36,60,83,48,59,77,49,71,46,38,36,83,52,73,94,87,96,91,51,84,64,49,36,62,50,77,92,95,45,35,77,98,88,57,46,48,76,93,33,92,70,83,89,39,36
75,90,82,30,38,34,35,83,66,49,60,58,31,93,74,73,85,77,44,79,73,59,96,58,42,33,71,59,94,31,96,43,59,83,44,85,54,89,46,46,84,42,32,46,37,87,92,77,43,49,86,85,55,38,96,36,79,69,30,56,61,88,54,48,72,43,74,32,94,97,68,88,96,34,82,31,67,60,40,89,88,96,31,59,72,73,32,49,65,45
38,84,39,50,77,48,31,34,92,68,52,32,89,40,90,43,87,54,87,65,38,38,31,61,93,76,31,54,55,52,79,65,57,72,38,69,30,53,95,57,90,85,37,41,96,66,86,50,38,81,65,53,89,96,98,72,67,42,88,92,90,36,98,93,82,31,38,49,97,44,42,44,68,85,37,73,74,64,92,77,77,60,63,63,84,87,73,35,38,31
85,58,90,32,45,77,45,60,36,68,45,32,79,60,31,85,85,41,92,83,31,35,87,37,46,32,64,55,97,87,69,48,50,77,30,42,42,42,30,87,34,87,31,37,97,41,46,53,90,78,58,78,76,35,83,93,96,53,93,65,85,40,71,81,56,32,85,76,86,51,74,56,37,96,88,70,62,38,60,49,38,64,35,54,40,35,39,72,51,75
40,60,38,85,98,66,55,51,30,78,38,86,60,95,31,98,35,45,91,57,66,93,90,77,85,65,37,43,45,38,42,37,56,39,94,62,40,38,55,60,40,57,36,42,37,94,92,88,83,52,93,83,39,32,77,79,97,85,92,60,66,38,66,86,94,79,85,45,48,98,46,49,58,82,33,75,46,98,58,65,45,75,40,65,71,45,72,76,54,43
53,50,88,72,42,53,38,42,32,80,69,93,55,77,69,82,80,94,77,33,93,94,91,94,64,87,31,73,95,75,49,47,36,43,76,46,52,42,67,88,31,76,32,61,83,40,50,33,79,40,83,95,68,75,42,92,43,42,83,94,66,69,70,37,83,63,76,43,77,62,62,36,32,89,39,49,54,84,71,90,87,31,34,79,44,94,41,59,49,63
98,39,93,31,68,35,54,32,94,78,45,67,47,46,38,34,35,68,94,84,77,72,58,68,54,31,33,57,98,57,91,90,88,54,37,36,42,64,30,88,55,45,54,95,92,71,36,35,31,71,65,55,94,85,45,72,51,47,76,88,65,53,79,95,69,47,48,53,66,82,74,37,75,50,67,42,95,95,95,77,58,56,57,64,98,72,60,45,88,47
57,76,67,73,82,50,61,47,73,38,95,59,81,67,67,74,35,68,44,68,89,90,44,98,63,98,70,33,50,77,37,32,78,70,84,68,82,81,73,60,78,58,60,74,38,59,84,60,42,85,41,96,58,53,40,79,43,48,42,80,75,90,35,92,68,87,34,32,64,75,50,38,87,91,73,52,91,52,66,71,93,89,95,90,39,76,97,49,46,44
44,63,65,31,37,51,51,68,53,43,50,69,59,40,63,77,89,72,95,35,35,79,74,91,32,33,97,47,35,54,64,82,88,93,95,42,79,54,37,92,57,87,71,38,63,98,37,59,69,39,82,78,87,83,97,37,82,40,32,58,78,96,51,51,68,37,39,86,32,35,82,60,37,72,80,78,70,86,95,87,53,69,82,93,44,71,64,84,47,68
78,30,83,43,76,61,62,78,96,86,75,50,83,70,60,80,59,64,63,90,94,67,35,31,34,81,31,50,67,31,77,63,66,90,52,91,66,87,36,48,45,39,53,69,66,55,97,47,64,47,58,68,55,96,51,74,60,34,67,41,97,38,42,37,34,63,46,55,43,77,57,85,52,71,48,80,65,98,84,82,50,35,31,56,35,46,46,62,31,51
34,90,31,76,41,52,98,89,50,67,74,63,39,58,56,92,86,43,84,51,59,81,40,84,56,75,88,76,54,39,79,35,45,98,58,91,96,55,60,66,35,76,57,80,89,70,46,75,43,48,59,39,89,54,50,64,69,35,67,46,56,75,77,44,74,60,65,33,84,34,98,77,65,75,98,47,96,50,80,51,54,85,80,71,41,40,63,72,33,59
44,98,42,55,76,92,63,55,93,66,41,73,93,66,63,38,85,56,75,96,71,42,67,79,35,67,76,93,68,55,51,50,42,85,32,81,59,65,48,67,98,74,98,36,59,31,74,41,64,86,61,61,31,30,38,31,47,33,40,49,98,51,49,80,58,92,60,57,62,30,78,47,44,46,61,33,56,67,42,79,66,94,80,71,49,40,73,95,79,90
46,71,53,83,88,73,87,95,66,54,47,75,90,71,75,61,61,85,54,54,58,88,61,94,37,38,73,71,73,75,61,37,66,91,98,95,79,64,75,49,95,79,49,68,63,70,32,63,58,64,44,72,89,93,90,43,57,86,80,95,90,57,97,66,45,92,60,32,84,87,92,43,76,94,35,89,58,90,60,57,56,79,46,36,93,61,53,32,88,69
77,47,81,43,85,39,30,50,41,42,56,84,68,76,31,53,82,66,33,30,67,68,33,65,69,69,91,47,58,76,56,95,61,65,32,95,46,77,66,41,74,37,85,50,81,52,67,62,67,47,87,46,64,91,94,82,76,37,75,94,50,89,72,94,35,64,76,81,95,72,30,64,30,66,49,83,89,67,92,96,82,56,80,36,37,37,42,97,43,32
84,54,72,55,61,67,46,30,92,42,93,64,70,54,89,80,72,77,34,86,55,54,73,73,75,43,65,95,56,43,39,80,66,75,63,57,95,49,76,32,44,62,61,56,92,44,48,47,50,85,45,38,77,78,35,80,93,42,53,58,57,73,36,31,47,72,33,44,70,69,56,37,90,71,77,34,64,58,76,48,78,67,90,70,50,86,68,69,87,63
86,53,63,50,81,89,74,31,58,60,49,61,72,87,81,61,36,38,47,30,93,32,61,40,71,54,71,80,35,48,56,36,48,43,66,33,47,97,94,51,34,59,50,94,35,90,65,30,81,36,86,86,89,63,71,62,98,68,57,60,91,77,57,63,61,30,95,69,36,73,90,78,30,40,82,44,69,30,38,84,40,64,54,92,30,97,51,47,56,81
71,55,93,67,31,62,52,90,43,43,77,63,50,36,98,39,91,34,56,77,47,75,90,97,93,63,93,38,43,53,76,38,63,96,72,70,85,97,74,80,58,45,67,70,78,44,58,92,63,97,53,72,97,72,97,53,32,40,32,53,60,98,97,32,44,31,67,58,47,51,62,98,49,66,35,63,33,97,76,89,78,43,46,58,88,52,57,90,77,46
54,56,63,72,69,96,77,51,81,83,75,58,98,83,86,64,83,78,80,60,91,72,64,72,69,70,42,88,52,78,50,72,92,64,76,62,90,91,87,72,87,59,84,86,74,35,41,48,39,64,50,42,81,32,87,71,89,44,42,81,49,30,80,96,32,39,38,69,83,74,34,38,59,93,91,81,39,44,67,59,56,78,57,72,56,48,97,57,80,70
31,67,92,45,86,69,38,47,40,61,49,39,39,48,93,93,57,74,67,84,44,78,78,52,58,51,50,76,44,73,91,98,48,94,58,66,69,79,43,48,70,56,55,50,52,33,53,92,62,37,36,50,33,41,91,86,41,31,65,82,95,68,78,70,50,42,91,74,66,35,40,94,66,90,48,65,89,49,66,86,82,54,37,45,58,73,34,95,66,48
61,74,74,71,58,45,51,75,65,66,69,32,69,66,76,54,34,47,60,90,72,36,81,70,93,53,86,39,56,34,69,47,33,94,62,66,77,77,87,93,89,38,92,83,59,46,72,66,81,97,98,64,88,34,51,74,97,48,50,44,42,73,79,40,35,30,41,36,72,95,46,98,74,32,39,96,86,94,36,53,73,65,67,48,32,75,65,56,81,77
63,65,85,38,88,80,32,46,53,75,74,77,78,86,48,31,58,88,39,84,56,43,53,56,74,44,94,33,94,42,97,58,41,45,45,58,49,75,98,53,31,31,40,90,90,82,40,53,71,39,65,70,72,50,38,86,33,80,79,65,30,38,33,72,37,89,52,47,30,76,96,56,38,76,46,82,98,79,73,72,33,84,93,40,50,71,54,90,61,90
89,46,98,73,65,46,59,86,67,95,34,79,39,69,82,79,71,77,64,39,56,49,44,38,69,75,45,62,54,95,40,73,50,54,59,43,49,91,37,69,65,85,96,41,71,75,86,86,93,49,63,89,92,87,78,91,67,83,40,67,61,64,71,96,82,48,80,75,51,85,56,62,46,98,62,90,52,34,67,85,67,38,53,41,96,96,82,33,63,77
48,80,32,76,92,81,62,72,95,41,40,42,42,69,80,36,68,41,38,32,37,81,85,62,32,70,98,63,80,48,38,33,65,65,72,57,46,55,50,71,78,75,76,45,44,85,64,66,74,65,49,49,70,34,47,85,50,57,39,82,84,87,93,68,80,45,74,37,84,90,49,31,60,45,55,73,51,90,98,33,51,59,78,95,78,44,83,88,59,64
77,35,66,44,96,76,96,60,76,42,64,37,98,50,50,82,60,64,66,38,76,93,38,56,71,92,96,78,30,56,46,36,74,75,69,97,31,61,42,52,86,86,88,42,59,34,65,94,49,65,66,42,40,86,45,32,50,88,96,97,94,95,53,87,44,46,33,63,79,52,91,79,98,37,44,52,91,74,95,63,94,80,48,39,59,76,46,82,93,40
65,43,64,67,94,55,47,88,59,49,31,49,75,55,56,66,57,64,85,50,92,71,82,90,94,39,88,45,85,67,68,61,64,57,44,70,41,35,30,50,88,53,81,77,61,40,32,51,70,53,76,59,66,98,56,48,64,47,92,30,55,91,74,36,41,63,31,41,33,88,95,89,74,57,98,94,31,82,98,86,77,31,97,45,45,78,37,47,30,39
44,93,53,36,81,60,83,83,92,53,90,73,90,66,74,85,81,35,35,31,37,87,91,56,94,84,56,42,66,64,80,75,87,95,97,71,90,30,84,92,88,94,96,55,59,95,44,86,93,44,68,31,30,36,80,30,74,31,72,92,39,42,50,80,34,61,37,89,74,31,85,53,90,43,69,67,52,70,58,79,84,66,31,67,56,31,72,71,38,95
83,98,59,73,95,36,56,62,79,36,81,73,61,66,62,80,43,55,54,76,54,61,34,83,77,84,30,39,69,84,53,77,79,68,87,37,61,74,92,54,56,47,74,59,52,34,68,57,40,52,75,40,98,80,41,52,34,92,54,52,94,90,47,51,32,74,83,52,63,37,34,46,66,90,56,57,69,80,68,58,45,52,73,47,44,32,98,31,47,70
90,65,47,43,76,30,48,40,95,66,62,96,39,34,81,56,67,49,77,30,72,33,78,68,97,43,84,31,30,43,73,67,68,63,54,85,80,68,97,93,34,51,33,35,35,62,71,50,52,94,58,90,93,36,57,64,81,40,86,60,36,80,38,72,87,51,46,64,89,33,94,88,63,67,58,85,45,74,96,58,52,63,69,86,53,45,85,68,45,51
62,81,62,87,57,68,33,33,44,69,78,48,57,77,30,80,62,42,81,58,49,60,34,72,44,42,79,55,58,61,58,80,79,93,70,31,40,88,70,35,77,55,38,38,87,65,75,70,48,78,37,63,97,90,56,88,95,57,80,54,81,50,94,85,66,71,97,40,65,93,60,33,63,91,64,65,46,47,68,34,89,61,39,78,59,50,67,36,93,65
69,37,62,74,90,52,90,43,40,76,70,61,84,36,75,74,44,96,38,49,63,41,35,40,63,91,34,46,91,57,52,37,37,90,43,36,55,82,93,40,53,56,43,74,95,63,47,60,62,86,83,35,71,70,45,52,54,58,79,42,65,75,41,92,83,96,32,91,92,56,65,46,88,73,65,39,49,58,55,67,84,34,49,55,78,76,58,79,52,79
49,58,74,60,65,77,82,32,78,64,32,52,32,75,73,93,98,65,53,47,78,88,98,72,97,87,32,87,78,30,79,56,40,76,68,68,58,79,93,81,85,68,34,78,57,31,97,30,32,56,51,97,33,97,92,58,98,47,67,83,77,86,45,84,54,34,44,96,36,97,84,41,62,86,50,44,85,32,37,91,80,88,70,91,62,77,34,96,32,66
93,52,58,72,80,63,46,40,34,95,97,37,73,91,81,56,36,96,59,33,79,97,98,55,59,80,45,60,74,89,70,78,36,83,78,81,46,71,95,69,36,95,81,42,80,59,88,76,68,50,83,66,75,92,30,69,86,83,31,92,54,62,96,44,45,76,57,77,84,76,80,33,77,96,40,81,46,43,66,39,36,92,59,75,75,97,73,34,39,77
68,87,30,63,42,48,52,40,58,85,41,85,81,92,50,71,63,72,47,49,90,50,49,97,65,73,34,53,37,44,54,42,91,81,57,37,64,57,44,45,53,96,96,48,30,77,94,39,67,82,47,92,62,75,45,72,66,63,88,82,86,42,32,32,59,30,91,69,67,95,59,93,50,98,32,78,79,64,66,79,36,70,77,34,47,30,84,39,80,39
78,96,95,68,33,54,54,57,47,95,59,61,76,53,39,71,93,40,98,98,93,50,47,47,39,40,68,52,83,33,37,47,74,64,59,35,91,35,41,46,33,52,52,92,69,35,55,93,40,85,36,37,93,57,59,75,81,48,42,62,48,37,46,97,96,76,51,71,90,76,82,97,98,75,57,35,67,98,95,49,92,42,41,30,50,66,96,45,39,31
95,76,46,32,77,30,83,58,82,90,31,88,88,84,56,90,33,71,93,54,69,57,83,55,86,67,31,43,55,56,63,42,91,34,94,91,45,37,87,60,39,48,78,46,67,68,51,70,32,68,76,32,97,40,72,86,66,53,73,33,71,70,49,62,46,97,48,91,48,55,38,48,81,68,61,43,56,85,45,80,96,41,50,37,67,97,43,50,61,34
92,33,69,76,33,35,94,34,67,78,64,80,84,55,34,38,73,78,58,38,81,66,63,69,37,39,33,91,60,81,89,34,66,38,89,77,83,97,34,75,36,82,82,92,50,96,89,79,60,44,33,78,86,81,78,95,31,60,44,31,53,50,32,82,65,59,60,88,86,74,92,88,60,98,92,36,46,50,42,41,41,67,33,67,62,38,63,52,69,74
41,73,31,55,67,86,82,70,43,60,66,53,62,49,47,88,57,42,58,39,61,42,33,76,86,43,42,47,31,92,76,66,95,97,75,81,87,32,90,79,51,86,66,54,45,48,65,78,70,64,32,93,43,37,73,68,46,58,93,70,47,45,36,90,60,47,89,95,53,42,95,75,87,89,65,42,64,68,41,92,39,53,55,80,70,60,63,84,69,92
34,58,95,91,41,90,66,61,95,53,74,43,63,60,49,81,51,42,96,45,49,84,64,34,33,34,59,72,62,58,56,56,37,71,38,63,73,55,44,77,33,53,45,36,31,69,94,65,64,51,73,85,45,98,69,59,52,67,55,32,37,45,47,47,40,91,40,44,35,78,94,95,34,51,63,83,82,54,78,72,45,91,45,96,44,78,62,61,47,59
72,87,45,76,54,70,69,76,47,70,78,68,89,47,57,43,35,50,97,48,54,65,33,79,63,97,41,41,78,75,92,75,64,45,62,75,45,44,71,71,63,95,92,74,47,52,47,67,97,90,69,82,34,44,96,52,36,76,85,50,82,91,96,47,97,37,53,91,43,95,51,81,58,74,83,77,41,31,78,32,72,93,46,36,42,46,92,50,92,52
55,93,49,65,80,88,81,86,73,58,30,57,84,38,39,42,34,79,32,31,31,33,44,41,46,96,87,31,95,32,73,50,56,41,81,36,67,38,41,90,37,84,66,57,72,59,83,81,81,74,78,56,30,89,57,98,95,81,66,54,43,31,85,96,46,87,36,79,78,90,86,65,50,98,56,34,77,30,89,90,68,82,70,53,30,89,55,87,44,87
68,69,92,81,33,40,87,68,87,88,97,81,73,53,78,36,78,39,68,81,49,65,64,61,45,39,55,96,96,47,60,95,85,95,44,93,98,82,52,91,57,45,61,97,76,78,59,75,39,79,76,88,63,49,40,32,48,34,48,30,42,68,53,43,49,73,38,73,36,65,31,42,61,95,50,63,79,85,63,60,82,51,68,43,53,48,38,58,59,69
82,72,84,36,38,95,87,87,89,72,46,40,93,44,76,97,32,72,80,84,61,37,53,46,60,52,69,44,68,95,73,35,60,45,58,55,58,67,56,38,49,31,74,88,67,68,89,93,95,76,94,80,52,81,56,95,57,66,80,87,31,94,55,41,60,53,73,58,80,36,39,86,66,31,61,87,50,75,95,79,66,52,69,96,64,38,59,78,58,80
65,58,47,77,60,85,79,43,52,48,45,87,33,86,98,90,51,84,34,44,86,45,92,33,97,38,48,31,52,30,80,82,92,62,97,41,44,71,37,84,62,41,39,89,38,91,89,41,61,75,60,62,73,38,69,58,54,80,38,51,90,32,64,60,72,38,71,57,98,70,43,56,34,87,70,34,63,38,48,64,61,76,50,68,51,96,35,32,63,66
88,90,93,82,95,65,80,56,71,63,83,82,79,55,44,96,49,44,56,60,50,47,53,67,60,85,38,48,49,53,94,52,83,79,83,33,50,74,78,32,85,91,84,86,56,72,33,79,30,53,59,91,61,95,62,40,30,33,55,43,74,88,48,52,36,35,83,35,54,66,38,31,88,62,97,53,95,47,45,45,45,43,34,53,91,54,72,63,39,89
59,59,80,95,87,51,92,85,40,90,71,50,34,42,81,89,33,49,41,43,30,35,81,94,45,54,67,58,31,94,68,77,82,65,35,82,53,63,57,35,76,60,84,69,80,60,40,87,40,79,69,75,52,88,62,67,36,31,43,31,69,93,90,63,93,48,93,75,59,35,84,44,68,42,73,38,60,33,75,46,48,30,70,77,85,78,30,97,63,88
30,52,52,33,83,63,34,73,52,74,71,88,86,70,61,81,62,88,76,41,53,74,45,83,51,76,47,66,94,92,64,38,31,65,73,40,39,70,88,33,47,74,41,45,53,98,54,71,42,66,90,53,97,50,85,48,63,35,41,69,82,62,85,65,47,49,97,50,88,30,82,94,47,32,79,30,88,36,62,80,85,56,30,71,68,30,51,85,74,86
32,55,63,73,45,58,32,67,64,74,44,64,70,65,90,95,85,89,41,38,50,50,50,50,75,67,93,41,92,77,85,87,36,54,38,36,46,59,59,76,30,40,57,68,93,51,90,36,44,72,38,70,91,44,65,42,70,35,65,91,97,64,85,40,60,96,88,81,33,53,84,88,70,85,88,69,85,51,45,36,77,46,59,39,90,69,45,98,94,78
56,57,65,66,82,64,67,50,97,95,39,48,93,35,35,72,44,67,63,73,96,65,31,33,48,42,33,60,30,45,45,96,69,96,40,54,65,67,86,88,97,67,36,48,86,81,94,66,39,66,33,95,45,90,57,91,87,64,85,72,64,36,55,43,91,32,59,65,78,64,47,33,90,68,95,39,80,54,86,82,55,52,56,52,55,84,87,90,98,76
44,66,84,61,81,73,80,81,48,47,43,49,46,96,89,43,69,30,76,72,52,67,60,88,91,88,41,44,84,49,50,51,58,35,35,60,30,96,32,91,68,65,93,55,91,52,34,97,90,50,97,71,33,86,56,94,80,74,62,74,40,88,44,89,49,34,33,86,75,33,41,35,92,85,44,48,30,88,35,86,55,68,85,61,90,48,38,82,73,49
52,57,93,47,54,79,96,96,49,74,33,78,31,58,71,45,59,98,62,93,76,66,78,93,75,47,56,54,98,85,91,81,78,63,95,31,77,54,74,65,73,96,60,79,80,52,34,72,64,57,55,56,43,79,50,52,48,58,53,49,72,90,73,48,39,67,38,82,40,78,87,95,94,47,74,98,37,53,88,82,85,65,70,77,94,80,92,44,62,86
53,40,71,77,88,49,71,35,87,33,89,69,53,42,62,82,47,98,94,46,44,57,62,40,52,89,66,41,97,77,31,87,87,86,68,82,68,84,42,54,34,55,96,42,89,56,51,39,89,42,67,74,74,87,98,31,97,40,40,52,50,72,49,54,52,57,76,34,38,61,40,61,82,65,75,80,79,82,77,44,44,73,73,90,65,75,75,79,68,68
62,46,55,69,90,70,71,63,47,58,75,37,66,46,86,69,75,89,53,40,80,36,84,45,43,43,47,52,62,85,81,94,39,30,40,72,60,52,51,86,64,67,95,39,39,86,95,54,42,61,57,55,62,34,33,92,82,85,70,46,80,54,43,37,84,39,81,67,84,45,76,60,39,42,53,77,33,46,94,60,47,30,48,52,36,91,76,93,81,44
91,93,59,77,69,32,95,52,42,75,35,55,95,54,88,58,84,91,35,45,80,81,80,63,64,56,67,94,51,78,94,32,81,94,64,48,86,62,91,61,62,82,93,47,60,40,89,62,49,31,92,46,38,85,94,61,86,52,63,42,39,95,81,84,77,90,58,65,57,31,56,65,83,90,38,91,67,84,96,92,58,63,74,61,37,94,78,68,44,36
59,49,63,40,37,80,55,61,56,91,87,56,88,86,48,83,51,32,40,97,83,72,30,67,44,62,79,93,43,90,86,52,32,81,76,59,32,65,51,65,59,45,44,93,51,32,32,71,32,70,35,97,40,92,38,55,70,72,90,78,52,52,87,53,83,91,52,51,94,75,33,43,58,88,92,61,49,74,68,49,70,86,53,97,45,89,32,36,79,94
58,31,82,37,39,63,59,35,83,91,85,60,90,38,67,75,77,90,64,48,95,66,64,89,58,32,86,37,46,64,41,54,72,91,64,93,75,94,81,75,82,89,47,66,74,95,48,35,95,68,81,38,45,45,91,65,48,94,33,31,63,50,42,96,48,94,48,42,38,82,88,92,51,70,94,92,44,48,32,75,64,58,31,51,72,63,87,94,69,82
52,92,74,62,30,39,31,55,39,33,39,83,47,59,70,81,83,52,62,67,49,82,51,81,50,51,88,83,33,41,66,72,66,77,89,31,56,37,42,56,75,79,89,75,90,38,41,62,92,52,56,54,39,71,86,33,93,37,32,55,96,66,30,50,66,55,62,48,82,77,61,88,66,71,48,68,43,88,71,96,89,50,37,46,59,32,87,61,83,94
30,53,68,45,58,91,68,85,93,55,48,34,48,71,64,65,45,67,77,97,63,74,69,42,63,34,74,81,35,69,36,86,54,52,82,90,72,80,90,77,37,57,72,36,90,89,35,78,90,80,58,87,33,64,30,94,35,93,80,94,73,40,92,34,98,80,64,62,41,82,49,30,59,52,88,91,96,87,89,87,65,83,48,61,58,38,81,45,94,84
41,54,83,58,56,85,44,88,51,80,47,75,91,97,72,75,49,97,63,44,54,32,35,98,36,48,56,42,79,78,52,63,82,83,41,44,82,49,57,59,48,79,73,34,60,96,46,84,47,58,70,45,42,65,79,94,56,80,52,48,62,32,93,84,58,70,87,84,88,97,89,71,83,53,54,54,63,80,39,80,82,50,83,50,44,92,67,92,62,33
