DDD10000,LCP10000,RTS10000,CIP10000,IOP10000,PRCY_001
86.83,88.25,86.67,87.09,91.5,88.07
87.67,89.0,87.83,86.2,88.0,87.74
85.92,90.0,85.17,86.38,88.33,87.16
88.42,87.33,89.0,88.02,88.17,88.19
87.33,88.58,88.5,90.76,86.83,88.4
86.33,86.92,87.83,89.02,85.17,87.05
85.92,89.0,85.33,88.4,87.83,87.3
87.33,88.25,87.83,86.13,90.0,87.91
89.5,87.08,88.83,86.33,87.17,87.78
87.83,88.08,83.83,87.58,87.67,87.0
87.92,87.42,86.33,86.44,84.83,86.59
88.08,87.25,84.83,86.98,85.5,86.53
84.83,90.25,86.5,89.91,86.0,87.5
87.0,89.0,88.0,87.42,88.5,87.98
90.17,88.42,86.83,84.8,88.33,87.71
88.0,88.75,86.5,87.36,90.33,88.19
88.92,88.0,92.33,87.87,85.67,88.56
87.67,87.0,85.33,86.93,86.0,86.59
88.25,87.67,88.5,87.84,86.83,87.82
88.08,84.33,85.83,86.98,86.67,86.38
86.58,86.17,85.0,84.78,85.83,85.67
87.75,86.17,87.5,87.31,85.0,86.75
87.75,87.33,88.33,87.49,88.33,87.85
87.33,85.5,90.17,86.51,86.0,87.1
87.83,87.33,89.83,90.27,90.0,89.05
86.92,88.5,88.0,87.4,88.17,87.8
86.25,87.0,88.17,87.13,88.0,87.31
88.92,88.75,89.67,87.53,89.5,88.87
87.67,86.58,85.67,87.36,84.67,86.39
92.25,89.33,87.67,86.56,87.0,88.56
86.75,86.83,86.83,87.2,85.0,86.52
86.0,87.33,90.5,87.71,86.83,87.68
90.42,87.67,86.83,85.76,83.0,86.73
89.42,86.58,86.67,85.69,82.33,86.14
87.5,86.42,87.67,86.67,87.33,87.12
87.83,85.17,87.5,87.62,88.83,87.39
86.58,86.92,90.0,89.0,90.67,88.63
89.0,84.75,85.17,86.71,88.83,86.89
88.08,88.75,86.0,85.56,87.5,87.18
87.33,89.0,87.67,89.16,87.67,88.16
86.83,88.17,85.83,88.47,86.33,87.13
86.25,86.83,88.83,87.31,88.5,87.55
84.25,87.42,84.83,87.87,85.5,85.97
88.83,87.17,84.83,86.33,85.5,86.53
89.08,86.42,87.5,88.6,90.0,88.32
85.92,86.83,86.83,84.71,89.33,86.73
87.58,86.08,85.33,85.89,89.0,86.78
87.25,87.5,86.5,88.33,88.17,87.55
87.17,90.25,89.17,88.13,88.5,88.64
87.42,88.33,88.67,88.29,87.83,88.11
88.83,87.58,86.5,85.64,86.67,87.05
88.5,88.92,88.67,84.71,86.83,87.53
86.92,88.92,85.33,86.67,93.0,88.17
88.0,88.83,86.0,87.0,85.0,86.97
85.0,87.0,84.5,88.16,89.67,86.86
86.92,88.33,88.17,88.4,86.83,87.73
86.08,88.0,84.17,86.0,86.67,86.18
88.5,87.75,84.83,88.64,91.0,88.15
86.83,87.92,84.67,85.36,88.0,86.55
86.83,87.75,90.0,91.56,88.33,88.89
85.25,84.83,88.0,88.0,87.33,86.68
85.0,87.0,86.83,85.42,85.17,85.88
87.5,89.75,90.5,86.73,91.83,89.26
88.42,86.0,86.33,88.09,86.83,87.13
85.17,86.5,85.33,85.62,88.33,86.19
86.42,86.83,85.67,88.69,89.5,87.42
86.75,85.67,90.67,83.8,85.5,86.48
87.17,86.17,85.0,88.4,88.17,86.98
87.42,89.83,89.0,89.27,86.83,88.47
85.25,88.25,90.33,89.49,87.33,88.13
85.42,86.33,91.0,86.51,86.0,87.05
87.67,85.25,89.5,87.64,87.67,87.55
87.83,88.75,87.33,84.71,87.5,87.23
86.67,87.58,84.67,87.2,87.83,86.79
85.25,87.5,87.0,87.29,88.0,87.01
85.67,88.58,87.33,89.64,88.83,88.01
86.67,88.58,86.5,87.16,86.0,86.98
89.42,87.33,88.0,89.2,86.33,88.06
85.92,88.08,91.83,87.42,88.33,88.32
87.67,86.17,85.17,86.51,85.33,86.17
86.75,87.58,88.17,84.98,88.0,87.1
85.67,89.58,90.17,89.13,87.67,88.44
86.17,86.17,84.0,87.69,83.33,85.47
85.83,88.25,87.33,86.11,87.0,86.91
88.08,86.25,85.5,88.76,85.0,86.72
87.92,89.42,86.67,87.84,85.0,87.37
86.67,86.42,87.5,88.38,85.83,86.96
87.25,85.58,89.33,87.16,86.67,87.2
87.67,87.0,86.5,91.31,91.17,88.73
89.08,85.58,86.33,89.2,90.0,88.04
87.0,85.67,88.5,87.0,89.5,87.53
90.0,90.67,87.33,87.16,90.33,89.1
88.0,89.0,85.83,88.38,89.5,88.14
87.67,85.67,86.17,88.47,87.0,86.99
87.67,85.58,85.0,86.02,87.33,86.32
88.0,87.42,87.17,84.13,88.17,86.98
85.67,86.75,88.17,90.09,87.0,87.53
90.17,85.92,86.83,86.58,90.67,88.03
84.42,84.58,86.33,87.51,87.0,85.97
88.33,85.0,89.83,86.73,85.0,86.98
88.33,86.83,87.17,87.29,89.0,87.72
88.17,88.0,86.5,87.87,90.33,88.17
85.92,88.17,86.5,86.53,85.33,86.49
86.5,87.83,88.33,87.13,85.17,86.99
86.42,87.25,88.33,87.62,85.33,86.99
87.5,90.17,87.33,88.93,90.0,88.79
85.5,88.75,89.33,84.11,90.17,87.57
87.92,88.33,85.5,86.89,86.83,87.09
87.67,87.0,90.33,89.07,89.67,88.75
87.67,87.33,87.5,88.04,89.67,88.04
86.83,88.33,89.67,88.87,89.5,88.64
86.33,88.42,86.5,87.93,86.83,87.2
86.92,90.25,86.67,86.6,88.0,87.69
87.58,87.5,91.0,87.11,89.83,88.61
88.83,85.5,88.5,88.04,88.17,87.81
87.17,88.17,91.67,87.11,86.17,88.06
87.25,87.0,89.0,88.42,88.67,88.07
88.75,85.25,85.17,88.13,88.17,87.09
85.17,87.42,86.83,86.6,88.83,86.97
90.25,86.5,86.83,87.31,87.17,87.61
87.5,87.42,86.17,86.04,88.67,87.16
86.92,86.75,90.5,87.71,82.83,86.94
87.25,87.08,82.67,88.18,88.33,86.7
85.58,89.08,87.67,85.22,87.33,86.98
85.58,86.0,86.5,88.02,84.17,86.05
88.58,87.75,84.17,86.38,85.5,86.48
86.67,85.75,86.5,85.38,88.83,86.63
90.25,88.0,88.17,87.62,87.83,88.37
87.33,87.75,89.0,91.02,89.0,88.82
89.25,86.75,87.0,85.58,84.83,86.68
88.42,88.58,83.33,89.29,83.83,86.69
88.67,85.92,87.17,89.44,88.0,87.84
88.0,86.92,86.67,86.73,85.0,86.66
88.17,84.58,89.0,88.67,90.67,88.22
87.5,88.75,88.83,88.04,85.33,87.69
88.17,88.92,90.17,86.18,88.33,88.35
86.08,87.58,85.83,86.44,88.33,86.86
89.08,88.92,84.5,88.02,85.17,87.14
87.33,87.33,86.0,85.27,87.17,86.62
85.67,85.08,88.0,86.71,84.33,85.96
87.92,86.92,87.33,88.73,87.33,87.65
86.42,90.58,87.0,88.38,89.33,88.34
86.42,86.5,86.5,87.76,86.83,86.8
87.33,90.67,87.5,89.76,86.5,88.35
85.42,85.0,85.0,86.78,86.67,85.77
85.83,88.67,87.5,84.31,86.17,86.5
86.17,87.25,87.17,87.62,87.83,87.21
87.17,87.83,88.17,86.64,85.17,87.0
86.92,87.33,88.0,85.22,88.0,87.09
86.5,85.92,85.33,90.44,91.5,87.94
90.92,87.83,85.33,89.84,87.33,88.25
89.92,87.67,87.5,86.29,87.17,87.71
88.0,87.17,86.5,87.93,86.17,87.15
88.42,86.58,84.5,86.24,87.17,86.58
87.83,88.42,86.83,88.09,91.33,88.5
88.17,87.83,87.67,84.6,83.67,86.39
87.83,86.83,87.33,87.76,86.0,87.15
88.17,87.0,86.83,88.51,88.83,87.87
90.33,86.75,91.67,89.11,89.67,89.51
89.42,89.33,87.67,89.98,88.67,89.01
88.58,86.83,89.67,87.13,87.83,88.01
86.58,87.25,87.67,88.82,89.17,87.9
87.25,89.75,85.33,88.22,88.17,87.74
86.92,86.58,87.0,85.78,86.67,86.59
86.33,85.83,86.33,87.82,86.17,86.5
87.17,87.0,86.83,86.73,86.17,86.78
87.25,86.67,89.67,85.84,88.5,87.59
86.08,88.17,88.0,89.44,91.83,88.71
87.75,89.83,83.33,89.64,86.67,87.45
87.17,86.75,88.67,86.64,85.67,86.98
85.83,88.67,86.0,87.07,86.33,86.78
88.83,84.92,85.67,85.62,88.33,86.67
86.25,86.33,88.67,90.2,90.0,88.29
87.83,88.33,89.17,87.04,88.5,88.18
87.92,89.5,85.67,86.33,85.33,86.95
87.25,89.33,88.17,85.89,87.67,87.66
86.83,86.5,87.83,89.11,88.0,87.66
85.75,86.17,88.0,85.07,89.0,86.8
88.75,89.08,85.83,85.96,89.5,87.82
86.92,86.42,88.0,89.16,88.0,87.7
86.33,86.67,88.67,85.87,86.83,86.87
86.42,86.58,90.0,88.84,85.0,87.37
86.92,85.83,83.67,90.22,88.0,86.93
86.17,87.17,86.5,85.58,89.17,86.92
90.42,85.83,87.33,87.96,88.17,87.94
89.25,85.33,84.0,87.89,87.67,86.83
87.08,85.58,88.0,90.07,86.5,87.45
88.42,89.67,86.17,88.47,85.67,87.68
88.75,86.92,85.5,87.76,92.17,88.22
87.25,87.92,86.17,87.02,85.83,86.84
85.83,86.25,88.17,88.71,84.17,86.63
86.92,89.25,88.17,88.82,88.17,88.26
88.83,86.25,87.5,85.58,87.67,87.17
87.58,87.33,88.17,86.2,84.17,86.69
89.83,89.08,87.17,89.36,85.33,88.15
87.67,88.42,89.67,86.82,87.17,87.95
89.08,86.25,85.83,88.98,86.67,87.36
88.17,88.58,89.0,87.47,87.0,88.04
85.75,86.42,86.17,87.93,91.83,87.62
86.5,87.83,89.0,86.84,88.17,87.67
87.0,87.25,85.17,87.89,83.5,86.16
89.92,88.67,85.83,86.76,85.0,87.23
85.08,88.25,84.0,90.71,89.17,87.44
87.42,87.5,88.67,86.93,87.33,87.57
87.75,88.75,89.83,88.24,88.5,88.62
86.58,88.25,89.33,87.53,87.17,87.77
87.0,89.0,86.67,86.87,89.5,87.81
89.83,87.08,91.83,88.36,89.67,89.35
87.58,89.67,87.0,88.22,83.5,87.19
88.0,87.33,88.67,89.22,86.33,87.91
88.92,86.75,88.17,89.09,91.67,88.92
88.17,85.92,88.83,87.11,87.33,87.47
88.58,88.0,85.67,89.78,88.5,88.11
86.83,87.42,88.17,87.91,87.5,87.57
87.75,87.17,87.5,84.96,88.33,87.14
86.42,88.75,85.5,86.98,86.0,86.73
85.67,87.42,86.83,85.33,87.0,86.45
88.5,84.58,87.0,86.42,88.0,86.9
89.75,87.83,88.17,89.22,87.17,88.43
87.25,87.58,85.67,87.91,83.33,86.35
88.33,88.42,88.0,84.76,85.67,87.03
88.25,86.42,83.5,85.24,88.17,86.32
87.33,87.0,88.17,89.07,84.83,87.28
85.25,86.58,85.83,88.44,87.5,86.72
86.92,88.08,85.5,84.78,88.17,86.69
88.33,84.42,87.17,86.42,85.83,86.43
87.5,86.75,87.33,88.13,87.5,87.44
87.58,88.5,86.5,87.89,87.33,87.56
86.75,86.5,83.67,86.82,87.67,86.28
86.75,89.42,85.5,88.8,87.17,87.53
86.58,88.58,88.67,88.6,89.67,88.42
87.83,88.08,87.5,86.67,85.17,87.05
88.67,87.08,88.0,88.44,87.67,87.97
85.75,88.67,85.17,88.49,86.17,86.85
85.67,89.25,85.17,85.96,84.67,86.14
87.83,89.33,86.17,86.42,90.67,88.08
87.17,85.92,87.17,88.38,85.5,86.83
87.5,88.17,88.5,89.96,88.67,88.56
87.5,88.58,88.17,85.47,89.67,87.88
87.5,86.75,90.17,85.98,88.33,87.75
87.58,85.83,87.83,86.73,89.5,87.5
87.75,88.25,83.83,86.98,85.83,86.53
88.5,85.75,86.83,87.6,90.83,87.9
88.75,87.17,84.5,89.02,87.17,87.32
89.08,86.25,86.17,86.93,85.5,86.79
86.92,89.17,88.33,90.0,86.5,88.18
87.58,85.67,85.0,88.4,86.0,86.53
86.83,88.25,86.83,86.53,87.5,87.19
87.25,88.33,86.17,90.07,89.33,88.23
87.67,89.5,88.0,87.82,85.83,87.76
88.33,88.92,86.67,85.44,87.67,87.41
88.42,88.25,87.67,86.8,85.67,87.36
85.75,87.67,87.0,86.2,85.33,86.39
86.0,85.5,85.5,87.84,85.0,85.97
86.5,87.92,89.5,86.82,86.0,87.35
86.0,88.42,86.5,85.44,88.33,86.94
86.42,89.92,86.33,85.64,90.17,87.7
88.25,87.42,86.83,88.69,87.33,87.7
88.42,86.83,87.0,87.73,86.67,87.33
87.58,87.33,88.83,85.78,86.0,87.11
88.08,85.42,88.17,87.09,89.0,87.55
85.33,89.17,86.33,86.31,89.83,87.4
88.75,86.17,89.17,92.38,87.33,88.76
85.58,85.33,87.33,87.73,89.5,87.1
89.58,87.33,86.33,87.89,84.83,87.19
88.25,87.17,85.67,88.11,88.17,87.47
88.33,89.25,85.67,85.71,89.17,87.63
88.5,89.42,88.17,86.2,90.83,88.62
87.25,88.33,84.33,86.84,89.33,87.22
89.08,85.92,89.5,84.73,87.83,87.41
86.33,88.33,89.83,89.0,86.17,87.93
88.42,87.83,82.33,86.18,86.33,86.22
85.5,87.17,87.17,88.93,85.83,86.92
88.33,87.92,88.67,87.49,87.67,88.01
88.67,85.92,88.83,86.76,86.0,87.23
88.0,86.75,84.17,88.33,86.67,86.78
85.92,88.5,83.83,85.02,87.0,86.05
87.67,87.67,87.67,89.49,87.33,87.96
87.0,86.5,83.5,86.56,89.0,86.51
87.0,89.67,86.83,88.64,88.17,88.06
85.42,89.17,88.17,88.36,90.67,88.35
87.17,88.0,85.17,84.49,90.5,87.06
85.08,86.75,88.17,85.53,86.17,86.34
89.08,87.17,86.67,86.91,85.0,86.97
87.5,86.17,86.67,87.29,86.83,86.89
88.42,88.5,84.67,87.13,92.5,88.24
87.33,87.5,84.83,87.31,86.67,86.73
87.67,85.33,85.0,86.0,89.5,86.7
85.67,86.67,84.83,88.78,87.67,86.72
86.17,86.25,87.17,88.93,90.17,87.74
86.92,86.83,88.0,84.71,84.5,86.19
87.25,85.58,87.0,88.58,88.5,87.38
87.42,86.42,83.67,88.84,83.33,85.94
88.0,88.5,89.5,87.58,88.33,88.38
87.5,88.92,86.0,87.4,88.17,87.6
88.75,86.67,85.67,90.24,87.5,87.77
87.58,87.33,88.17,88.64,86.83,87.71
86.42,90.67,87.17,88.16,88.67,88.21
87.17,87.58,86.5,88.27,89.17,87.74
88.17,84.42,86.17,86.64,87.67,86.61
86.92,86.92,85.33,85.71,87.83,86.54
87.92,88.17,88.33,88.42,90.33,88.63
85.5,87.25,86.33,88.64,87.17,86.98
87.58,87.25,88.33,87.42,88.83,87.88
89.33,86.67,90.67,84.87,83.83,87.07
88.42,86.25,86.5,85.13,89.33,87.13
88.0,86.33,89.17,85.93,91.33,88.15
89.5,84.92,87.17,87.76,84.83,86.83
88.42,85.33,84.67,89.76,85.5,86.73
86.5,86.0,86.0,88.78,86.33,86.72
86.25,87.83,83.0,87.71,87.5,86.46
85.67,88.67,87.17,86.96,84.83,86.66
86.83,86.33,86.33,89.89,88.0,87.48
88.92,86.25,87.5,88.4,87.5,87.71
87.42,87.5,83.5,87.64,84.5,86.11
87.83,85.33,87.17,86.82,86.67,86.76
87.17,85.33,83.5,87.29,88.83,86.42
87.17,89.33,88.5,88.22,85.83,87.81
88.33,87.75,89.5,85.04,89.83,88.09
86.5,86.25,86.17,86.2,87.0,86.42
89.83,85.58,86.5,86.0,89.67,87.52
89.42,86.67,89.0,87.24,87.33,87.93
86.5,87.83,90.0,88.36,84.83,87.5
87.25,88.58,87.5,87.2,86.0,87.31
86.92,89.08,86.5,87.33,89.0,87.77
87.67,88.75,84.83,88.58,91.33,88.23
85.83,86.83,91.33,85.76,86.67,87.28
87.67,90.17,91.33,86.96,86.83,88.59
86.42,86.08,87.33,86.98,89.33,87.23
88.75,88.67,86.0,87.16,88.33,87.78
86.0,86.33,88.5,86.13,87.17,86.83
89.67,90.25,87.83,86.16,85.83,87.95
86.75,90.67,84.83,87.87,88.0,87.62
86.75,89.42,88.5,85.22,90.0,87.98
86.42,85.0,89.83,87.64,86.83,87.15
86.75,87.33,87.83,87.8,88.67,87.68
88.83,88.58,87.5,90.33,89.0,88.85
87.5,86.83,89.83,87.31,92.17,88.73
87.42,89.5,89.83,87.29,84.0,87.61
85.75,87.83,84.17,84.8,89.17,86.34
89.83,87.33,91.17,89.07,88.0,89.08
86.08,87.67,88.5,88.33,89.83,88.08
86.33,86.42,88.83,86.11,86.0,86.74
87.33,86.67,88.83,88.51,87.67,87.8
88.25,88.58,86.5,86.4,87.0,87.35
90.33,87.33,89.67,89.27,86.33,88.59
87.08,87.25,87.67,85.91,86.67,86.92
88.33,87.67,87.67,86.18,89.17,87.8
88.33,86.67,84.17,84.98,88.5,86.53
87.67,88.42,87.0,83.96,86.83,86.77
88.83,87.67,86.83,88.18,85.83,87.47
88.25,84.75,88.0,87.64,86.5,87.03
87.25,87.92,85.67,91.07,87.67,87.91
86.75,87.17,88.83,87.33,90.67,88.15
87.58,88.75,88.67,87.4,90.0,88.48
86.08,85.92,86.67,87.38,87.67,86.74
88.17,88.17,88.17,89.27,88.83,88.52
88.42,88.83,86.0,90.78,89.67,88.74
87.0,86.58,86.83,88.53,87.5,87.29
87.75,88.33,88.5,87.27,88.5,88.07
88.08,86.42,87.17,86.42,87.33,87.08
89.25,87.0,88.83,86.91,87.33,87.87
89.08,88.5,88.0,89.27,86.83,88.34
86.25,87.17,87.17,89.87,87.5,87.59
87.33,88.33,89.83,86.8,87.33,87.93
88.17,86.67,88.83,87.4,86.17,87.45
88.17,88.08,92.67,87.98,86.33,88.65
86.25,87.5,86.83,89.51,89.67,87.95
86.83,86.08,86.67,85.96,86.5,86.41
86.67,89.0,88.67,88.69,90.0,88.6
89.33,87.83,86.83,86.31,83.67,86.8
88.0,87.0,87.33,86.78,84.5,86.72
87.67,89.42,85.83,89.6,88.5,88.2
86.92,87.17,90.33,85.84,88.83,87.82
88.42,89.83,86.83,90.84,86.0,88.39
87.0,89.67,88.0,85.93,86.17,87.35
89.67,87.5,86.17,85.62,87.17,87.22
86.0,88.08,86.17,84.82,86.5,86.31
87.42,86.5,87.83,88.91,88.17,87.77
87.33,89.75,86.67,85.56,90.17,87.89
87.67,85.17,88.17,86.84,86.5,86.87
87.75,87.67,87.0,86.89,90.67,87.99
87.25,88.58,85.5,88.27,87.67,87.45
85.58,85.08,88.5,87.78,87.17,86.82
88.08,87.08,88.5,88.07,87.67,87.88
88.33,89.25,87.67,87.53,88.0,88.16
88.92,87.5,85.17,88.93,86.33,87.37
86.33,89.0,90.17,85.91,87.83,87.85
89.0,89.83,87.17,87.64,85.0,87.73
86.92,89.58,88.33,87.51,90.5,88.57
87.0,88.17,88.17,89.31,89.17,88.36
87.58,88.75,89.33,87.91,89.0,88.52
88.42,88.25,88.5,86.8,88.83,88.16
87.0,85.67,89.17,86.36,87.0,87.04
85.58,86.83,86.33,88.64,86.83,86.85
86.33,86.5,88.83,88.51,86.33,87.3
88.0,85.58,88.17,85.89,90.5,87.63
86.17,89.67,88.67,90.33,86.67,88.3
87.08,86.92,86.67,87.47,89.17,87.46
89.5,86.75,89.83,87.09,89.0,88.43
90.83,88.42,87.5,89.27,86.17,88.44
89.5,87.17,90.5,86.78,88.33,88.46
88.5,89.5,88.17,89.58,88.67,88.88
86.25,85.75,86.5,89.18,83.83,86.3
88.5,88.17,87.17,87.2,86.17,87.44
85.75,89.33,85.67,88.78,86.5,87.21
88.42,86.0,90.0,89.38,86.0,87.96
86.0,88.42,89.67,85.27,87.67,87.4
85.83,88.25,84.83,86.91,86.5,86.47
86.67,88.67,89.83,85.96,91.17,88.46
87.75,87.08,92.17,87.58,88.67,88.65
85.58,88.0,85.67,88.73,88.33,87.26
88.75,87.25,86.67,87.2,85.67,87.11
89.83,86.83,89.0,85.56,86.17,87.48
88.92,87.33,85.5,89.67,89.17,88.12
88.33,90.0,87.33,86.31,87.0,87.8
87.17,85.42,87.83,87.18,85.83,86.69
91.08,88.67,87.33,88.4,85.0,88.1
88.25,87.58,83.83,83.62,89.83,86.62
89.17,88.0,87.33,88.44,85.33,87.66
86.67,87.33,86.33,86.42,83.0,85.95
88.42,88.17,87.83,87.73,90.67,88.56
87.25,89.5,83.5,85.93,87.5,86.74
89.17,87.5,86.33,85.27,87.5,87.15
86.67,90.0,84.67,85.42,90.33,87.42
86.83,86.5,86.17,86.53,85.5,86.31
86.25,89.25,89.17,87.64,88.17,88.1
88.17,88.5,88.17,87.56,86.33,87.74
86.92,90.42,87.5,87.64,89.67,88.43
87.83,87.75,84.5,86.58,86.0,86.53
87.08,87.0,84.83,86.4,85.33,86.13
88.33,87.17,89.67,86.87,86.17,87.64
88.75,87.0,87.0,87.07,85.33,87.03
87.17,86.17,90.83,85.18,87.67,87.4
85.75,87.08,89.33,87.84,86.33,87.27
87.58,87.17,90.67,87.53,89.5,88.49
87.83,87.25,86.83,88.31,87.33,87.51
86.67,87.58,86.83,86.8,88.0,87.18
86.58,88.58,85.17,88.07,87.83,87.25
87.83,86.92,86.17,86.18,91.5,87.72
85.67,88.42,85.0,86.47,85.33,86.18
86.0,87.42,89.33,87.67,91.5,88.38
89.5,87.83,86.67,86.89,89.33,88.04
86.92,88.58,87.67,87.18,87.33,87.54
88.25,84.92,85.67,88.22,86.67,86.74
85.92,87.83,85.33,86.07,88.33,86.7
85.17,87.75,89.0,86.98,90.67,87.91
85.5,89.67,87.67,86.13,83.67,86.53
86.67,89.42,88.5,88.64,87.33,88.11
88.58,88.08,87.67,88.47,88.33,88.23
86.5,88.92,86.0,85.27,86.83,86.7
87.92,87.5,89.0,88.16,86.67,87.85
87.17,86.92,83.67,88.53,89.17,87.09
88.08,86.42,86.17,87.24,89.33,87.45
87.75,89.08,83.5,86.67,87.0,86.8
87.83,86.5,89.0,88.82,81.83,86.8
88.0,86.42,88.83,87.96,83.83,87.01
88.42,87.5,87.83,89.71,85.5,87.79
88.0,86.42,85.83,86.51,85.5,86.45
86.67,88.0,87.33,89.31,88.67,88.0
87.0,86.75,88.5,87.67,87.67,87.52
87.0,88.33,85.83,87.11,85.83,86.82
88.0,89.67,90.83,89.73,85.17,88.68
87.92,86.33,86.0,90.18,87.67,87.62
91.0,86.0,86.33,90.53,88.67,88.51
89.83,87.83,84.5,88.73,88.17,87.81
86.5,89.0,86.5,89.6,87.33,87.79
88.0,86.67,89.33,85.78,84.0,86.76
84.83,90.58,90.33,89.6,90.0,89.07
87.0,86.25,87.17,87.02,89.17,87.32
88.75,87.42,90.17,86.76,89.0,88.42
88.67,88.33,89.67,87.76,86.5,88.18
85.83,89.25,86.17,89.24,87.67,87.63
88.83,87.92,90.67,85.73,88.33,88.3
85.83,86.25,85.83,86.8,86.67,86.28
86.5,86.33,85.17,90.42,85.17,86.72
87.08,87.67,88.83,86.8,87.5,87.58
85.0,89.17,89.17,87.93,88.17,87.89
85.92,85.58,86.67,86.36,90.33,86.97
86.42,88.83,89.0,88.73,88.83,88.36
85.42,87.92,86.83,85.98,88.83,87.0
87.17,88.67,87.83,88.6,87.17,87.89
86.67,88.0,88.83,87.38,87.67,87.71
85.83,87.42,85.33,86.98,89.0,86.91
86.58,87.42,85.17,89.62,87.67,87.29
89.17,87.25,90.17,85.91,87.0,87.9
89.58,89.08,85.17,88.36,87.83,88.0
87.42,89.42,88.67,86.18,87.17,87.77
87.08,86.67,88.5,85.67,86.83,86.95
88.83,87.5,86.83,88.04,87.0,87.64
87.42,87.67,84.67,86.76,87.5,86.8
87.67,88.92,84.5,86.93,86.83,86.97
88.33,89.33,89.33,86.73,88.33,88.41
87.92,87.92,86.33,88.93,87.33,87.69
85.17,87.42,82.67,86.76,88.33,86.07
86.0,85.5,85.83,86.11,89.83,86.66
89.67,90.0,85.33,88.18,91.0,88.84
88.0,88.08,84.17,87.18,85.0,86.49
88.75,86.75,85.67,88.36,85.83,87.07
91.75,86.0,84.33,86.51,86.0,86.92
88.25,86.5,85.0,88.27,86.83,86.97
89.5,86.17,89.83,88.53,84.33,87.67
86.33,89.08,88.33,86.29,86.33,87.27
88.92,89.33,84.83,89.96,89.33,88.47
87.08,86.25,84.33,89.91,86.5,86.82
87.83,88.67,86.17,87.47,87.0,87.43
90.42,84.25,84.33,85.84,89.17,86.8
85.42,85.25,88.17,85.87,91.33,87.21
85.58,86.67,85.5,86.84,88.17,86.55
87.42,88.42,88.33,89.89,88.67,88.54
89.17,88.25,87.17,87.64,85.83,87.61
84.67,87.25,88.33,87.04,86.5,86.76
87.33,88.17,89.83,86.29,89.83,88.29
89.17,87.58,89.5,87.78,88.33,88.47
88.08,84.83,88.5,88.53,86.83,87.36
87.5,87.25,82.5,88.33,86.67,86.45
88.17,86.67,86.67,87.76,85.83,87.02
86.92,87.42,86.17,88.04,86.33,86.98
86.42,84.83,84.5,88.09,89.0,86.57
88.92,86.17,86.5,92.67,91.0,89.05
84.83,87.92,87.5,86.31,90.67,87.45
86.58,86.17,91.17,88.33,87.17,87.88
86.5,86.5,87.0,87.36,88.17,87.1
87.0,87.0,87.0,88.04,89.83,87.78
88.5,86.83,86.5,89.42,87.33,87.72
87.83,87.42,86.0,86.22,88.33,87.16
86.5,89.25,85.5,88.31,86.5,87.21
86.75,86.58,84.83,87.98,88.83,87.0
87.5,87.92,88.0,89.29,89.0,88.34
89.17,86.58,90.0,85.96,87.67,87.87
88.25,88.0,87.17,89.04,88.83,88.26
88.25,89.42,85.67,86.73,87.0,87.41
89.25,88.25,85.67,87.96,83.83,86.99
89.58,87.67,88.17,85.49,88.17,87.81
85.67,87.75,88.33,88.11,85.17,87.01
85.83,89.25,89.17,86.24,85.33,87.17
87.67,87.42,87.33,87.07,90.17,87.93
89.25,88.33,85.17,89.76,89.17,88.33
87.83,88.92,87.33,87.82,89.17,88.21
86.5,88.67,88.5,87.89,86.5,87.61
85.5,87.33,88.0,89.22,86.5,87.31
91.25,86.0,88.0,87.76,89.5,88.5
86.17,87.33,85.17,87.18,89.83,87.14
87.0,88.17,83.67,86.58,87.83,86.65
85.75,87.33,84.67,85.33,89.67,86.55
85.08,88.83,87.0,87.8,86.67,87.08
88.0,87.33,90.5,88.93,85.5,88.05
87.25,88.08,86.83,85.6,91.0,87.75
85.33,86.5,87.33,88.51,86.33,86.8
88.67,88.75,89.0,86.42,86.0,87.77
89.58,88.67,85.0,89.24,88.0,88.1
86.25,89.0,87.33,85.51,87.17,87.05
86.92,86.5,86.83,89.2,89.33,87.76
90.08,88.17,88.33,87.29,84.83,87.74
88.42,88.0,90.33,89.56,88.33,88.93
88.83,86.92,87.5,87.84,88.5,87.92
85.92,86.25,84.83,89.53,88.5,87.01
89.5,86.83,90.5,85.56,90.17,88.51
88.67,89.83,85.33,87.73,88.5,88.01
88.5,85.67,88.5,85.33,87.5,87.1
87.5,88.83,87.33,89.07,85.67,87.68
87.92,87.67,89.17,87.38,90.0,88.43
86.67,87.5,86.5,86.67,88.0,87.07
87.17,84.5,88.5,85.73,87.67,86.71
87.58,88.5,87.17,84.02,87.0,86.85
89.0,86.17,89.5,88.31,87.5,88.1
88.17,86.0,89.5,87.51,84.33,87.1
85.08,88.5,88.83,85.69,87.67,87.15
86.92,87.83,88.0,88.76,89.67,88.23
89.25,85.83,85.17,84.56,90.5,87.06
87.17,87.42,84.83,86.96,87.83,86.84
87.17,86.67,90.67,90.38,84.0,87.78
86.75,87.33,91.0,85.64,86.33,87.41
87.75,86.33,88.83,87.16,89.17,87.85
87.92,88.17,87.5,87.22,87.33,87.63
86.67,88.08,90.17,86.62,87.33,87.77
86.33,86.58,90.5,87.58,85.67,87.33
90.33,87.75,87.5,88.11,84.67,87.67
88.0,87.75,87.83,87.78,86.67,87.61
88.25,88.0,87.0,85.82,89.33,87.68
86.58,87.5,85.83,86.51,90.83,87.45
