RST10000,RCD10000,RSL10000,RSU10000,ROR10000,RDA10000,RTR10000,RPR10000,RMR10000,RCM10000,RSRC_001
61.58,59.84,56.89,50.11,54.79,56.37,59.95,63.32,62.47,60.53,58.58
61.42,53.53,56.74,58.95,57.32,58.37,66.95,65.16,63.58,60.63,60.26
59.58,65.11,64.26,60.53,53.74,52.32,56.58,60.11,57.37,62.16,59.17
63.0,52.32,60.95,58.21,61.26,61.74,59.26,66.21,56.84,60.16,59.99
61.68,62.63,61.42,56.95,58.42,53.42,54.79,55.21,65.95,61.37,59.18
59.53,52.37,61.42,56.58,50.95,64.79,53.16,61.53,61.21,60.37,58.19
61.74,55.95,60.37,60.42,52.53,64.74,59.37,59.11,69.0,58.68,60.19
56.68,65.79,63.11,56.53,68.16,55.0,59.0,58.21,60.58,65.32,60.84
53.53,55.58,62.63,61.58,55.16,58.47,52.84,56.63,54.05,65.37,57.58
56.63,70.05,52.32,56.11,57.84,61.89,57.16,61.53,54.26,52.84,58.06
59.21,58.42,60.05,65.68,58.84,56.58,64.89,54.89,59.26,59.11,59.69
56.58,57.74,64.47,59.74,56.79,62.26,65.05,56.95,55.95,61.74,59.73
53.74,58.21,59.68,60.21,58.0,59.53,60.05,59.74,57.63,62.21,58.9
57.58,61.37,57.0,57.21,65.53,64.42,64.89,61.68,60.47,59.11,60.93
57.47,57.89,57.58,62.79,65.58,59.26,64.42,60.53,59.37,68.74,61.36
60.89,58.16,58.47,55.32,55.58,54.42,61.05,67.68,63.16,62.05,59.68
54.11,61.53,64.47,53.05,58.84,59.37,62.84,58.53,62.21,59.47,59.44
65.05,58.16,54.74,64.26,55.89,57.79,67.79,57.21,50.84,53.05,58.48
55.68,61.79,59.53,65.89,53.32,61.63,55.11,60.11,61.32,56.42,59.08
57.11,60.74,59.79,56.89,60.26,59.42,57.26,56.84,60.68,59.47,58.85
58.89,59.21,57.37,61.79,62.79,66.68,62.0,59.05,55.84,56.63,60.03
61.11,53.21,61.74,55.47,55.53,56.26,65.21,51.42,56.63,61.58,57.82
67.63,64.05,53.53,62.16,65.32,58.26,57.0,71.26,63.21,59.42,62.18
66.58,67.16,69.89,57.84,63.37,54.79,60.47,63.58,60.95,64.68,62.93
57.05,62.26,70.11,59.89,60.0,60.21,53.79,58.63,60.05,64.05,60.61
60.63,63.0,63.53,56.32,55.79,58.58,60.89,56.47,60.0,63.74,59.89
61.11,63.42,66.74,57.68,59.68,57.42,55.53,56.63,61.89,65.68,60.58
57.74,63.05,59.89,66.53,64.89,56.11,60.21,58.89,63.0,57.74,60.81
68.16,54.21,59.95,65.05,60.89,58.21,61.47,62.0,59.95,61.05,61.09
66.68,56.53,63.26,61.68,64.26,56.37,60.16,64.16,59.42,59.21,61.17
58.11,59.21,57.05,57.37,51.26,57.89,57.68,59.47,62.42,59.79,58.03
59.16,61.21,66.47,57.32,64.11,56.37,63.16,53.16,57.47,51.42,58.98
61.0,60.68,57.68,67.53,56.84,57.68,59.63,61.05,63.68,64.74,61.05
58.47,63.58,64.16,57.26,63.47,63.84,58.16,60.37,68.37,57.37,61.51
62.37,61.47,66.16,62.26,61.05,70.16,66.0,62.58,62.11,59.58,63.37
67.74,62.32,59.79,65.63,62.0,57.63,49.26,62.84,57.32,61.89,60.64
61.58,60.05,62.84,58.53,60.16,63.0,62.68,55.42,60.32,61.42,60.6
64.16,55.0,60.89,63.58,56.74,61.74,54.47,56.53,67.37,62.16,60.26
59.84,64.68,59.05,58.11,63.74,57.05,60.89,50.95,57.21,55.26,58.68
65.32,63.0,60.05,56.74,58.47,68.05,67.16,59.32,53.37,66.26,61.77
57.74,67.58,64.26,58.74,60.11,62.47,62.95,57.79,54.95,59.79,60.64
47.21,57.0,62.89,61.16,56.74,57.89,51.95,56.0,62.0,59.11,57.19
63.68,55.42,57.16,63.53,56.58,60.32,63.53,63.74,62.0,65.84,61.18
60.63,58.58,65.58,63.95,63.74,60.89,57.84,62.32,54.53,62.37,61.04
61.42,65.79,61.58,56.95,57.0,57.95,61.21,55.95,58.05,65.68,60.16
57.16,57.63,63.42,58.32,67.79,59.26,61.37,56.47,57.84,60.84,60.01
56.21,59.26,56.63,57.74,56.37,53.68,59.58,61.37,57.89,53.89,57.26
58.74,57.42,63.53,60.47,68.74,52.37,67.37,63.53,61.68,60.58,61.44
64.84,66.95,60.63,56.42,64.47,60.53,65.26,66.84,60.63,62.74,62.93
54.63,63.84,67.37,64.11,63.63,61.68,67.0,60.26,64.16,58.16,62.48
66.11,61.16,62.11,56.58,63.58,65.79,58.47,60.16,65.32,62.68,62.19
61.63,52.58,62.42,63.53,57.0,60.84,56.53,60.47,57.84,60.63,59.35
62.58,53.68,55.74,64.42,61.68,59.42,59.95,67.37,55.47,57.42,59.77
65.84,59.74,73.37,55.53,67.0,59.47,57.42,62.95,58.84,68.42,62.86
59.53,55.53,58.42,65.42,63.74,54.89,61.37,57.26,62.84,63.74,60.27
55.84,57.89,60.89,66.05,55.47,64.32,59.79,65.84,63.79,56.58,60.65
55.95,59.63,60.37,56.68,55.89,51.84,59.47,63.16,57.89,54.26,57.52
56.79,55.0,61.37,62.74,55.37,60.68,58.32,59.0,61.37,61.26,59.19
65.79,61.89,61.26,61.53,56.42,64.37,59.42,54.95,70.16,59.58,61.54
62.37,56.58,54.89,53.95,61.16,61.37,63.79,61.05,61.53,53.95,59.06
64.42,59.26,58.89,61.47,60.0,54.26,59.95,65.0,63.0,55.37,60.16
61.32,62.47,54.58,57.37,57.53,62.84,64.11,60.68,55.16,59.21,59.53
59.42,66.26,61.95,64.32,59.84,57.26,62.47,63.37,59.11,61.21,61.52
62.32,60.68,56.21,53.05,55.95,59.32,58.21,64.47,59.21,63.84,59.33
56.21,60.16,57.05,55.37,61.47,58.32,54.89,57.21,58.47,63.26,58.24
69.05,54.21,53.11,59.58,51.74,57.79,55.42,60.68,58.95,61.0,58.15
54.74,59.05,57.89,62.53,54.47,56.26,66.84,62.74,56.37,64.58,59.55
55.16,55.53,66.63,59.16,55.05,54.95,55.47,65.05,58.79,61.53,58.73
58.05,58.79,57.47,61.32,68.21,57.21,58.42,58.21,55.21,62.47,59.54
66.84,60.89,57.63,65.63,52.84,60.21,64.21,57.74,61.95,57.21,60.52
58.05,66.16,54.21,54.89,61.89,55.37,65.16,56.42,60.58,61.79,59.45
55.21,61.63,56.0,64.0,57.74,62.95,52.26,64.05,68.11,68.32,61.03
59.63,57.47,57.74,54.68,61.68,63.16,60.84,59.11,59.47,58.74,59.25
58.58,55.74,57.63,59.63,54.89,60.42,64.21,56.37,58.63,56.95,58.31
55.79,58.32,53.74,57.26,62.26,59.89,58.37,59.89,61.84,60.53,58.79
55.0,49.47,61.11,60.32,54.95,63.84,55.0,59.74,67.95,62.68,59.01
57.37,52.42,58.74,61.63,64.26,61.63,58.37,58.95,64.32,65.95,60.36
67.26,52.21,58.37,68.53,65.53,58.89,61.68,55.63,59.42,62.84,61.04
62.11,62.95,62.21,61.79,62.68,54.47,58.84,57.16,49.11,62.0,59.33
61.37,57.79,62.16,63.53,64.84,59.21,60.42,59.58,62.0,57.05,60.79
56.79,58.79,65.32,59.05,60.16,61.84,58.95,55.74,60.89,65.32,60.28
64.26,54.21,61.37,54.74,53.68,57.16,55.05,67.05,57.63,64.58,58.97
62.42,53.32,53.32,62.32,52.79,56.37,60.47,58.11,62.74,62.11,58.39
63.05,59.74,53.95,60.84,58.79,68.0,61.42,66.11,60.0,53.89,60.58
59.0,49.47,67.47,58.0,57.79,51.05,56.05,57.79,57.05,55.11,56.88
63.95,68.47,56.16,59.0,52.53,61.21,54.11,59.21,53.11,50.16,57.79
60.0,57.32,63.79,54.37,59.84,56.47,58.47,58.05,59.58,57.79,58.57
63.11,61.58,61.53,58.58,54.11,54.95,59.26,59.05,54.21,61.47,58.78
57.21,57.16,67.05,64.47,58.79,53.63,62.11,58.74,52.53,61.05,59.27
55.63,62.47,59.16,56.53,57.95,70.68,53.95,56.84,61.68,54.58,58.95
61.16,56.74,61.58,60.26,64.37,65.26,48.63,59.42,58.37,65.68,60.15
53.95,62.74,62.95,56.84,60.79,61.11,56.74,65.42,64.0,57.32,60.18
55.05,54.26,66.26,56.32,63.16,60.0,61.68,57.11,69.79,56.0,59.96
58.21,55.63,63.74,62.05,64.89,61.32,62.89,58.32,57.16,65.21,60.94
59.42,60.21,61.16,62.16,56.0,51.68,58.79,59.42,58.42,52.47,57.97
57.21,57.11,54.05,59.79,61.21,60.05,63.53,59.37,63.47,58.11,59.39
67.84,60.05,53.42,60.89,59.16,62.89,68.89,64.37,60.32,64.37,62.22
53.05,54.21,62.74,59.47,57.32,62.21,57.11,56.21,57.05,57.79,57.72
63.95,51.95,57.26,51.74,55.53,56.58,60.47,62.53,63.21,55.11,57.83
56.05,58.68,58.0,61.42,52.68,65.47,50.37,53.95,64.89,63.84,58.54
66.58,58.68,65.0,60.11,63.47,66.74,64.32,63.47,56.74,62.21,62.73
52.05,56.42,59.37,62.11,54.47,56.0,60.68,66.84,66.26,57.42,59.16
53.37,57.47,68.16,60.68,62.11,51.26,66.05,51.68,62.0,60.58,59.34
62.0,66.63,53.42,61.37,60.84,62.58,56.32,59.47,62.47,56.58,60.17
58.53,56.42,62.37,60.58,55.79,57.79,62.37,58.63,62.53,59.21,59.42
60.95,64.05,57.11,63.47,72.74,61.47,59.16,54.58,54.53,50.16,59.82
60.53,62.89,59.0,58.63,59.74,64.26,53.79,57.53,60.63,60.63,59.76
55.89,63.37,60.11,57.63,61.68,56.26,52.79,57.11,61.11,54.53,58.05
63.16,62.42,58.37,58.11,55.84,66.89,60.11,53.74,61.11,56.79,59.65
52.58,60.53,63.42,66.42,64.84,61.16,59.74,65.42,55.63,55.11,60.48
51.26,59.21,67.42,64.16,57.26,61.21,64.58,53.53,58.42,60.63,59.77
64.11,64.89,57.74,57.89,56.0,63.05,48.05,59.74,61.42,58.74,59.16
56.53,57.0,60.21,62.21,57.79,47.84,53.89,60.89,59.84,57.0,57.32
57.42,60.37,57.37,56.58,61.89,54.11,62.53,52.84,62.16,59.79,58.51
61.53,56.0,62.42,58.68,62.42,59.42,58.84,60.63,63.89,57.68,60.15
61.79,52.58,66.21,63.68,61.58,68.74,59.16,62.26,60.26,61.47,61.77
68.26,63.26,55.47,59.11,61.05,54.32,54.58,61.58,60.21,53.95,59.18
52.26,57.32,67.0,60.89,72.16,60.84,64.74,61.95,55.11,56.63,60.89
58.79,56.26,61.47,65.0,55.26,63.05,60.42,55.89,57.84,61.58,59.56
65.11,62.21,64.11,57.79,58.68,62.95,56.0,64.21,56.26,60.05,60.74
55.16,63.42,63.32,59.89,57.84,56.58,59.68,53.79,62.79,62.21,59.47
62.26,56.32,58.89,59.05,53.63,59.21,61.26,60.58,64.47,62.42,59.81
56.37,59.89,57.63,54.68,60.37,61.05,65.42,61.05,59.26,63.89,59.96
56.89,60.21,58.0,60.63,59.74,62.05,64.42,63.37,54.95,58.53,59.88
57.47,63.32,62.53,55.32,57.16,54.63,57.16,62.58,62.68,59.84,59.27
61.21,53.74,56.58,58.21,58.42,65.05,60.47,59.89,54.32,61.16,58.91
60.05,56.05,56.42,59.89,58.68,56.79,63.53,53.53,69.53,62.95,59.74
59.95,63.05,55.74,63.37,69.42,56.11,54.74,59.89,62.16,62.53,60.69
57.05,60.42,62.68,55.32,55.74,56.32,59.47,60.21,61.63,57.21,58.61
63.05,59.74,57.26,57.21,60.21,61.74,58.16,59.47,57.84,55.32,59.0
64.05,59.16,64.47,58.68,56.84,57.47,68.26,62.37,54.21,57.74,60.33
60.05,58.42,59.37,62.74,65.84,54.16,63.95,60.95,50.11,52.95,58.85
64.26,63.74,60.63,53.95,56.58,61.84,61.11,55.79,57.63,59.16,59.47
57.0,60.58,60.79,63.79,62.05,51.95,59.47,60.37,66.05,61.47,60.35
59.84,58.16,57.89,62.16,59.11,57.53,69.26,58.79,53.58,59.21,59.55
63.37,58.16,53.47,52.21,56.11,56.68,59.21,54.32,60.79,58.79,57.31
60.74,57.32,57.11,71.47,58.26,56.79,68.21,58.74,56.53,55.84,60.1
58.05,59.32,60.53,56.79,62.16,56.0,62.37,56.95,59.05,59.32,59.05
61.79,60.74,59.42,58.53,56.95,59.89,58.37,67.74,61.95,56.21,60.16
65.74,56.95,61.53,55.37,58.42,57.95,59.74,57.26,61.95,61.21,59.61
56.16,62.42,66.16,61.32,63.0,64.47,57.95,53.37,63.84,58.74,60.74
56.37,61.05,59.79,57.47,51.68,59.84,61.37,60.68,57.68,56.58,58.25
55.47,66.42,62.32,63.95,60.58,58.95,67.26,62.58,62.21,58.74,61.85
57.63,59.26,61.68,60.16,66.89,56.0,64.84,61.84,61.37,57.58,60.73
59.53,59.05,63.11,60.53,49.26,59.63,63.0,60.58,60.26,59.16,59.41
56.68,57.53,59.16,55.68,61.47,60.21,52.37,54.37,61.79,64.37,58.36
57.74,61.84,64.32,56.26,59.16,51.68,53.74,60.58,65.47,55.21,58.6
64.16,57.89,55.58,57.95,59.63,56.42,54.84,56.79,62.26,53.74,57.93
57.84,64.89,66.63,61.37,55.79,55.89,59.89,59.84,53.74,60.37,59.63
60.63,62.37,59.68,59.63,60.58,55.47,63.42,64.68,60.11,61.68,60.83
66.21,66.89,53.89,54.63,61.16,61.63,52.11,53.37,61.26,52.32,58.35
62.16,63.95,60.47,63.58,59.26,61.47,59.47,60.68,60.37,62.95,61.44
62.42,69.37,59.47,55.89,59.53,58.95,58.37,54.37,60.47,57.0,59.58
59.47,60.58,65.21,62.11,60.58,57.95,61.05,63.16,57.63,54.68,60.24
59.42,69.26,52.47,58.05,54.11,55.68,58.79,61.89,56.68,63.47,58.98
60.16,61.05,63.47,54.47,56.47,61.58,53.21,61.21,62.68,60.84,59.52
72.37,56.63,59.0,59.26,54.37,63.11,58.0,62.58,61.68,60.42,60.74
53.11,56.26,62.0,62.21,66.58,62.05,67.32,58.84,61.68,59.95,61.0
60.11,65.63,56.79,63.05,55.79,53.79,63.26,53.11,61.0,57.58,59.01
58.16,68.21,60.21,61.0,63.74,59.0,60.74,66.63,67.53,63.89,62.91
56.11,58.79,58.63,56.84,55.21,56.63,57.0,63.11,63.16,62.89,58.84
64.68,58.47,60.42,57.11,54.16,55.0,54.26,62.63,61.53,60.79,58.91
56.89,59.26,62.37,63.47,66.05,51.74,64.11,53.89,60.16,61.05,59.9
62.79,55.89,60.95,59.11,58.79,62.58,61.58,58.58,60.53,61.16,60.19
48.89,55.74,56.63,60.84,59.79,57.79,57.16,63.11,57.21,56.37,57.35
58.84,62.89,56.63,56.37,60.21,61.47,64.74,56.21,56.42,57.0,59.08
57.21,49.0,56.79,68.37,55.68,58.95,53.68,64.11,58.05,61.63,58.35
60.79,62.53,60.11,53.68,55.79,62.21,63.21,58.89,62.74,63.89,60.38
62.0,59.42,46.05,59.58,59.89,57.89,62.0,58.95,62.37,56.74,58.49
63.95,55.74,59.53,60.37,61.37,55.63,60.26,64.58,62.47,53.37,59.73
62.11,55.58,61.95,54.74,56.79,60.16,58.32,58.84,57.37,62.32,58.82
61.37,58.05,69.32,64.74,63.47,48.26,60.32,57.58,57.58,58.89,59.96
53.37,50.26,61.05,53.63,60.74,54.32,61.42,66.53,66.47,59.42,58.72
54.0,62.42,62.21,59.42,53.53,55.79,65.58,54.84,66.63,60.32,59.47
55.42,55.42,54.58,56.11,59.32,64.68,54.26,63.21,56.58,61.21,58.08
54.79,73.16,62.84,60.05,59.53,65.68,64.89,61.47,57.0,58.53,61.79
59.05,58.11,59.95,53.0,57.42,57.84,57.89,56.84,64.16,62.05,58.63
64.26,58.16,60.79,49.53,59.68,61.68,58.74,54.05,56.53,57.11,58.05
65.37,63.37,62.32,49.68,65.05,61.47,56.68,62.89,54.68,60.26,60.18
65.53,57.37,54.74,61.58,64.79,51.53,53.53,63.37,60.26,56.89,58.96
54.21,58.26,62.74,53.32,63.26,62.16,64.79,70.05,57.32,59.89,60.6
60.89,63.05,63.05,60.11,59.32,55.42,61.42,63.42,61.37,60.89,60.89
68.42,58.89,62.74,60.74,62.0,63.37,55.05,57.47,58.95,54.37,60.2
55.79,57.42,67.68,62.32,56.89,54.11,61.21,58.05,59.53,58.79,59.18
67.89,60.68,53.95,55.0,62.05,55.0,57.37,57.89,59.79,53.58,58.32
59.84,61.84,60.11,61.26,59.21,63.26,64.53,67.63,60.47,52.79,61.09
57.42,63.89,59.58,55.95,56.42,55.37,66.53,61.74,55.84,60.26,59.3
58.47,57.63,62.74,55.32,55.95,60.53,58.58,64.53,69.47,56.74,59.99
62.79,59.84,60.63,60.74,59.89,64.16,56.53,61.89,54.42,63.47,60.44
55.79,63.74,60.84,56.0,59.84,58.37,62.95,62.47,51.42,72.0,60.34
56.63,62.42,59.68,55.79,63.26,57.84,52.79,63.42,54.05,61.21,58.71
57.68,55.26,57.53,63.84,62.84,61.68,59.32,50.89,58.05,53.89,58.1
60.53,59.89,59.58,56.89,58.63,52.47,67.89,58.68,56.58,57.11,58.83
57.32,55.47,65.0,57.84,55.58,64.74,47.42,59.74,57.58,63.89,58.46
59.16,56.74,59.68,54.26,61.05,59.32,56.0,62.89,54.05,60.74,58.39
60.53,58.95,61.16,57.05,55.26,63.63,59.37,62.53,60.58,61.11,60.02
55.68,53.95,61.26,61.58,61.95,58.32,58.11,58.21,63.95,67.37,60.04
60.63,69.53,54.32,60.16,61.0,60.05,60.84,61.84,59.58,66.05,61.4
66.37,54.89,68.89,63.37,60.42,55.95,61.42,60.42,56.63,61.11,60.95
56.26,63.16,67.21,67.16,61.42,57.95,63.84,59.32,49.74,62.11,60.82
60.89,63.79,54.84,68.95,57.47,68.32,61.63,61.58,59.11,55.42,61.2
66.53,60.47,62.16,62.47,59.79,61.79,56.84,65.26,71.53,54.74,62.16
55.53,58.74,59.05,58.32,59.16,58.63,64.84,63.68,58.74,66.37,60.31
64.89,61.37,64.26,65.21,54.53,63.74,63.05,57.47,62.32,59.53,61.64
58.32,60.74,52.0,61.79,59.74,67.32,61.42,57.16,59.63,58.47,59.66
60.11,60.89,62.11,56.79,61.32,59.05,62.11,58.58,57.0,61.89,59.98
58.84,57.74,59.63,57.21,61.68,59.95,56.0,59.84,57.63,59.42,58.79
56.42,62.53,56.21,58.68,58.89,63.84,59.68,62.84,62.05,63.42,60.46
64.11,64.47,57.21,57.37,55.37,60.16,55.89,64.53,66.37,64.95,61.04
55.11,60.95,64.42,56.63,54.37,67.68,60.79,63.74,61.79,60.53,60.6
57.26,57.68,62.21,53.37,64.42,59.89,58.26,57.53,63.16,58.32,59.21
53.42,56.11,64.63,61.26,61.0,65.37,65.47,53.84,58.26,59.53,59.89
58.63,56.32,59.21,60.74,57.32,63.47,59.63,58.37,56.16,59.37,58.92
62.32,63.74,59.37,53.53,59.11,62.42,67.68,54.37,55.79,67.63,60.59
62.21,58.11,62.32,64.16,68.0,56.84,62.37,58.74,53.79,58.21,60.47
56.26,63.11,61.05,60.16,65.58,64.63,57.79,58.37,50.58,59.47,59.7
57.89,52.0,66.26,56.11,60.74,57.89,60.42,62.95,59.58,63.26,59.71
61.21,68.53,58.37,66.74,58.11,57.0,65.05,56.63,62.89,69.16,62.37
62.21,64.0,62.0,60.74,63.26,61.84,56.58,65.16,59.68,59.05,61.45
57.53,63.42,66.53,53.79,60.11,60.58,55.74,62.05,57.58,60.68,59.8
61.95,47.16,70.58,64.89,59.26,55.42,56.42,56.11,62.58,56.63,59.1
62.16,65.74,58.11,62.05,64.68,65.32,55.95,55.0,63.16,59.05,61.12
55.16,53.95,62.11,63.05,65.05,61.53,61.37,55.63,61.89,56.21,59.59
60.42,58.42,62.42,52.16,53.16,65.63,59.37,58.68,64.42,61.0,59.57
55.16,63.58,54.89,62.79,55.11,56.11,62.21,56.68,68.79,60.21,59.55
57.84,59.95,64.16,58.42,57.0,63.74,56.37,57.32,62.63,63.58,60.1
59.63,66.68,60.47,59.05,58.11,63.84,57.0,59.95,63.11,57.79,60.56
56.0,62.95,58.53,61.74,61.42,60.84,55.42,60.89,67.58,61.89,60.73
66.53,60.42,58.47,60.74,58.42,67.42,64.47,62.84,60.32,60.32,61.99
59.16,60.11,67.37,59.32,54.53,58.42,56.0,57.21,62.47,59.16,59.37
57.58,61.53,52.68,64.47,61.16,63.05,54.0,59.21,62.42,66.68,60.28
57.26,53.47,54.53,61.63,62.37,71.42,55.79,60.11,52.37,65.84,59.48
65.58,61.84,59.32,67.95,54.0,54.32,64.95,64.11,51.84,66.05,60.99
62.58,68.89,59.95,58.79,57.32,59.63,55.95,61.53,60.26,64.26,60.92
55.32,64.32,62.84,55.58,58.16,53.58,65.47,60.95,65.63,66.32,60.82
58.32,67.32,60.26,54.84,63.84,56.74,61.16,64.0,59.53,56.21,60.22
55.63,56.58,60.95,55.05,64.05,59.11,60.05,62.42,57.11,67.0,59.79
56.68,65.74,50.21,53.95,59.84,57.0,57.05,53.53,53.89,60.63,56.85
54.42,62.11,56.11,58.26,61.95,58.21,63.21,52.79,58.63,62.84,58.85
61.63,58.21,55.42,62.63,57.16,61.63,64.32,58.53,56.74,64.32,60.06
63.47,61.26,62.11,57.63,62.05,51.79,54.16,65.68,61.37,60.84,60.04
59.0,64.26,64.89,63.58,59.68,59.0,68.42,57.21,58.53,65.47,62.01
57.16,56.84,69.53,68.68,63.0,66.68,60.89,63.05,51.21,62.42,61.95
60.89,63.95,62.37,58.68,57.26,56.95,67.16,64.68,64.32,55.42,61.17
56.16,63.63,62.74,58.42,61.05,65.21,61.89,56.63,64.84,58.89,60.95
64.68,66.84,55.58,61.63,60.21,53.63,56.89,63.89,53.74,59.26,59.64
56.05,58.37,66.58,51.26,59.21,56.63,66.32,54.79,50.58,57.58,57.74
55.58,54.68,57.32,57.95,59.16,62.95,62.63,61.11,60.84,57.63,58.98
58.89,58.74,59.53,52.95,63.21,57.05,59.05,54.68,62.58,59.05,58.57
64.58,64.05,57.79,56.37,60.74,49.21,59.79,60.53,57.16,61.42,59.16
53.05,51.47,59.16,59.0,63.11,63.79,62.26,59.84,54.89,55.84,58.24
60.16,66.21,59.95,55.74,62.26,58.84,65.47,56.47,55.79,59.37,60.03
54.26,57.84,65.37,58.47,58.42,64.84,57.47,61.37,68.11,57.11,60.33
58.26,59.74,61.58,53.37,64.47,62.47,61.42,63.32,59.0,62.79,60.64
62.32,61.84,55.32,54.89,53.74,65.16,65.0,61.84,62.42,61.89,60.44
62.84,65.79,56.32,55.95,50.53,57.26,53.37,55.74,59.05,63.68,58.05
65.89,55.37,59.37,53.63,61.95,60.58,60.53,55.89,60.68,56.37,59.03
58.84,61.16,61.11,57.16,60.74,56.42,59.68,62.89,58.42,62.26,59.87
52.79,62.0,70.89,63.95,58.11,54.79,54.47,59.89,59.37,58.84,59.51
64.32,65.95,57.84,66.95,57.37,57.47,58.74,64.95,59.63,66.74,61.99
61.42,61.79,57.74,56.68,64.68,57.79,62.21,60.58,63.05,63.0,60.89
57.0,53.32,53.63,62.79,61.58,62.11,62.74,60.11,59.95,63.84,59.71
67.16,69.53,58.79,63.0,64.53,48.74,62.26,64.74,56.79,63.63,61.92
60.16,53.47,60.79,62.47,62.74,59.11,53.58,55.68,57.53,51.47,57.7
63.89,63.63,52.53,54.74,57.37,63.68,54.26,53.63,58.47,55.68,57.79
58.47,57.95,69.21,57.68,56.89,58.53,62.11,55.95,59.26,62.53,59.86
59.68,57.37,67.79,58.68,65.84,66.47,66.63,53.47,55.42,64.84,61.62
53.95,63.16,60.37,62.63,61.32,64.79,59.37,59.47,66.58,58.63,61.03
58.0,55.16,60.89,66.26,55.0,51.42,61.0,56.63,59.37,53.74,57.75
49.26,59.32,60.05,58.32,56.53,63.05,54.84,56.58,59.05,72.84,58.98
67.53,65.21,61.89,65.95,66.47,66.68,57.37,63.84,64.47,59.21,63.86
59.95,66.21,58.89,67.37,59.63,62.16,65.21,56.89,62.21,65.32,62.38
61.32,59.21,58.32,63.05,62.05,53.42,65.21,59.79,57.95,57.53,59.78
61.11,62.74,51.63,58.16,59.74,53.16,63.16,65.84,64.74,61.11,60.14
65.26,61.84,57.37,56.63,53.63,61.74,64.74,58.63,62.42,55.37,59.76
61.53,49.11,56.89,62.05,57.16,59.58,62.11,58.21,63.84,61.95,59.24
55.26,60.37,53.53,62.58,62.79,60.63,59.37,61.47,56.58,65.95,59.85
58.89,58.0,63.26,58.95,62.53,65.16,60.84,63.0,62.16,58.68,61.15
61.37,52.47,70.42,55.89,62.21,58.95,63.74,63.63,60.05,51.79,60.05
59.21,62.11,52.89,55.84,56.53,55.53,65.05,57.74,61.32,57.26,58.35
55.53,64.47,56.42,51.89,56.47,54.63,57.47,57.84,60.32,57.26,57.23
60.37,59.79,60.79,58.89,56.89,45.26,57.37,52.21,61.42,68.53,58.15
48.0,56.11,61.05,60.84,59.0,59.32,62.84,62.16,61.63,63.53,59.45
57.95,63.84,54.32,66.42,62.11,59.26,57.79,62.58,62.21,65.21,61.17
59.26,65.0,53.58,56.58,58.84,58.74,54.89,62.74,55.95,49.63,57.52
55.32,60.26,52.37,54.47,46.95,67.95,59.84,58.21,62.37,60.58,57.83
60.74,57.21,55.79,60.58,58.58,62.0,53.42,51.84,61.05,60.26,58.15
56.95,61.21,61.11,62.95,58.74,63.37,57.63,56.95,61.0,61.05,60.09
50.0,58.84,59.11,62.16,54.11,65.47,61.95,63.05,64.26,66.05,60.5
60.74,56.89,58.32,59.79,63.74,53.0,59.47,63.95,59.26,58.63,59.38
63.42,57.74,59.58,60.63,49.68,58.11,57.11,67.47,54.53,53.89,58.22
60.63,63.32,61.79,62.32,62.32,57.0,58.37,60.05,56.32,63.0,60.51
57.32,57.42,63.26,60.37,60.79,58.89,64.32,63.68,69.37,59.32,61.47
60.68,65.16,57.58,63.26,63.68,62.26,69.32,63.79,60.68,64.16,63.06
57.63,62.79,55.05,55.79,60.79,60.68,61.58,56.16,51.74,57.95,58.02
65.89,59.0,58.74,63.63,57.26,65.89,59.32,58.89,56.37,63.47,60.85
61.47,55.58,59.16,60.47,60.11,56.58,56.53,61.26,56.63,59.32,58.71
59.68,56.68,64.11,64.21,60.79,59.42,54.84,58.79,50.21,51.37,58.01
63.42,55.05,70.11,60.79,58.05,55.37,66.84,62.47,57.95,60.84,61.09
59.53,56.16,56.95,64.16,50.58,53.47,58.21,67.42,56.05,64.0,58.65
60.58,53.89,59.74,58.79,64.53,60.68,67.89,59.74,60.0,56.37,60.22
62.47,61.26,58.0,57.95,53.53,62.37,61.84,63.84,58.84,56.32,59.64
62.16,65.79,68.05,54.47,67.05,58.63,64.84,54.89,60.79,61.84,61.85
66.0,64.21,59.53,55.47,60.32,61.79,55.0,60.37,54.58,63.47,60.07
57.74,59.95,54.16,65.58,58.42,53.58,63.0,59.21,58.53,63.79,59.39
58.0,59.84,69.68,62.0,50.0,59.32,58.89,56.11,53.37,60.05,58.73
59.68,53.58,62.37,54.16,59.32,50.63,60.89,64.47,68.42,58.47,59.2
59.0,60.42,59.63,62.68,61.32,66.53,58.68,66.89,57.84,60.16,61.32
57.68,68.37,53.74,52.42,55.42,63.68,64.37,51.74,65.68,60.16,59.33
62.42,62.63,59.37,56.16,52.26,50.84,55.05,59.53,58.05,68.68,58.5
61.63,56.84,64.42,52.74,57.05,59.16,57.47,58.68,61.32,59.05,58.84
64.05,61.53,51.05,57.0,61.47,63.68,59.84,60.32,53.74,58.79,59.15
61.37,66.42,61.95,57.89,64.21,61.32,61.79,68.37,56.68,60.63,62.06
59.58,66.58,59.0,57.74,66.26,58.05,60.68,59.68,61.63,63.95,61.32
62.05,57.21,54.47,64.21,58.05,52.37,73.42,63.42,57.26,56.32,59.88
57.42,58.95,58.0,60.11,58.21,54.0,68.58,63.42,56.95,59.95,59.56
