WPO10000,PPP10000,TQA10000,OCD10000,SPC10000,CTP10000,PCF10000,CTL10000,POD10000,ANL10000,PSU10000,INV10000,TST10000,COR10000,PCC10000,CAP10000,PUR10000,PBM10000,ANM10000,PROD_001
50.01,47.25,56.27,55,52,53.57,60.5,57.26,51.45,54.6,51.78,47.43,49.18,53.9,55.6,55.55,52,60.95,53.05,53.54
56.77,37.78,56.18,61.8,58,57.73,54.97,52.73,53.51,54.05,56.5,52.33,58.63,56.68,52.84,58.32,58.8,50.72,56.75,55.01
54.56,47.75,53.41,51.4,57.7,59.63,53.57,50.98,54.26,57.45,55.25,61.2,55.5,54.48,49.6,50.95,62.75,61.18,63.2,55.52
52.2,56.11,55.72,52.4,53.4,59.7,54.47,58.99,57.38,59.78,57.5,60.13,56.28,60.55,66,58.05,56.02,53.7,53.55,56.94
62.49,64.61,66.77,55.07,58.2,42.13,57.97,60.29,61.66,53.62,53.15,59,49.58,49.72,53.24,56.72,59.6,55.5,54.45,56.52
53.42,81.47,55.17,58.7,64.9,58.8,63.53,54.18,61.82,55.68,50.98,53.23,59.19,60.22,56.28,53.75,59.8,55.72,62.22,58.9
53.54,63.75,54.76,63.03,63.1,44.07,64.5,55.19,58.62,57.1,55.2,55.17,55.67,59.62,54.92,48.82,58.7,57.7,53.85,56.7
52.17,57.25,56.78,55.97,60.87,60.53,60.27,54.91,47.95,51.52,51.08,51.3,51.58,55.75,65.7,53.45,52.15,55.6,57.32,55.38
49.93,60.17,52.21,55.33,53.27,50.27,51.77,53.01,62.98,53.05,56.1,46,58.99,53.12,55.01,59.18,54.42,50.52,56.7,54.32
57.72,59.67,54.48,56,54.83,57.93,64.37,56.74,61.71,57.52,58.65,62.93,58.97,55.22,47.42,56.6,56.28,59.7,51.78,57.29
55.77,64.11,46.96,54.63,58.83,53.57,44.97,54.84,57.03,61,57.28,66.97,54.31,56.45,62.04,53.78,61.98,58.68,53.12,56.65
56.85,58.03,62.54,63.3,57.37,54.43,59.43,53.05,59.67,52.55,59,55.23,59.54,59.42,56.45,57.48,61.35,49.8,49.85,57.12
57.94,68.72,58.21,55.33,52.97,54.9,53.07,53.48,60.43,61.82,55.38,51.3,55.52,57.88,62.47,63.65,67.35,55,59.92,58.18
62.18,64.22,57.05,58.03,48.5,52.6,52.97,54.52,55.43,56.15,54.32,59.83,59.23,59.45,49.43,56.22,54.08,67.4,60.02,56.93
63.84,49.14,57.03,48.4,59.97,63.17,58.1,52.25,56.35,56.85,53.4,56.17,52.97,57.92,56.37,51.6,60.08,51.4,62,56.16
59.19,48.5,55.07,60.1,59.77,54.93,61.33,59.38,53,51.85,54.25,53,61.92,54.8,58.8,59.32,51.52,50.3,58.62,56.09
53.83,58.22,54.58,55.3,54.37,56.43,64.4,58.5,60.64,59.8,55.6,56.47,57.56,59.08,55.34,53.82,54.15,51.22,54.25,56.5
61.45,54.44,53.76,55.23,57.17,64.2,51.4,58.02,54.87,61.85,59.3,55.9,49.34,52.42,55.9,59.72,51.38,57.58,49.88,55.99
56.8,52.67,59.55,50.57,53.37,68.57,55.27,68.01,60.48,49.42,58.32,54.67,50.94,51.25,48.18,58,51.85,52.15,60.62,55.83
58.68,46.28,58.65,61.87,63.7,53.47,52.37,52.48,51.52,53.95,54.32,50.7,54.88,53.1,57.35,56.8,59.88,64.9,54.3,55.75
57.82,44.39,53.02,43.8,60.87,60.4,63.87,54.88,56.9,56.28,59.85,61.63,47.19,59.5,54.58,52.72,58.68,54.72,56.3,55.65
55.82,57.36,47.97,56.63,56.4,58.83,52.4,57.97,58.26,64.92,61.55,56.37,50.79,62.85,57.25,57.18,55,58.22,53.95,56.83
50.31,60.97,51.15,64.2,62.73,55.7,52.33,55.99,52.64,49.8,59.5,57.9,59.12,56.7,60.44,60.48,55.38,54.62,59.3,56.8
49.07,53.75,53.33,56.23,53.23,42.83,65.87,63.83,52.79,59.12,61.3,60.37,57.73,55.25,59.9,51.7,58.65,60.2,54.42,56.29
57.03,65.69,59.41,57.43,59.87,55.33,57.57,58.34,59.72,61.38,61.68,57.07,50.4,53.22,49.76,63.7,50.98,48.5,52.95,56.84
57.43,65.78,61.18,56.37,51,57.2,53.97,60.54,53.25,55.58,55.3,55,67.32,56.82,57.48,57.22,51.5,64.53,54.32,57.46
55.31,44.17,55.04,56.07,56.13,61.57,57.23,60.78,54.32,59.08,59.72,62.33,55.23,57.72,58.47,59.8,46.48,53.7,50.8,56
64.73,59.89,56.93,54.17,60.27,58.03,45.07,46.23,55.58,58.45,53.7,57.67,55.39,60.4,52.46,63.88,57.5,60.85,59.42,56.87
55.59,54.22,54.44,44.2,60.8,56.97,49.5,67.37,51.46,50.78,65.95,54.53,63.59,65.9,48.56,55.38,57.65,58.6,58.08,56.5
58.33,53,63.24,56.43,61.53,55.6,55.53,47.64,55.02,55.18,52.68,51.73,52.11,53.92,57.57,52.68,56.15,56.3,64.97,55.77
54.18,50.64,66.61,55.57,53.67,54.57,58.4,51.82,57.96,54.2,63.02,58.1,59.12,54.12,54.84,63.08,53.55,55,55.88,56.54
55.71,51.92,60.32,60.13,57.43,51.87,66.5,63.65,52.65,56.72,59.52,58.43,59.37,61.42,61.13,60.05,52.5,54.55,55.4,57.86
53.13,42.75,62.48,54.2,58.93,56.07,54.63,57.52,61.26,58.6,60.18,51.73,58.64,62.55,56.68,54.55,57.35,54.35,54.72,56.33
55.77,63.53,59.99,54.37,50.7,57.03,54.53,60.88,57.33,56.55,55.45,55.83,61.83,51.85,61.87,55,49.88,60.18,55.95,56.76
57.56,63.92,56.26,59.5,54.23,60.4,52.73,55.18,51.88,50.18,61.88,51.47,51.92,62.72,55.72,60.4,62.85,54.18,54.45,56.71
56.37,67.28,58.12,64.4,51.93,49.73,62.77,51.16,55.47,59.9,52.7,60.1,57.37,53.55,55.67,58,60.2,57.18,58.6,57.39
54.48,47.53,57,54.57,50.43,60.5,59.83,62.29,58.02,59.02,57.95,56.07,50.21,52.48,51.36,51.02,58,57.8,57.32,55.57
58.9,34.67,63.48,59.3,51.77,57.87,57.07,58.78,58.61,46.95,52.45,49.9,56.48,60.5,58.16,54.92,53.4,53.52,58.68,55.02
59.33,42.5,56.45,59.97,59,55.07,61.3,58.78,60.89,54.7,61.72,46.1,54.67,56.18,47.47,51.2,57.72,58.72,59.78,55.87
56.62,47.53,54.02,53.57,61.93,55.33,55.4,57.82,58.42,57.02,52.82,55.6,56.32,55.52,55.29,56.38,52.8,59.65,52.5,55.5
56.03,49.28,50.99,60.97,55.73,59.7,52.47,49.66,60.53,59.6,56.5,51.47,58.34,48.12,56.71,57.5,59.05,52.45,55.18,55.28
56.72,53.53,57.59,57.2,49.37,58.57,63.2,55.86,58.93,49.55,55.68,54.77,50.76,54.38,50.93,54.8,55.4,62.62,56.9,55.62
52.27,68.06,51.58,57.83,50.43,55.4,50.73,54.54,51.54,55.2,60.12,51.3,46.82,59.52,54.87,54.8,65.05,57.22,59.92,55.64
55.81,51.72,54.95,48.4,48.83,58.5,53.1,56.26,54.42,56.82,53.62,57.27,56.65,52.65,60.72,59.25,60.98,55.75,61.65,55.65
56.39,68.47,54.92,56.03,57.4,55.63,54.97,59.28,50.69,58.3,52.25,56.67,60.35,54.62,52.02,57.62,56.68,58.58,52.42,56.49
52.76,53.19,64.08,65.47,60.03,43.7,61.5,55.09,49.66,58.42,54.15,60.23,51.95,55.52,57.15,55.08,54.25,54.82,67.53,56.56
60.37,55.53,60.3,52.27,54.63,59.17,61.77,57.4,59.1,55.42,61.75,61.67,53.18,60.72,53.64,53.35,64.55,59.92,63.6,58.33
59.96,72.28,61.41,56.67,54.73,52.47,55.13,60.71,57.85,59.65,53.65,54.47,57.49,61.62,52.06,59.75,57,58.5,50.05,57.66
48.23,50.14,55.13,59.3,53.63,57.93,51.67,56.24,61.01,56.55,50.52,53.37,54.16,62.65,52.96,55.1,60.58,61.85,58.42,55.76
56.57,46.5,50.95,54.47,57.93,59.27,60.13,49.48,53.68,54.95,59.72,52.8,53.92,55.9,50.62,56.85,51.28,54.5,56.48,54.53
64.12,54.89,60.75,54.63,51.37,53.47,49.67,53.08,55.77,58.05,56.58,60.67,60.52,60.5,52.23,51.32,60.72,61.48,56,56.62
49.6,53.53,47.92,52.73,59.13,58.33,59.2,54.8,59.42,54.18,58.25,49.73,69.74,51.65,52,59.1,54.62,55.18,58.3,55.65
61.44,45.97,54.46,45.7,53.43,53.23,56.07,55.82,52.5,55.28,55.2,62.87,63.22,62.78,51.68,59.32,60.8,57.02,49.02,55.57
65.66,56.75,63.18,64.07,52.7,63.6,55.93,62.18,51.05,61.45,58.6,58.8,58.37,54.12,57.38,53.28,52.28,56.42,55.75,57.98
54.82,62.92,57.17,58.1,61,53,60.4,59.48,53.48,54.35,62.25,55.63,58.6,60.25,54.02,56.88,54.7,52.08,58.4,57.24
56.5,68.33,58.95,54.73,53.77,59.87,64.57,56.54,62.41,57.18,54.9,59.03,53.68,59.62,54.96,63.5,52.25,58.95,60.48,58.43
54.67,56.22,60.96,60.17,57.33,55,59.87,54.4,55.69,58.85,54.78,55.3,52.81,50.62,61.02,53.02,59.8,56.12,62.6,56.8
44.05,48.67,62.49,62.5,58.93,61.6,51.6,49.25,65.44,58.05,56.15,53.8,58.05,54.75,55.62,56.92,60.7,60.3,53.4,56.44
56.84,54.58,52.96,57.3,54.53,64.2,61.6,61.71,59.45,55.5,59.98,54.13,56.43,57.42,66.12,54.3,56.5,63.05,52.15,57.83
51.44,55.03,55.45,51.57,53.53,64.1,61.63,59.76,47.39,55.98,59.52,56.03,57.49,60.48,54.94,58.25,51.52,56.22,57.25,56.19
55.2,57.56,47.59,59.4,56.23,56.8,55.7,61.98,63.47,57.92,58.2,66.5,56.35,59.05,62.41,55.18,56.38,54.5,61.38,57.99
67.38,62.69,58.71,55.33,59.57,57.47,56.13,59.85,52.24,52.9,49.98,58.37,48.7,58.58,57.81,55.32,57.95,52.82,60,56.94
58.54,55.69,65.1,56.87,53.8,52.5,54.83,59.76,55.58,55.95,64.38,58.1,53.81,59.15,58.28,55.15,53.88,60.28,50.58,56.96
59.74,46.17,56.39,62,56.67,61.2,50.43,60.62,57.98,60.28,52.72,47.73,54.88,62.65,62.12,59.82,61.62,54.72,51.12,56.78
49.35,55.19,50.2,52.93,55.5,58.33,59.37,55.08,52.77,64.12,56.08,58.27,59.4,54.48,54.78,59.6,52.02,51.78,62.1,55.86
50.97,38.81,53.45,55.47,56.23,55.7,54.17,52.46,55.88,62.15,62.52,54.57,60.8,61.82,48.68,60.5,58.75,56.95,55.65,55.55
56.76,47.47,61.39,59,56.33,53.57,60.1,54.14,52.19,47.95,59.4,53.93,61.4,52.1,57.71,60.48,56.7,52.02,53.65,55.59
58.38,51.39,58.78,53.67,53.57,56.2,63.83,55.89,55.94,51.8,60.35,53.7,55.97,56.52,54.98,59.58,55.45,57.18,57.2,56.34
64.12,65.58,54.37,58.43,52.33,54.87,56.93,51.08,58.1,52.65,60.4,62.97,55.34,58.95,54.01,53.72,58.28,52.05,54.58,56.78
63.71,52.31,55.71,45.7,57.83,57.4,56.77,63.06,51.54,58.5,58.82,59.7,52.85,53.32,51.59,52.62,62.4,51.42,63.15,56.23
52.69,45.42,67.32,51.67,55.4,57.9,55.5,54.63,61.46,54.5,58.25,55.13,54.45,61.02,62.35,60.75,55.95,55.9,59.68,56.84
43.84,54.42,56.22,55.7,53.7,52.47,62.53,56.24,55.39,55.6,57.62,52.6,61.87,60.42,56.25,56.12,57.62,59.7,56.82,56.06
64.68,53.25,51.05,58,56.9,53.73,60.3,51.34,43.09,53.95,60.02,56.87,63.18,58.65,51.47,54.2,57.25,54.98,59.35,55.91
55.76,42.78,59.88,61.9,50.4,58.57,56.17,59.3,59.31,62.7,56.88,60.67,62.48,58.45,62.16,59.1,49.05,59.28,56.9,57.46
54.25,60.36,59.46,59.7,51.93,55.47,53.47,58.62,53.28,55.12,55.5,57.87,52.18,55.1,52.07,54.18,58.45,56.38,50.95,55.49
61.66,40.22,60.75,54.1,50.87,53.8,59.47,60.88,43.52,59,59.08,51.5,56.27,61.82,61.58,54.05,53.9,57.22,53.12,55.41
48.88,60.17,47.72,56.8,59.33,60.5,62.13,63.09,55.41,61.95,59.48,59.67,61.39,58.95,63.9,53.9,60.82,54.08,59.18,58.28
57.05,60.67,53.27,56.27,57.97,56.4,55.2,59.99,50.12,54.32,59.2,65.53,53.65,55.52,69.13,58.3,58.6,57.38,55.55,57.58
58.77,62.58,56.91,59.5,46.87,56.8,58.1,60.78,51.28,52.35,54.05,52.8,55.02,54.5,57.49,51.48,51.32,59.35,51.35,55.33
57.21,54.14,57.87,66.9,59.43,60.6,61.1,57.23,60.8,55.55,56.35,52.23,52.28,55.45,51.78,63.98,52.65,57,57.38,57.36
60.48,63.19,55.15,58.13,64.67,55.27,57.4,56.68,54.98,57.2,54.95,53.97,59.87,56.02,59.74,58.05,53.9,65.08,54.9,57.88
49.61,54.94,59.49,53.13,62.53,56,49.3,59.84,56.59,58.2,58.15,58.8,53.45,57.62,58.43,53.98,52.42,59.2,56.55,56.22
47.02,48.5,53.02,50.87,60.97,48.93,60.63,59.91,51.68,55.3,52.42,44.6,59.7,56,51.35,53.6,56.32,55.52,60.62,54.05
60.45,56.83,61.03,67.9,59.1,55.93,55.9,61.71,58.28,60.35,59.15,55.43,53.68,49.28,56.56,51,58.48,58.35,53.1,57.5
59.89,47.36,60.15,47.77,58.73,56.73,55.53,56.45,53.38,60.12,60.82,62.87,54.88,58.05,59.65,55.12,56.1,60.02,58.12,56.94
51.38,59.86,58.22,58.8,58.57,46.57,59.77,53.64,55.15,56.92,54.65,56.4,52.32,56.28,51.43,54.18,53.9,53.7,52.92,54.98
59.28,47.42,50.53,59.7,59.07,56.87,56.9,54.76,57.89,58.55,60.25,59.2,60.29,58.02,52.68,57.92,55.25,58.98,52.68,56.64
53.59,49.11,59.83,53.93,61.97,62.53,57.03,54.68,52.28,57.95,58.3,53.7,51.77,57.42,53.95,59.38,56.42,52.68,64.58,56.37
57.39,56.92,60.72,52.97,66.2,54.4,64.77,67.22,53.18,61.28,62.3,57.63,60.28,57.8,63.68,56.98,57.28,54.38,55.98,59.02
55.45,56.44,62.83,56.6,54,51,55.97,53.6,59.35,61.8,53.02,51.63,54.45,48.9,64.94,58.75,64.38,58,58.65,56.83
63.45,57.08,56.32,57.63,55.7,55.83,50.2,52.02,56.92,49.1,50.15,49,50.77,57.9,54.18,59.48,52.32,45.08,59.05,54.33
51.54,53.22,57.33,58.37,52.17,60.47,59.27,61.07,53.94,56,52.9,61.13,49.74,59.22,56.06,55.92,46.58,57.88,50.45,55.43
52.59,56.97,51.95,61.27,51.43,56.17,62.73,53.03,51.33,55.42,53.8,52.27,63.88,56.05,57.21,54.7,55.92,53.4,50.65,55.3
61.91,41.22,65.93,55.07,61.2,57.3,58.53,64.96,53.29,63.7,54.15,63.67,57.63,58.38,49.1,55.08,60.78,53.88,57.08,57.52
57.5,70.47,67.1,60.2,57,59.07,56.57,54.73,54.85,56.08,59.32,54.43,61.13,56.55,52.1,55.8,53.02,61.35,59.85,58.27
56.61,55.56,57.41,65.07,60.27,55.13,49.53,58.33,56.1,46.4,61.38,59.47,57.9,58.2,53.92,56.45,55.05,62.88,57.7,57.02
62.73,47.31,63.05,58.7,55.07,56.73,55.03,59,57.68,49.58,57.72,55.17,56.29,52.62,53.32,58.78,53.5,55.25,59.78,56.17
54.02,53,51.48,55.5,59.17,55.53,50,57.99,61.43,60.08,46.85,55.67,58.93,51.98,53.33,54.48,58.58,51.7,54.78,54.97
58.19,59.81,57.64,59.13,56.73,57.03,52.2,55.19,58.5,53.05,59.58,62.57,52.47,56.5,54.81,50.18,59.12,59.82,57.72,56.85
57.5,54.36,61.88,52,46.73,65.43,55.3,57.29,61.5,47.78,59.7,58.17,56.26,54.55,58.14,52.78,54.12,60.95,49.08,55.97
61.94,56.06,57.03,51.9,56.1,59.73,54.73,57.26,54.93,54.72,53.58,49.33,64.76,56.02,56.05,57.22,52.9,58.5,61.02,56.52
52.44,63.33,53.28,61.53,54.27,52.87,60.93,57.26,54.68,56.1,53.98,54.1,57.98,60.95,54.48,63.7,56.48,54.3,61.6,57.07
55.7,58.44,54.5,54.27,56.6,65.53,58.37,50.27,59.66,52.22,59.25,54.1,59.7,57.8,55.62,53.08,50.68,53.28,54.02,55.95
57.61,59.19,57.83,53.2,60.4,58.5,50.63,61.81,57.22,56.15,50.12,60.5,58.68,58.98,57.47,62.7,51.28,59.15,60.38,57.46
62.24,52.11,57.84,50.17,48.63,60.83,52.33,49.65,56.71,54.65,55.98,56.97,47.62,59.48,46.32,60.12,60.02,56.6,56.65,55
52.85,52.06,52.9,55.33,62.37,54.5,53.2,59.29,55.74,56.2,50.75,61,54.2,59.1,52.1,66.7,51.35,53.78,58.95,55.91
54.72,74,52.9,58.9,59,57.17,65.6,55.34,55.98,59.98,59.05,50.83,53.26,51.82,52.28,59.6,66.2,59.7,57.15,58.08
46.94,56.03,57.5,59.57,62.2,56.27,57.3,55.33,59.58,52.08,63.95,60.23,48.29,57.25,57.21,62.38,60.95,63.68,55.92,57.51
57.45,56.78,48.08,56.4,55.47,52.47,55.8,60.06,56.08,56.45,57.05,54.73,50.53,56.72,59.86,56.2,56.6,52.85,60.05,55.77
58.01,52.97,52.61,64.03,58.8,60.87,55.57,53.08,67.22,58.78,54.52,53.4,53.66,57.88,59.61,49.12,56.92,56.05,56.28,56.81
49.59,64.31,52.38,56.77,52.9,54.37,55.9,56.59,48.45,53.78,62.92,61.63,66.92,54.7,57.23,55.8,59.98,57.42,62.68,57.07
53.95,47.53,54.88,57.57,59.07,49.63,51.27,57.82,58.23,61.15,55.45,59.47,59.43,48.2,58.13,53.18,62.05,59.15,54,55.8
57.2,53.36,53.46,61.47,58.4,60.3,57.6,61.78,67.2,56.9,57.9,58.43,55.28,58.32,52.07,64.62,57.25,58.5,61.02,58.48
63.05,52.36,56.49,60.1,63.37,61.1,53.63,56.33,57.45,54.18,53.25,54.03,61.68,59.18,56.09,61.18,60.15,54.15,57.95,57.67
58.53,60.19,68.51,48,58.67,60.77,57.47,55.56,53.57,59.8,56.75,57.8,59.22,57.52,52.21,71.75,56.55,53.9,59.55,58.23
57.36,72.31,56.5,52.97,58.17,60.07,54.5,52.48,58.15,57.15,61.5,57,58.57,54.42,55.72,61.35,59.32,56.2,54.75,57.81
56.61,65.72,51.6,56.23,49.67,55.97,55.1,60.53,61.62,59.15,54.6,64.67,52.52,59.35,56.68,60.9,51.12,63.4,61.5,57.73
52.89,56.14,56.29,53.27,57.53,57.57,62.57,60.29,57.71,57.58,55.5,56.33,56.65,55.08,63.28,53.1,51.72,59.68,58.3,56.92
52.44,44.17,55.17,57.87,54.87,57.53,56.3,53,61.4,55.92,57.08,54.9,51.63,47.65,45.24,56.55,62.72,61.1,59.18,54.99
54.73,51.06,58.48,63.53,62.43,53.23,44.1,49.79,47.15,54.48,58.28,50.17,55.64,54.15,54.05,59.2,51.05,59.02,59.25,54.73
51.74,65.06,59.98,54,57.97,52.5,52.23,53.02,64.61,52.25,50.88,57.07,57.09,58.92,51.68,60.25,55.62,52.42,52.48,55.78
51.51,57.22,61.23,60.73,50.13,58.63,61.3,62.02,55.81,55.72,58.22,57.2,58.96,55.05,60.31,59.75,59.8,57.9,53.68,57.64
60.8,58.97,59.9,49.37,52.67,50.67,55.5,50.18,54.34,52.88,51.12,55.17,50.51,56.75,65.66,63.72,58.6,55.42,57.95,55.8
57.94,47.69,56.68,55.43,60.77,52.47,60.1,60.15,55.17,56.85,59.05,57.37,54.57,60.45,57.56,56.9,59.82,47.68,58.12,56.57
54.38,57.83,56.93,54.3,53.57,57.37,58.43,55.02,45.83,52.72,55.72,51.3,57.38,56.68,55.53,51.58,53.32,56.78,53.58,54.64
54.71,59.08,59.12,48.13,54.6,60,51.63,51.82,58.47,60.18,61.02,55.97,63.02,54.8,61.07,61.5,59.02,54.55,56.32,57.11
58.55,51.86,64.68,57.2,56.43,61.73,58,60.22,56.63,54.95,57.52,51.67,61.14,59.68,57.65,50.42,51.6,56.45,52.95,56.81
59.49,48.86,56.89,51.17,47.63,56.5,49.6,50.91,53.3,56.32,49.8,57.7,61.9,56.88,55.68,56.38,54.65,60.12,50.95,54.46
50.02,58.92,55.24,60.3,56.53,63.77,55.37,58.36,61.77,54.8,51.98,56.6,54.59,50.88,60.35,57.4,57.88,52.8,59.8,56.7
58.18,52.31,55.79,56.83,51.63,61.3,55.8,55.98,51.12,62.85,53.28,63.97,58.4,56.32,60.32,59.95,54.15,54.78,50.75,56.51
52.28,63.67,59.37,59.2,61.97,53.7,56.93,58.99,59.92,61.8,58.68,54.3,57.52,53.85,55.25,52.3,56.62,60.48,57.92,57.62
62.76,64.14,51.2,63.47,55.43,49.47,54.7,54.22,54.42,53.9,56.28,53.87,52.3,57.45,55.26,55.55,57.58,55.25,59.38,56.14
63.01,57.64,55.48,60.33,56.07,57.43,60.63,53.78,51.72,57.95,50.75,59.23,54.9,59.1,51.88,54.72,48.65,56.42,57.65,56.18
53.19,44.25,60.21,54.8,51.9,53.9,54.8,56.56,60.23,50.7,51.28,52,54.02,58.3,59.07,58.55,62.1,54.15,57.75,55.15
59.1,59.94,57.53,57.57,50.7,53.73,55.37,58.03,60.64,60.95,54.75,58,52.59,57.78,57.08,57.7,64.5,52.5,59.32,57.25
59.44,57.53,55.62,50.43,64,59.73,53.87,57.34,56.39,63.45,58.12,61.23,61.3,55.62,53.05,61.92,59.32,50.38,54.98,57.56
52.22,63.64,59.1,57.43,49.5,71.2,57.6,62.47,54.75,54.08,58.38,59.37,57.36,56.55,55.08,50.72,52.82,63,53.7,57.31
61.86,43.89,55.48,63.07,58.8,53.03,60.7,54.26,56.07,63.5,57.32,62.57,56.15,59.22,56.83,53.25,52.02,58.05,53.08,56.8
65.16,54.94,54.2,48.43,59.03,55.77,59.9,57.55,55.48,54,51.02,56.2,58.42,56.5,52.58,57.22,64.58,52.5,54.92,56.23
57.67,49.19,56.74,56.73,61.27,54.93,56.8,52.33,61.78,56.62,53.18,45.43,56.5,57.98,61.62,54.72,45.82,54.05,61.9,55.54
57.89,60.47,52.58,57.93,51.97,43.67,55.4,61.39,57.12,57.72,51.85,60.17,59.25,53.8,53.23,56.35,54.42,56.38,48.6,55.27
55.49,59.75,56.55,57.47,57.63,61.57,59.83,54.93,54.67,54.15,57.12,59.17,48.74,53.58,56.44,57.9,57.3,62.58,53.38,56.75
55.5,57.89,56.28,51.97,57.7,55.7,54.87,48.41,51.23,56.68,58.18,58.87,59.76,59.78,57.6,54.35,58.68,57.22,54.18,56.04
55.15,54.08,53.68,55.97,59.3,56.37,64.4,63.12,58.3,55.75,54.9,54.57,58.56,60.28,50.51,50.65,51.3,59.3,53.52,56.3
62.88,50.53,53.76,54.3,50.87,65.27,57.1,61.72,58.52,54.78,53.62,48.93,43.89,57.82,56.66,51.92,58,61.48,57.3,55.75
50.96,57.64,48.7,58.77,60.1,59.1,66.27,50.42,57.35,58.72,58.92,54.53,60.71,55.32,54.75,54.02,54.8,55,63.45,56.82
54.44,56.14,53.95,58.1,50.57,51.57,50.27,59.3,52.15,61.35,55.7,54.93,56.53,50.18,62.02,61.35,51.42,55.62,55.52,55.32
67.38,39.97,52.2,49.1,59.67,46.87,50.93,59.87,55.08,63.8,51.85,48.9,47.68,51.38,55.78,56.15,53.1,52.38,50.05,53.27
60.8,77.25,53.46,58.13,58.9,52.37,60.77,51.15,56.08,55.92,57.68,60.63,58.78,55.92,60.34,60.1,56.25,56.6,60.72,58.52
60.43,54.44,58.95,53.13,54.73,50.9,52.83,53.68,54.33,52.62,48.92,57.3,56.28,54.9,60.43,51.9,50.05,60.88,51.02,54.62
62.29,61.78,56.99,51.67,57.97,51.57,58.5,56.91,53.96,58.32,55.38,54.73,56.75,56.58,62.02,57.45,57.68,49.88,55.22,56.61
54.68,58.36,51.64,56.5,53.03,53.53,55.73,56.99,58.68,46.62,54.3,54.93,52.16,55.05,62.89,60.92,55.18,55.6,53.28,55.27
58.26,63.92,59.89,59.43,57.1,57,61.03,55.48,60.74,55.92,57.78,58.77,54.51,56.35,54.72,52.72,44.68,46.98,54.02,56.28
57.54,68.64,58.66,51.67,54.27,48.17,58.57,64.24,61.98,58.7,53.28,55.93,60.25,60.95,60.72,55.8,60.1,53.4,62.72,58.19
61.57,53.61,55.27,53.97,60.5,54.63,57.27,57.21,56.49,54.5,55.8,56.17,53.51,50.98,52.38,55.42,57.25,52.98,54.08,55.45
51.15,52.39,53.93,60.33,57.3,48.23,58.3,62.87,58.87,58.95,56.05,48.4,62.25,56.78,54.58,55.9,52.45,57.5,56.68,55.94
60.76,59.39,57.92,55.9,58.8,63.73,48.57,49.53,58.92,56,57.75,54.27,51.92,60.28,52.16,58.42,51.42,56.2,55.38,56.17
56.81,57.33,58.7,57.53,64.67,53.6,52.87,61.38,57.95,49.68,49.2,59,65.88,54.48,53.39,54.02,55.72,57.48,55.48,56.59
56.81,66.03,54.43,64.53,64.57,60.43,56.67,48.84,58.28,54.48,56.32,53.47,61.39,53.58,57.58,53.62,59.38,63.25,55.22,57.84
56,46.03,56.25,61,57.57,62.47,52.93,53.74,52.4,58.52,52.25,63.1,55.65,52.6,59.68,53.55,56.48,55.3,55.4,55.84
54.99,56.58,51.13,63.67,53.8,62.8,54.47,61.55,52.08,53.22,53.38,54.13,63.97,62.55,55.88,62.1,53.48,63.7,53.85,57.23
54.56,51.53,58.05,56.33,61.13,62.47,51.4,56.84,62.27,48.6,63.4,58.13,49.22,56.3,50.19,58.62,54.25,52.8,58.08,56.01
54.26,58.5,57.23,59.87,60.1,61.73,60.13,65.64,59.05,58.52,57.9,54.7,60.52,50.28,54.99,50.82,55.78,50,56.88,57.21
50.76,65.33,54.55,62.43,52.6,56.57,52.33,50.2,50.02,56.88,59.4,55.33,59.58,54.48,51.17,52.88,55.95,56.88,57.05,55.49
58.35,59.03,56.26,52.5,52.07,51.33,52.97,57.3,51.51,49.05,56.42,60.83,58.79,66.62,53.54,65.3,53.28,53.38,58.12,56.14
62.53,59.67,56.28,62.57,54.27,47.77,62.8,57.73,52.01,55.45,55.02,53.47,48.06,58.58,62.63,50.7,57.92,50.8,61.28,56.29
62.41,67.42,56.77,60.6,60.43,56.1,52.13,51.32,54.82,57.22,54.25,56.5,47.29,60.15,58.38,58.3,57.6,55.6,54.55,56.94
55.29,61.25,54.88,58.67,53.57,54.5,60.6,58.28,57.73,63.38,57.98,54.73,56.72,57.78,55.42,57.95,55.52,56.95,54.1,57.12
62.83,57.69,65.33,54.47,52.1,56.33,50.3,60,52.69,54.1,56.82,58.87,58.59,56.08,57.46,55.92,56.7,56.05,50.18,56.45
51.77,46.14,49.17,57.93,52.87,56.4,57.33,58.62,64.18,61.42,54.82,62.7,53.88,58.18,56.73,58.7,59.9,55.58,50.78,56.16
54.67,52.72,57.11,61.57,54.8,58.6,52.03,54.2,58.48,56.9,56.92,60.03,58.92,49.25,55.93,59.3,55.65,50.38,62.7,56.32
59.82,59.83,54.77,60.9,51.9,47.5,53.73,54.99,47.48,56.35,56.38,59.63,58.53,57.12,53.96,57.72,57.88,53.88,57.42,55.78
63.73,59.36,61.2,66.5,60.53,60.33,58.27,57.37,57.21,48.7,62.58,62.3,59.28,52.28,57.41,53.32,49.6,57.52,59.25,58.25
62.71,54.81,59.23,57.37,59.37,56.77,64.9,58.17,61.52,62.05,55.75,54.4,59.02,55.88,58.94,60.08,52.58,59.45,52.9,58.2
58.21,71.53,54.62,52.4,53.6,60.37,50.47,51.23,58.86,51.08,55.25,54.53,64.19,50.72,54.18,53.15,55.68,56.85,53.28,55.8
