ESU10000,SSU10000,CSU10000,GNT10000,CGS10000,GRC10000,ERM10000,AUD10000,POL10000,REG10000,ETI10000,CGV10000,IGV10000,CPI10000,ESRC_001
88.39,84.83,87,87.5,86.5,87.44,90,87.83,88.83,85.17,85.83,86.33,91,88.17,87.49
84.06,87,87.83,92.5,86,82.39,91.5,83.83,83.5,86.5,83.67,90.5,83.33,83.17,86.13
89.28,92.17,85.5,84.75,84.83,87.83,84.5,91.67,85.67,86.17,90.17,87.5,87.67,83.67,87.24
88.28,83.67,86.17,84.25,87.5,88.61,85.83,86.17,86.17,85.83,87.5,86.5,88.83,87.17,86.61
84.44,84.5,86,92.5,90.33,83.67,91.17,86.17,81.5,85.5,89.83,87.17,88,85.83,86.9
92.44,88.5,83.17,79,82.67,85.5,88.33,80.33,83.83,86,86.67,78.33,83,88.17,84.71
82.94,83.83,86.33,79.25,86.33,81.78,86.5,88.83,89.17,85,85.83,82.67,87.67,87.83,85.28
88.61,87,91,87.75,85.5,89.22,84,81.17,87.5,89.83,83.33,87.17,82.67,87.67,86.6
86.89,85.67,89,85.25,83.67,86.33,86.83,84.33,85.5,83.83,90.67,88,85.17,86,86.22
88.89,83.17,91.83,83.75,85.17,87.72,89.5,92.67,89.5,87,84.33,91.17,86,83.83,87.47
86.44,90.17,86.5,86,90,82.61,86.33,82.67,89.83,83.17,79.33,90.33,87.5,86.33,86.23
83.56,90.33,85.67,88.25,87.83,89.22,82,86.17,84,90.17,84.33,84.17,89.67,81.17,86.18
94.44,85.67,89,92.25,84.33,91.17,85,86.5,89.33,82.17,86,85.67,84,82.33,86.99
89.61,83.67,85.67,92,86,89.06,92.17,79.33,89.17,90.5,89,86.67,88.33,88.33,87.82
82.11,81.83,84,88.5,86.33,84.61,89,87,82.83,89.67,88.17,85.17,86.17,89.83,86.09
87.39,85.33,85.17,86.25,87,89.33,88.5,87.5,87.83,88,87.33,85,84.83,85.67,86.8
82.5,86,85.67,84.25,90.5,83.5,88.83,83.33,81.67,92.17,87,85.67,79,84.5,85.33
85.33,84.83,86.67,85.5,83.5,91.94,82.5,84.33,82.67,90.83,86.33,86.83,89.17,89,86.39
85.56,88.17,85.67,85,90.83,88.94,93.5,83.5,87,85.17,83,87,81.5,92,86.92
89.94,89.33,85.33,85.75,83.33,87,90.17,84.17,84.17,83.67,87.5,86,85.67,82.5,86.04
86.61,86.83,84,87,80.67,80.5,90.17,90.33,88.67,87,88.33,86.17,87.67,87.33,86.52
91.33,90.17,89.5,83.5,88.33,86.83,88.5,91.67,93.5,82.83,84.5,89.67,88.83,82.33,87.96
86.56,87,83.83,83.25,89.83,83.67,85.5,89.17,86.83,87.67,89.17,86.83,86.5,82.5,86.31
82.94,87.17,85.5,87.75,84.83,84.56,86.17,85,88.83,83.33,90.67,87.67,89.33,87.17,86.49
86.83,85.83,88.5,88.5,93.17,87.61,85.33,86,85.83,86.5,85.33,87.17,88,88.83,87.39
87.89,83.83,84,89.25,86.83,87.61,86.67,88.83,83.33,84.17,83.17,80.17,88.5,87.17,85.82
87.39,85.33,86.17,83.25,83.67,86.06,83.33,85.83,82.33,88,92.67,84.67,88.17,81.67,85.61
88.39,88.67,84.33,89.25,85,91.28,89.33,90.33,85.83,90.33,85.83,81.83,83.67,90.5,87.47
91.61,84.33,87,82.25,87.33,80.22,88.5,84,84.83,85.17,82.5,84.67,85.5,86.33,85.3
85.28,86,90,84.5,87.67,87.5,91.83,82.5,86.83,86.5,83.17,85.5,80.67,86.33,86.02
86.39,92,89.5,87.5,90.67,86.5,87.5,83.33,92.67,91,89.83,85.83,84.5,87.17,88.17
86.39,81.67,87.33,85.25,89,88.44,87.17,87.5,83.33,88.83,85.33,93,88,83,86.73
83.17,86.83,82.17,81,81.67,84.22,88.33,85,86.67,83.83,86.67,89.67,86.5,85.83,85.11
86.44,85.17,86.83,86.75,87.5,82.5,91.67,82.5,91.17,88,83.17,85.67,87.5,84.67,86.39
86.17,82.33,81.17,82.75,87.83,83.67,83.83,93,87,84,83.67,79.83,82,84.5,84.41
84.06,84.17,91.5,86.75,85,88.72,82.5,86,85,80.5,86.5,88.5,87.33,84.67,85.8
88.33,88.5,82.83,92.75,82.33,86.17,84.83,84,84.67,84.67,88.33,82,83.33,88,85.77
84.39,84.5,83.17,88,89.5,88.83,89.17,86.17,85.33,88,91.83,86.5,87.5,88.5,87.24
82.61,82.83,86.33,95.25,86,86.17,89,89.67,87.67,86.67,87,88,87.83,87.17,87.3
90.94,84.33,89.17,82.5,86.17,83.22,88.17,84.83,87.67,80.67,87.17,84.17,86.17,85.67,85.77
87.61,87.33,83.5,90,79.33,87.94,81.67,90.83,87.33,86.17,87.17,83.67,85.5,87.5,86.11
90,85,84.83,90,84.17,88.11,85.33,86,90.83,88.67,85.83,83.67,83.67,83.5,86.4
90.83,80,84,87.25,84.83,85.72,86.33,86.33,86.83,84.17,87.33,87.33,82.83,80.67,85.32
88.06,88.83,88.5,86.5,82.17,87.89,86.17,86.5,85,85.83,86.17,90.33,86.83,80.17,86.35
87.28,85.17,84.17,85,82.17,85.61,82.83,80,88.83,90,86.33,87.67,84.67,85.67,85.38
93.72,81.17,85.33,89,86.17,87.11,82.33,86.33,85.33,86.17,85.17,91.17,84.67,85.33,86.36
87.44,87.83,88.83,90.5,88.83,93.06,87,89.67,87,83.17,83.33,86,83.17,88,87.42
90.39,85,82.33,90.25,85,86.5,88.17,88.83,84.67,84.33,88.67,85,81.67,85.33,86.15
91.5,84.33,83.67,87.25,85.17,88.56,86.5,83.67,89.67,85.5,88.33,89,89.67,84.33,86.94
82.56,88.33,87.33,86,85.67,87.11,86.5,89.5,84,88.17,88.67,86.33,91.33,81.33,86.63
84.11,85.83,85.83,87.25,91.5,85.94,88.67,88.83,86.83,84.33,87.83,86.17,83.83,82.17,86.37
84.33,87.33,86.17,88,84.17,85.72,86.67,86.5,85.5,91,84.33,87.17,89.17,87.67,86.69
85.17,86,87.5,79.25,84,85.78,89.67,89.83,84.83,84.33,82.67,82,84.17,88.17,85.24
88.06,91.17,88.17,85,85.67,86.22,87,88.33,89.33,88.5,87.67,86.83,89.33,90.5,87.98
88.72,82.83,84.5,82,86.83,85.94,85.5,90.67,82.17,91.83,86,83.5,88.33,84,85.92
85.83,85.83,88,87.75,88.67,84.28,87.67,87.17,85.17,85.5,90.5,85,84.5,89,86.78
86.39,86.17,85,83,92,83.94,86.83,84.83,86.33,87,90.17,81.83,83.67,89,86.15
83.17,86,83,81,88.5,80.22,86,87.33,85.33,83.5,91.83,84.33,83,90.5,85.27
81.61,86.67,83.33,91.25,89.5,88.67,89.67,83.5,86.5,90.33,90,88.83,88,84.67,87.32
83.44,87.83,92.5,81,82.33,87.28,89,83.83,87.83,84.83,90.83,86.83,84.67,88.17,86.46
87.78,85.5,85.33,84.75,87.33,89.06,88.17,85.33,82.17,82,83,85.17,88.67,87,85.8
90.06,88.5,84.83,84.5,89.83,82.17,85.5,85,92.17,85,86.17,81.67,91.17,86,86.61
92.72,82.33,84.83,86,84.83,89.61,84.5,81.17,84.17,87.17,84.5,88.33,85.5,86.17,85.85
88.22,90.33,87.33,91.75,85.33,92.17,84.83,92,84.67,87.5,85.83,82.67,89.5,85.5,87.69
82.72,89,84.67,91.5,86.17,87.06,93.17,87.33,88,88,88,85,81.83,87,87.1
84.89,82.33,86.5,86.5,89.5,86.94,83.17,87.17,84,89,86.67,80,89.83,83,85.68
86.61,86.33,90.5,86,89.5,83.28,89.33,84.33,85,93,91.83,90.17,89,90.17,88.22
85.89,86.5,86.17,89,86.17,83.89,83.5,85.5,86.33,89.33,89,90.5,84,85.33,86.51
83.33,86.83,86.17,94.25,86.5,87.39,88.67,88,83.17,91.33,87,81.17,83.17,86,86.64
84.83,87.33,85.33,90.5,90.5,86.56,86.5,84.67,84,84.67,87.17,87.33,86.67,84.33,86.46
89.06,85.33,86.17,88.75,86.33,86.22,87.5,84.83,88.67,89.5,85.5,85.83,85.67,90,87.1
84.33,89.33,87.67,91.5,86.33,86.56,83.5,84.67,92.33,87.17,84.67,89.67,86.17,90,87.42
84.39,88,84.83,82.5,85.17,91.11,89,86.33,84.83,86,84.83,88.67,85.17,91,86.56
81.94,90,88.33,86.5,91.33,82.78,89.17,81.33,88.83,87.17,89.5,87,85.5,86.5,86.85
88.22,81.67,84,88.5,84.67,85.06,89.5,85,84.83,88,84.83,89.17,83.17,90,86.19
91.83,78.17,87.67,87.25,81.67,83.5,85.5,85,84.33,88.67,85.83,82.33,86.67,84.33,85.2
85.33,87.5,84.83,89,83.33,82.39,83,87.17,78.5,86.17,85,86.67,88.17,86.33,85.24
86.28,80.67,89.33,85.75,88.17,86.06,85.67,87,85.83,86,86.67,88,89.5,83.83,86.34
88.28,90,87.33,86.5,83.67,83.06,87.67,80.83,84.83,91,86.67,91.67,93.17,82.67,86.95
85.72,83.17,83.67,94,87.67,84.44,85.33,84.33,87.33,88.83,85.5,82.83,88.17,86.33,86.24
86.67,84.67,92.33,87,85,87.06,86.17,88.33,90.5,87.5,81.5,86,87.5,88.67,87.06
87.89,89.17,89,86.25,86.83,86.22,85.67,86.83,82,87.17,88.33,90.17,86.83,82.67,86.79
84.33,83.33,86.17,86.25,85.5,88,84.67,81.83,90.67,88.83,85.5,83,84,83.17,85.38
87.83,87,84.17,93,88.83,82.78,86.83,86.5,83.17,87.33,85.33,90,85.33,87.33,86.82
87.22,92.67,82.5,85.5,87,83.06,83.33,85.17,87.83,94,86.83,87.83,86.67,86,86.83
88,88.5,86.17,84.75,85.5,84.56,83.5,88,84.5,81.67,83.83,84.67,87.5,83,85.3
88.11,86,87,83.25,88.17,88.5,82.83,85.33,86.5,91.33,86.5,92.5,82.17,87.17,86.81
85.22,86,83,92.25,86.5,81.67,92.17,85.67,89.83,87.17,80.67,83.5,89.83,89.33,86.63
89.28,83.17,84.17,84.5,79.17,86.61,88.33,91,86,86,88.83,83.83,88,80,85.63
87.56,80.67,86.33,90.75,86.33,88.33,86.83,90.33,87,83.83,87.83,83.33,82.67,83.67,86.11
84.78,87.33,89,89,89.5,83.44,89.83,87.5,90.17,87.17,86.83,86,85.83,86.67,87.36
85.67,86.5,87.83,87.5,91,86.06,87,89.17,82.17,84.67,80.5,83.5,86.67,90.5,86.34
90.39,82.83,86.83,80.5,81.33,87.61,85.83,84.67,85.17,85,85.33,84.33,87.67,84.67,85.15
87.28,94.17,85.33,82,87.17,85.39,86.67,89.33,89.67,80,85.17,90,87,88.67,86.99
85.61,93,83.5,86.5,81.83,91.17,83.33,89.67,89.83,86.17,88.17,85.33,87.33,94.33,87.56
86.5,84.17,82,87.25,88,85.39,90.67,86,83.83,85.67,84.33,85.83,88.17,83.33,85.8
84.17,85.17,85.67,92.25,91.17,85.56,86.33,93.5,86.67,84.83,86,88.17,83,85.67,87.01
82.78,89.5,81.67,92.25,85.67,84.94,83.5,88.67,89,89.17,84.67,86.33,87.17,83,86.31
85.72,82.33,90.17,88.25,93.83,86.67,87.5,89,89.5,87.5,88,85,87.83,88.33,87.83
84.5,81.83,85,90,83.83,82.44,89.67,85.17,88.17,87.33,89.67,83.67,85.17,81.67,85.58
82.94,83.33,87.83,89.25,91.83,82.67,84.67,89.67,85.83,87.17,89.33,81.33,85.17,86.17,86.23
87.11,89.67,89.5,89,90,83.11,91,88,82.33,84.17,88.17,82,87.5,86.33,86.99
87.5,85.5,88.17,81.5,83.17,82.17,87.67,84.33,87.5,85.17,84.83,78.83,84.83,81.67,84.49
87.78,85,87.83,80.25,85.67,84.22,84.17,81.83,86,86.83,88.83,87.17,92.5,88.33,86.17
84.5,82.67,89.67,84,90.33,88.78,88.33,90.33,86.83,93.67,86.5,86.67,90.33,89.33,88
88.72,87.33,91.33,82.5,87.5,85.89,90,88.5,88.83,85,81.17,84.17,85.67,88.5,86.79
83.44,80.33,90.67,88.5,84.67,87.56,86.17,88.83,85.33,89.5,86.17,88.17,91.33,83.5,86.73
83.06,82.17,84.83,89,85,91.67,83.33,86.83,84,83.83,85,86.83,86.33,84.83,85.48
88.78,89,86.5,91.25,89.5,88.11,85.17,90.83,81.67,88.5,83.33,87.5,87.5,87.67,87.52
84.83,86.67,84.67,81.75,90.67,89.5,87.5,84.5,80.5,88,88.17,90.83,89.5,84.17,86.52
86.11,88.17,89,84.25,86.83,89.72,88.83,88,81.67,88.5,83,88.33,89.33,84.17,86.85
94.22,89.17,84.17,92.25,82.17,82.28,88.17,91.83,85.17,88.33,86.33,82.17,84.5,89.67,87.17
85.83,84.83,90.17,90,82.33,84,89.33,84.5,84.5,83.17,85.17,88,90.33,86,86.3
87.22,83,85.5,90.75,83.83,89.61,83.83,87,83.5,85.67,83.67,82.83,91.67,87,86.08
88.56,85,85.67,94.75,88.67,81.89,92.17,87.67,90.17,87.67,86,89.17,80.83,87,87.51
86.33,82.67,88.67,84,84,90.78,82,88.83,81.5,87,82.83,90.67,85.33,85.33,85.71
86.94,83.17,86.5,90.5,87.67,90.94,85.83,83.17,86.67,85.33,89.5,82.83,86,80.33,86.1
85.89,86.5,90.67,89.75,85,90.89,87.17,87,86.17,82.5,85.67,82.67,87,91.83,87.05
90.56,92.17,84.67,86,86.67,85.44,84.83,86.17,86.5,90,85.17,86.17,90.5,82.83,86.98
80.28,89.33,83.17,79.5,87.33,87.78,84.5,87.83,91.83,90,84.83,88.5,82.5,83,85.74
84,89.5,86.83,89.5,83,85.94,86,83.33,83.33,85.17,89,86.83,84.5,85.83,85.91
88.22,86,83.17,81.5,85.83,86.78,86.33,89.33,92.17,87,91.33,88.33,87.33,89,87.31
89.39,86.33,83.67,86.75,86.17,86,86.67,84.17,82.17,85.33,88.33,85,90.83,87.67,86.32
85.89,89.33,82.5,84.25,89.83,86.11,86.17,85.33,87.17,81,84,84.5,85.17,85.67,85.49
84.06,89.17,85.5,92.25,86.17,85.39,86.83,85.33,86.17,89.67,81.5,83.67,87.67,86.5,86.42
92.78,87.83,89,86.25,85.83,88.11,87.67,92.67,84.17,87,87.17,88.33,87.67,85.33,87.84
84.11,88.67,87.67,85.75,91.83,90.89,88.83,92.17,82.17,81.5,86.17,89.67,88.17,88,87.54
87.89,86.17,86.67,89.5,83.83,86.44,88.67,89.83,86.5,90.17,90.67,88.67,84.83,83.67,87.39
83.94,82,93.5,79.5,89.67,85.61,86.67,85,82.5,81.33,84.5,87.33,84.83,85.83,85.16
84.67,86.67,84.67,86.5,89,81.06,91.5,84.67,82.83,89.33,91.5,86.33,85.17,84,86.28
88.44,84.17,83.33,89,92.17,89.17,87,85.33,86,80.83,84.17,91,82.17,88.83,86.54
87,83.17,89.5,85,85,88.28,86.83,84,86.67,87.33,79,88.17,89.33,88.33,86.26
82.83,87,83.67,93,82.83,85.22,82.67,84.5,84.5,84.67,89.67,89,84.67,84,85.59
87.89,90.5,87.83,85,86.5,83.06,85.83,93,83.5,86,83.33,85.5,88.33,86.5,86.63
86.39,85.17,84.17,86,88.17,85.11,83.5,87,87.33,82.5,91.17,84.83,87.67,87.33,86.17
83.39,86.17,89.17,88,87.5,86.17,86,86.83,88.67,86.17,88.17,93.83,89,88.5,87.68
88.33,84.17,85.67,88.75,83.17,86,84,83.17,88,85.67,87.17,83.5,88.83,88.67,86.08
90.67,91,87.17,83.25,86.5,92.56,84,85.17,84.67,89.67,88.33,85,82.17,87.67,86.99
84.83,86.33,83.83,89.5,87,90,83.17,85.5,85.83,87.17,88.33,91,83.17,88.17,86.7
87.39,86.83,84.17,84,84.5,85.44,89.67,82.33,88.33,89.83,87.83,84.17,86.17,90.33,86.5
81.28,84.67,84.33,89.5,83.5,83.17,84.83,90.67,85.83,82.67,86.5,90.67,84.5,81.67,85.27
86.61,87.83,89.5,83.25,87.67,84.61,89.17,84.5,90,85.17,80.5,83.17,88.67,86.83,86.25
87.17,89.5,88.67,86,84.67,86.11,88.67,84,89.33,83.5,83.83,86.5,85.5,81.33,86.06
86.22,84,81,83.75,88.83,87.11,85.83,89.5,92.5,82.67,84,86.67,86.83,87,86.14
79.94,87.67,87.83,87.75,86.5,87,87,82.33,84.5,81.83,79.83,86.33,86.5,83.83,84.92
83.61,86.5,85.17,87.75,89.5,85.39,84.33,84.67,83,85.67,83.17,84.17,88.83,83.67,85.39
81.94,86.67,87.17,87.75,83.5,83.44,87,89,84.83,88.5,81.5,91.33,86.67,87.67,86.21
85.17,84.5,88.83,80.25,85.67,85.28,79.83,88.33,85.33,83.33,88.17,89.67,85.67,89.17,85.66
85.72,87.33,87,79.5,88.5,87.56,89.33,87.5,86.5,83.5,83.67,93,87,91,86.94
83.61,87.17,87.17,83.25,90.5,86.17,81.17,84.67,83.83,85.67,86.67,85.67,83.83,86.83,85.44
88.28,88,88.33,82.5,83.5,88.56,91.5,85.5,88.33,88.17,87,91,90.83,84.5,87.57
83.39,84,87.33,84.5,82.83,84.61,86.5,89.67,86.83,89,87.33,88.83,85.17,88.83,86.35
84.78,82.33,86.67,86.5,82.5,86.78,87.83,84.83,82.83,88,82,88,90.67,86.17,85.71
86.67,89,87.17,86.5,84.17,84.11,88.33,84.33,89.5,87.83,86.33,80.67,89.5,89.67,86.7
85.06,90,85.67,85.25,80.83,93.44,85.83,86,86.83,83.67,87,90.67,80,82.83,85.93
88.89,87.17,85.67,86.25,84.83,83.22,85.5,87.17,90.83,85.67,90.33,86.33,91,85.33,87.01
87.28,84.5,92,84.25,85.83,87.61,87.5,89.67,81,88.67,86.17,81.83,89.83,82.17,86.31
87.56,86.67,85,84,87.33,85.61,88.33,83.17,86.83,87.67,85.83,85.67,87.17,89.5,86.45
84.94,86.5,88.5,90.75,86.67,87.11,86.83,86,83.67,84.17,86.33,86.33,84.5,88.33,86.47
85.39,84.33,86.67,85.25,83.5,84.56,83.33,94.5,87.5,87.17,88.83,87.67,82.5,86.83,86.29
82.44,87,82.83,87,88.17,86.39,85.67,85.83,83.5,83,90.17,89.17,90,88.5,86.4
88.61,84.5,90.33,84,86,85.22,84.33,86.33,83.17,80.83,83.17,90.67,85.83,92.83,86.13
83.17,80.83,87.33,90.5,84.83,85.44,87.17,85.17,81.17,80.83,83.67,88,82.83,85,84.71
84.06,82.83,89.67,81.75,85.83,88.44,85.83,86.33,83.83,89,87.33,87.83,84.5,79.33,85.47
83.22,86.67,85.33,86.25,85,88.78,89.83,85.83,84.17,82.83,81.67,85.33,88.17,87.5,85.76
90.89,86.83,85.83,85.5,86.33,85.17,91.83,82.83,84,88.67,90.17,85,82.17,87.17,86.6
81.89,84.5,89.5,85.75,84.17,82.5,87.5,85,89.83,86.33,82.67,85.17,85.83,84.83,85.39
84.11,89,90.5,87,83.33,85.11,87.33,88.17,82,85.5,88.5,85.33,91.5,85.17,86.61
87.89,87.83,88.17,81.75,88.5,85.11,87.5,89,83.67,89.83,86.17,87.5,87.67,90.67,87.23
85.39,87.5,88.33,86.25,90,85.06,81.33,85.67,88.83,86.17,87.83,87.67,86,84.17,86.44
85.61,88.83,82.83,84.5,88.5,87.78,83.5,85.67,88.83,88,91.67,85,89.67,88.5,87.06
82.78,84.67,87.33,89.25,84.33,81.83,81.17,84.33,85.5,85.83,82.33,90.67,80.5,86.67,84.8
86.39,85.67,83.5,89.75,86.67,83.56,94.67,91.33,86.67,90.5,82,88.17,86.33,89.5,87.48
90.89,83.67,87.5,87.75,88.83,87.72,87.33,89.5,85.17,85.33,91,88.67,84.33,89.17,87.63
88.33,89.67,92.83,82.5,87.67,90.83,88,86.33,86,86,85.33,85.17,88,86,87.33
82.67,87.5,86.83,88,87.17,84.28,84,87.67,82.67,89,84.83,88.67,86.33,90,86.4
82.17,86,83.83,89.75,87.17,82.56,86.17,92,89.5,86.67,86.17,89.67,82.5,87.33,86.53
87.72,86.33,91.83,88.25,89.83,86,84.5,84.17,83.17,84.5,91.5,83.17,83.17,86.67,86.49
86.22,82.33,87.17,84.75,85.83,89.22,90,92,92.33,88,88.67,86,90,85.33,87.7
83.89,86.33,92.17,87,89.17,90.17,87.67,81.5,84.83,84.83,86,84.67,89.17,87.67,86.79
87.94,86.67,85.5,81,87.83,87.89,89,89.5,82.67,80.83,89.33,86.17,80.33,86.5,85.8
88.33,84.83,90.33,94.5,84.67,87.44,82.83,89,84.83,88.5,84.67,84.67,88.33,87.17,87.15
84.17,83.83,83.67,86.25,91.83,89.06,87.83,81.5,84.17,92.67,90.5,86.33,84.83,90.17,86.91
88.83,89.83,85.83,83.25,87.5,91.78,85.33,84.33,85.5,80.83,86,85.83,83.17,85,85.93
87.56,88.83,84.67,88,80.33,90.17,83,85.83,83.33,82.17,88,90,86.83,87.67,86.17
86.56,88.33,89.33,94,85.5,89.78,91.17,82.83,86.5,85.17,84.5,88,82.67,83.83,87.01
85.72,91.5,85.83,86.75,91.33,88.56,90.17,88.33,85.33,82.83,85.33,85,85.33,85.33,86.95
83.39,82.17,87.17,80.25,87.5,88,88,83.33,86.83,93.67,85,87.67,89.5,90.33,86.63
84.11,93.33,82,87,84.83,86.83,88.83,87.17,88.67,85.67,91.17,85.83,84.83,84.33,86.76
88.67,82.17,85,85.25,86.83,87.11,84.5,88.33,87.17,91.33,83.83,91.33,88.67,87.83,87
85.78,83,82,80.5,87,86.56,85.67,91.67,85.83,85.83,88.33,81.83,90.5,86.67,85.8
84.94,82.5,88,87.75,78.17,82.56,87.67,86.5,84,84.5,84,85.67,87,87.5,85.05
86.61,87.33,84.67,81.75,88.67,86.33,90.17,91.33,87.33,83.33,84.33,81.83,89.5,86.33,86.39
81.06,87.17,85.67,81.5,83.5,89.22,86,89.5,84.17,88.17,85,88.67,86.33,90.83,86.2
84.78,84,84.17,88,88.33,83.33,87.33,91.67,87,84.83,88.17,85.5,86.83,89.83,86.7
80.5,88,88,89,88.83,85.39,87.83,85.33,87.83,83.5,88,88.5,87.83,83.17,86.55
83.5,92.17,85,93,82.83,83.17,85.5,91.83,87.17,86.33,89.33,85.67,87.5,90,87.36
84.06,84.5,93.5,82,90.5,84.89,90.83,85.83,87.67,85.17,88.83,87.5,86.5,84,86.84
84.11,82.83,87.33,81.75,82.5,82.61,84.83,83.83,89.67,88.17,88.33,84.67,87.5,86.33,85.32
79.06,93.17,84.17,84.25,87,87.94,82.83,82,80,86,81.83,84.5,83,85.5,84.38
88.83,89.67,82.83,80.75,81.33,86.06,87,84.17,88.5,84.17,84,87.5,86.67,91.83,85.95
87.11,88,87.83,81.5,86.5,88.33,89.17,80.33,89.67,88,86.83,84.67,90.5,84.33,86.63
82.5,86.83,91,84,89.33,85.83,87.17,88,85.5,87.5,85.33,87,89,88.33,86.95
89.06,87.83,86.33,85.25,92.67,91.94,89,89.67,89.67,91.83,86.33,85.33,89.33,85.67,88.57
90.89,86.5,87.33,82.75,87.67,89.11,87.67,90,87,89.33,88.17,91.5,88.33,87.33,88.11
87.94,88.33,88.5,85.5,80.33,88.5,80.67,86.67,89.83,85.83,88.33,90.5,89.67,88.5,87.08
88,86.33,90.5,88,81.83,85,88,84.5,84.33,81.83,88.67,92.67,83.5,89.17,86.6
86.94,86.5,89.17,83.75,92.17,89.22,92,85.5,84.5,89.5,86.67,89.67,87.67,86.5,87.84
87.22,84.83,87.17,81.75,87.17,86.56,89.17,86.17,85.5,88.5,89.83,89.83,90.17,84,86.99
86.39,83.83,88,87.75,83.33,86.83,84.5,84,91.67,85.33,89.83,87.5,86.33,90.17,86.82
86.78,87.5,87.67,84.25,90.17,88.44,84.17,80,85.83,85,83.33,88.5,89.83,86.5,86.28
91,90.67,86.83,86.5,83,82.61,85.83,87.67,89.5,85.5,84,90.83,90.33,84,87.02
83.78,87,84.67,89.5,85.17,83.78,83.33,87.67,85.17,84.5,86.17,84.33,90.5,88.5,86
88.33,87.83,83.67,86.75,83,87.28,83.33,90.33,84.5,84.83,86,84.67,85.67,85.5,85.84
86.83,86.33,86.17,83.5,79,89,86,92,84.83,93,83.83,86.67,84.83,92.67,86.76
88.83,84.83,84.5,81,88,89.83,90.17,82.17,86.67,83.83,85,84,87.83,89.83,86.18
89.44,86.5,87.67,82.75,86.5,86.72,90.17,89.83,83.83,85.33,86.5,88.5,85.67,87.17,86.9
80.17,85.5,85.5,84.75,82.67,89.06,86.83,84.17,83.83,92.67,89.33,87,90.83,91,86.66
88.78,90.17,88.67,78,84.17,88.06,92.83,86.33,84.83,91,82.17,88.83,86.17,84,86.71
83.44,82,81.33,88,81.33,83.33,81.83,85.67,83.5,87.17,82,84,84.5,89,84.08
85.72,87.5,87.17,84,85.5,89.28,84.5,88.5,88.33,85.83,92.83,84.67,84.67,87.67,86.87
85.61,86.5,91.67,85.75,86.83,87.06,84,87.5,86,83.83,86,84,84.17,84.17,85.93
90.78,82.83,91.83,91.25,90.83,82.89,82.83,87.33,85.33,82.67,84.83,85.5,87.83,83.33,86.43
87.5,87,90.33,82.5,86.17,82.67,82,82.5,88,87.33,83.5,79.5,84.33,85,84.88
81.94,85.83,86.5,86,88.33,88.5,85.5,88.5,86.33,87,93.5,86.83,87.33,87,87.08
86.06,89.33,87.17,87.5,90.33,83.06,85,86.33,88,86.67,82.17,86.17,85,86.83,86.4
89.33,85.5,83.17,84.75,86.17,86.5,83.83,92.5,84.67,82.17,86.67,87.33,85.5,83.5,85.83
85.44,85.83,87.67,84.25,87,87.83,90,83.67,81,88,89.67,89.5,84,88.33,86.59
87.33,87.67,86.33,87.75,83.67,82.22,81.83,87.67,87.67,87.83,89.5,88,90.17,87.67,86.81
90.83,86.33,85.33,86.75,84.33,85.22,87.67,89.83,86.17,80.17,91.5,85.67,88.5,81,86.38
87.33,79.33,83.5,82.5,84.17,86.72,89,88.5,89.83,87.5,85.5,83.5,86.33,82.83,85.47
90.72,81.5,85,85.75,89.5,92.11,89.5,86.33,81.5,84.5,88.17,84.67,89,89.17,86.96
88.22,89.17,85.83,91.75,92.17,87.67,81.67,86,88.83,83.83,91.5,88.67,82.83,89.33,87.68
84.44,91,78,92.25,85.17,87.17,87.67,86.33,87.17,80.83,86.83,83.5,83,84.17,85.54
89.11,85.83,93.5,85.5,88.5,82.89,89.83,89.33,86.5,89.83,90.17,90,92,81,88.14
89.61,85.67,84.33,80,85.83,83.83,88.17,86.83,86,85.67,82.33,84.17,82.67,89.83,85.35
83.78,85.83,84.33,91.25,88.33,86.06,87.17,86.83,84.17,88.5,90.67,86,89.17,88,87.15
86.44,85.83,83.5,87.5,87,84.33,84.67,86,84.67,87,86.67,85.5,88.5,89,86.19
82.22,89.5,87.33,86,80.83,85.94,90.17,82.17,82.33,89.17,87.17,90,83.83,83.17,85.7
87.94,86.17,87.83,86,84.5,86.83,88.67,84.33,87.17,85.5,85.67,81.17,84.17,88.17,86.01
87.61,89.33,81.83,84,89.33,90.28,87.17,84,86,89.83,92.67,91.67,85.83,86.33,87.56
81.06,82.83,84.17,82.25,87.17,88.5,84.67,81.5,86,86.67,89,92.33,85.5,87,85.62
82.44,80.5,88.67,91.75,91.5,84.72,88.83,88.5,93.33,87.67,81.67,90,88.33,84.33,87.3
81.61,86.17,82,88,83.67,87,84,85.83,84.17,86.33,82.67,82.5,90.83,88.67,85.25
85.5,90.67,85.67,87.5,84,89.06,88.33,88.5,86,87.5,84.83,86,82,82.83,86.31
84.72,85,88.33,87.75,91.17,87.33,88.17,91.67,83.17,86.17,85.83,88.5,87.67,87.33,87.34
82.39,87.33,87.5,80,89.5,87.5,84.67,89.17,82.33,87.83,88.5,84.83,83.5,90,86.08
86.22,83.33,85,91,87.33,83.11,90.5,87.83,86.5,92,86.83,86.33,84.83,88.83,87.12
85.72,80.33,84,89,85.67,88.89,88.5,81.67,86.17,83.67,84.67,84,87.33,84,85.26
89.17,85.17,84.67,91.25,89.67,84.94,86.67,82,84.67,82.5,87.33,83.67,81.83,88.17,85.84
