CSR10000,CEM10000,ORH10000,CRM10000,ITM10000,CIM10000,CPM10000,QSL10000,BIM10000,BPR10000,BIH10000,BEV10000,CHG10000,CBC10000,RTN10000,CII10000,CCM10000,CSP10000,CFS10000,CUST_001
55.13,64.43,58.13,53.74,62.53,57.95,54.53,61.84,66.79,52.53,63.47,64.53,53.95,60.32,59.68,59.37,65,61.58,54.16,59.45
60.07,63.93,56.13,67.16,60.42,65.63,65.89,57.47,51.84,55.16,49.79,61.21,54.37,62.84,57.63,68.11,53,54.32,55.42,58.97
55.27,54.93,60.73,64.95,71.68,53.89,63.84,53.95,62.16,57.16,54.58,61.47,52.53,53.21,49.68,66.42,59.79,61.68,67.42,59.23
51.67,49.79,71.47,55.84,57.58,71.11,58.37,61.11,60.74,51.32,57.42,53.37,65.58,62.11,57.26,63.74,50.16,62.89,55.05,58.77
65.07,62.07,53.47,56.37,54.37,54.11,77.63,57.95,52.16,64.95,66.42,56.89,48.11,67.74,56.79,64.79,71.47,66.74,61.74,60.99
61.8,59.79,67.13,54.84,57.74,53.74,68.74,59.63,64.47,62.37,48.89,54.47,59.11,58.26,63.26,60.47,63.89,58.89,52.32,59.46
58.27,55.79,59.73,58.42,63.16,68.84,58,59.74,52.05,58.58,55.47,59.21,60.53,62.53,59.63,53.37,57.11,54.21,52.58,58.27
62.33,66.71,66.87,56.42,63.16,58.37,58.74,67.58,63.26,60.16,63.21,58.32,61.84,58.74,56.47,52.42,61.58,68.63,60.53,61.33
57.67,54.57,61,51.74,57.05,55.42,66.26,58.58,61.26,52.79,67.37,53.32,71.42,62.16,60.37,60.21,51.05,65.95,58.37,59.29
60.33,49.43,61.53,56.95,62.74,50.21,50.53,63.95,60.74,55.42,59.05,56.21,54.68,61.11,62.21,55.89,56.26,56.11,59.89,57.54
61.6,55.57,54,58,59.79,58.79,56.74,59.42,63.26,54.79,59.21,59.63,60.37,62.95,63.47,52.89,55.05,55.47,69.16,58.96
60.53,74,56.8,61.95,63.42,58.11,63.05,57.26,61.16,56.42,58.68,54.37,59.16,65.37,58.53,50.37,60.21,52.58,50.79,59.09
64.13,59.29,71.4,71.37,47,57.89,56.47,63.74,63.11,59.21,66.26,63.32,57.74,59.47,58.74,52.26,48.16,53.95,58.21,59.56
68.6,74.43,65.67,60.26,56.89,65.26,51.58,50.37,48.47,57.68,64.42,52.79,56.16,63.16,55.32,59.21,59.68,61.58,54.26,59.25
65.93,56.14,64.73,56.53,56.05,70.32,61.16,65.63,56.84,60.21,56.53,56.74,53.74,61.16,60.47,56.68,53.79,61.74,65.37,59.99
62.73,55.36,61.53,60.37,59.74,56.26,56.11,53.21,57.21,62.05,55.84,51.47,61.63,60.68,56.37,62.11,58.05,50.79,59.26,57.94
66.07,56.86,59.67,61.32,60.37,63,52.84,64.42,55.63,48.16,54.16,66.58,64.74,53.05,61.58,63.74,58.05,68.42,69.84,60.45
58.07,57.57,58.13,56.21,60.95,50.26,53,48.95,64.16,45,63.05,68.53,52.21,59.58,61.16,59.95,62.63,63,62.53,58.15
50.4,50.36,55.4,57.16,49.84,54.32,63.26,55.11,53.74,61,50.11,61.42,63,57.16,64.68,60.68,64.26,59.32,51.95,57.01
60.2,60.14,67.27,54.05,52.84,56.58,54.79,56.16,61.89,60,56.58,60.95,60.84,74.26,53.53,63.42,57.16,64.74,67.16,60.13
65.47,59.57,51.47,68.11,64.95,66.68,65.37,64.37,59.47,54.58,59.89,57.16,56.63,59.42,60.74,61.63,58.42,67.89,49.79,60.61
63.33,61.86,58.6,53.89,59.42,57.58,55.89,63.11,63,58.47,54.47,65.21,68.58,62.63,52.37,46.63,53.84,63.89,63.58,59.28
68.8,54.93,60.67,67.84,62.95,56.26,67.26,59.26,61.95,55.37,55.74,53.63,64.47,63.37,55,51.74,59.47,57.11,64.16,60
51.67,67.79,58.4,56.47,53.11,59.95,60.95,60.16,54.53,66.58,59.84,54.21,64,60.68,62.42,53.42,59.89,53.37,59.37,58.78
56.2,44.43,44.6,56.32,61.74,60.11,52.74,63.95,67.11,55.32,61.11,56.05,62.11,54.95,66.16,56.47,56.37,58.63,66.26,57.93
70.67,65.64,64.87,58.05,63.05,57.21,68.37,52.26,55.32,60.95,62.63,57.26,61.89,60.53,51.89,60.84,54.53,65.58,62.32,60.73
71.8,59.71,55.13,62.53,68.32,60.95,63,63.05,54.89,54.79,56.16,62.47,54.26,57.84,60.32,68.21,49.95,65.21,67.05,60.82
53.33,66.79,60.93,56.68,58.37,62,57.32,59.11,59.37,54.53,68.74,61.68,68.79,60.89,60.16,59.21,63.11,69.47,55.63,60.85
57.93,68.86,51.2,55.37,57.79,60.79,58.42,61.63,57.79,52.32,55,58.53,66.95,62.68,58.21,66.84,66.16,58.53,46.42,59.02
62,65.29,56.93,61.11,52.05,56,62.74,52.53,59.79,56.68,56.63,48.32,63.47,55.32,70.53,70.21,69.53,65,60.58,60.25
76.33,58.5,54,54.79,66.05,65.79,58.95,57.63,49.68,62.21,65.89,60.16,55.26,59.32,62.53,61.68,64.95,58.95,52.68,60.28
61.8,68.29,64.4,60.68,61.95,64.63,56.26,59.11,58.68,58.26,58,61.53,56.26,55.47,61.11,60.32,59.47,62.21,57.47,60.31
57.07,65.71,58.73,55.32,65.16,58.58,65.53,56.26,68.53,59.26,61.47,51.47,58,63.32,67.58,64,59.11,54.58,64.42,60.74
61.73,54.86,64.73,62.68,56.16,55.21,52.11,54.95,56.11,54.63,57.37,59.37,56.84,58.26,57.95,61.68,58.53,57.21,58.63,57.84
63.93,80.5,56.53,60.84,52.95,60.79,57.47,61.53,63.37,57.53,49.95,64.21,55.68,59.47,53,66,46.63,61.58,62.42,59.7
55.2,61,55.07,57.89,64,50.47,57.63,66.79,54.53,52.42,63.89,56.21,57.05,54.84,64.53,55.95,51.63,60.79,54.79,57.62
63,61.79,65.73,61.84,63.53,58.53,53.63,63.05,51.63,54.26,55.26,55.89,48.79,59.47,64.11,64.47,60.26,53,59,58.8
72.2,60.71,58.27,63.11,69.68,64.42,66.53,56.26,53.53,55.16,58.16,69.58,58.16,57.79,60.63,58.26,58.95,54.79,57.79,60.74
49.33,55.07,67.73,55.47,54.89,62.32,52.58,59.95,50.74,57.53,58,54.11,47.16,63.74,64.84,57.63,64.95,51.16,63.37,57.4
52.53,57.79,63,59.47,52.42,64.84,63.68,65.89,67.05,57.58,62.47,50.16,60,69.58,60.53,62.68,57.84,68.32,59.05,60.78
59.93,56.07,55.27,60.05,58.79,55.26,67.16,59.95,65.47,58.16,47.68,73.68,53.74,60,60,54.32,63.26,62.79,63.74,59.75
58,48.64,59.2,56.26,58.95,54.37,67,63.26,55.79,57.42,59.53,70.42,68.32,54.53,60.37,60.42,60.58,59.21,55.63,59.36
49.13,63.5,56.6,60.11,65.05,58.79,56.95,61.95,60.63,52.32,53.21,57.05,52.05,55.89,58.42,60.79,63.21,57.42,57.32,57.92
68.13,72.07,63.4,57,57.79,58.05,64.11,56.58,52.32,45.89,61.26,65.63,53.05,71.68,68.42,58.53,67.47,64.74,63.47,61.56
62.13,52.79,59.07,56.32,60.79,65.79,62.26,71.47,67.37,49.95,61.63,56.16,61.95,57.84,60.42,60.74,58.63,65.84,57.68,60.46
59.87,60.93,60,59.11,54.74,58.68,61.53,53.63,63.05,61.05,58.21,54.05,63.21,64.11,49.74,60.42,48.16,63.74,66.68,58.99
72.47,67.29,68.47,67.68,52.58,57.11,63.84,64.79,56.21,56.21,59.37,59.16,59.89,53.63,60.95,58.05,54.89,64.32,65,61.15
73.2,53.07,60.73,66.53,49.95,60.05,59.79,58.26,52.11,59.21,64,65.11,58.47,59.79,63.58,55.58,64.95,60.95,58.84,60.22
56.6,52.43,54.8,58.89,45.63,57.42,57.16,62.37,57.16,47.74,63.74,55.42,51.42,56.84,54.11,58.89,62.68,51.11,61.11,56.08
67.13,51.5,76.13,59.42,61.68,68.32,54.26,59.47,63.53,62.74,55.32,56.11,55.42,57.68,53.95,50.47,65.26,66.11,48.63,59.64
52.13,57.21,59.4,53.47,66.16,53.26,55.68,57.21,62.74,65.42,66.37,56.05,64.21,55.89,63.79,65.21,64.58,69.26,54.84,60.15
50.6,53.36,60.6,53.79,59.84,59.84,62.05,48.89,57.53,52.42,65.42,64.05,52.11,53.26,53.74,59.89,54.16,56.11,62,56.82
56.93,49.29,62.87,52.84,66.74,58.32,50.11,63.53,55.79,48.63,61.63,55.47,56.26,69.32,67.58,70.26,52.79,64.37,50.95,58.61
53.8,72.71,56.53,57.63,69.53,70.16,60.84,61.11,68,53.26,58.21,53.68,60.26,65,67.89,61,58.42,53.74,61.63,61.23
66.07,62.43,55.33,59.21,59.68,52.26,59.05,53.84,61.63,61.05,59.79,56.42,63.32,63.79,62.79,58.63,57.79,60.95,54.42,59.39
58.53,64.21,70.2,53.58,71,70.79,64.47,56,62.58,61,62.63,58.11,59.74,64.05,59.53,61.37,63.26,61.37,51.32,61.78
57.07,51.14,57.87,66.11,63.47,61.53,50.89,62.63,56.32,62.84,66.11,62.63,54.53,61.37,62,61.58,58.58,69.32,60.79,60.36
69.6,67.86,61.6,59.95,66.84,54.95,63.05,58.63,66.53,59.47,59.89,56.32,56.47,51.37,55.89,51.16,58.11,62.42,65.26,60.28
57.6,61.93,59.93,58.79,57.26,56.89,62.26,59.95,61.42,53.63,63.21,60.21,62.53,68.16,56.11,51.32,67.11,63.26,57.58,59.96
59.93,54.79,64.87,58.53,49.16,49.37,56.05,70.16,69.58,60.32,65.42,73.89,49.21,63.74,59.26,56.05,60.47,59.58,53.84,59.7
58.2,58.71,60.87,60.11,65.47,56.63,54.95,49.95,58.89,52.11,55.74,58.26,58.32,60.74,66.26,66,54.32,65,67.11,59.35
55.47,62.36,57.33,58.26,55.37,54.16,50.53,57.63,50.74,60.63,61.84,52.74,64.42,52.42,63.74,62.63,53.79,60.32,56.11,57.39
55.6,60.57,60.8,56.79,59.79,56.11,59.79,60.79,52.74,58,63.47,59.32,53.84,52.47,59.32,56.11,61.89,63.11,65.53,58.74
70,69.79,63.67,62.11,62.05,51.05,59.53,58.37,56.84,47.16,66.79,56.05,58.79,56.26,50.68,56.84,58.63,66.89,65.05,59.82
63.67,38.79,55.07,61.68,58.74,58.32,60.84,62.42,53.79,50,53.11,61.79,65.11,54.58,62.84,62.26,59.37,54.79,60.21,57.76
71.47,54.29,50.87,56.74,60.74,46.84,54.26,54,60.68,58.21,55.58,60,60.42,63.68,65.11,65.32,61,57.63,59.58,58.76
56.73,61.71,58.13,59.32,51.68,55.74,52.32,56,54.47,62.84,45.47,67.74,62.84,66.42,59.26,65.05,59.16,65.68,62.11,59.09
50.53,68.93,70.2,60.37,57,55.37,56.11,59.26,58.84,53.26,52.63,55,69.37,65.26,56.05,51.74,60.79,43.95,56.32,57.95
51.67,61.71,52.27,57.21,65.16,58.79,60.26,65.05,50.74,61.16,47.84,50.42,61.05,58.68,58.32,53.63,55.74,66.89,47.32,57.05
63.27,57.36,53,59.68,53.47,53.84,59.42,64.11,67,67.63,65.11,55,54.53,63.47,63.42,67.47,70.21,61.21,54.79,60.74
48.2,62.36,47.27,54.32,57.58,65.53,64.11,62.58,60.11,62.74,58.84,66.42,65.58,58.63,58,53.74,64.63,64.47,59.37,59.71
59.47,51.14,58.47,64.37,62.16,55.95,62.47,57.63,58.16,62.68,56.95,54.05,62.74,61.63,58.37,59.89,61.11,59.26,56.05,59.08
64.2,55.71,62,59.26,61.79,62.84,58.26,56.79,61.26,56.53,63.58,64.47,58.21,57.26,61.37,60.11,53,55.74,59.95,59.6
58.93,65.14,58.87,48.58,64.84,55.26,61.68,62.89,55.68,50.16,63.68,61.58,67.16,67.58,57.11,58.58,59.74,52.32,53.63,59.13
61.13,59.07,62.87,55.32,58.89,64.37,60.95,73,67.26,51.47,57.74,59.63,61.42,58.74,62.16,64.84,66.68,56.95,68.79,61.65
63.6,55.36,55.87,60.37,64.37,60.68,54.89,68.32,69.89,65.58,63.58,60.11,61.05,55.26,59.89,50.84,56.42,63.42,56.89,60.34
57.47,56.21,52.13,54.89,62,57.68,58.21,67.95,59.37,60.37,60.58,64.37,59.47,63.53,55.63,59.89,57.58,66.58,59.68,59.66
64.4,50,70.8,57.47,60.16,74.58,64.63,61.89,66.79,61.16,61.42,66.37,53.26,62.05,65.79,56.11,62.79,53.74,58.11,61.66
60.33,56.71,63,56.84,61.53,54.79,57.63,59.37,58,52.16,58.47,55.84,57.79,61.68,63,60.47,64.21,68.21,63.42,59.66
53.6,61.57,64.47,52.21,59.63,58.63,54.89,55.37,54.79,68.47,59.11,57.26,57.32,55.37,59.63,68.05,56.05,56.47,65.84,58.88
50.67,58.71,65.93,52.68,57.26,57.37,51.16,58.32,50.79,64.84,62.53,61.21,58.47,60.89,62.53,64.37,64.37,59.53,59.95,59.03
59.67,67.14,63.47,73.74,63.16,53.95,55.05,59.47,47.74,56.32,58.47,61,61.53,64.95,51.89,51.53,63.32,53.95,51.68,58.84
58.13,57.14,62.33,51.58,56.32,57,68,51,66.42,52.95,53.32,59.37,63.63,63.95,64.05,56.68,67.63,58.37,65.79,59.67
56.67,60.79,49.53,52.21,53.89,59.63,62.37,65.37,70.84,59.05,56.89,50.74,56.26,61.84,65.21,51.05,55.74,55,63.21,58.23
54.53,55.71,56.8,63.26,60.63,54.26,61.42,56.68,60.47,59.32,56.89,51.42,64.58,67.11,54.32,68.05,62.42,59.68,61.05,59.4
64.93,57,55.87,55.89,54.37,54.89,59.42,63.21,58.47,57.16,61.16,64.84,62.47,59.79,67.05,68.11,72.11,62.63,58.68,60.95
61.4,63.07,60.53,59.16,59.53,59.21,63.37,58.47,68.84,60.47,60.05,62.89,47,53.74,60.58,71.79,57.53,62.42,53.79,60.2
54.2,59.07,53.6,56.79,48.84,56.42,53.63,61.84,63.26,65.68,64.21,55.95,49.84,59.63,54.74,56.63,65.16,60.53,59.42,57.87
63,53.36,53.13,67.37,62.95,62.63,57.32,55.11,55.79,63.53,59.05,61.11,56.21,57.42,52.58,61.53,53.05,53.32,60.26,58.35
63.87,56.14,60.8,59.37,67.47,58.21,57.05,58.26,63.74,68.58,56.37,58.95,52.16,57.84,61,73.84,63.21,59.95,64,61.1
61,58.79,46.93,56.26,55.37,65.11,61.47,63.53,59.21,56.11,59.53,60.79,66.68,67.68,69.16,63,61.16,50.11,62.11,60.21
67.13,45.57,62.8,62,53.95,57.05,63.26,54.26,67.21,62.79,53.74,61.47,65.89,58.21,57.63,54.32,60.21,54.68,49.32,58.5
72,51.79,59,57.84,56.58,63.37,58.95,61.95,65.37,70.58,53.26,57.47,58.16,55.58,58.42,60.11,76.05,63.11,63.26,61.2
58.27,68.93,52.8,59.37,58.58,59,56.53,60.42,67.05,58.63,52.79,70.89,59.26,61.58,56.58,54,49.79,62.89,47.21,58.66
56.07,60.21,60.07,61.53,55.42,70.05,58.05,66,61.26,55.53,55.11,57.79,60.05,64.63,55.32,64.32,56.42,57.21,61.42,59.81
63.07,61.5,61.27,64.05,60.21,69.37,64.37,54.11,58.42,54.58,58.95,66.89,53.58,72.68,63.21,63.53,52.84,53.11,55.79,60.61
65.67,57.43,64.8,54.95,52.74,61.84,53.32,59.37,62.58,59.89,56.95,60.16,55.21,63.42,58.05,48.11,64.26,62.21,63.95,59.21
63.4,65.86,50.47,59.37,57.26,59.21,62.74,56.79,59.58,55,56.68,61.53,55.63,69.63,56.63,52.42,52.21,46.21,58.37,57.84
55.47,58.29,61.73,60.58,58.42,55.89,58.47,63.37,59.21,57.26,57.68,56.05,59.58,59.95,57.53,70.16,54.89,61.74,59.89,59.27
66.73,54.21,58.87,54.79,53.74,62,59.58,58.26,51.42,65.32,60.63,59.89,61.42,62.26,59.37,48.95,67.16,64.47,61.95,59.53
53.47,60.86,62.4,51.95,60.21,60.74,56.42,67.95,60.79,58.74,54.84,52.53,60.21,57.37,70.32,64.26,63.63,51.84,54.21,59.09
58.87,55.43,46.53,59.05,50.53,64.95,53.47,56.42,61.26,59.37,64.58,65.05,59.89,56.47,58,61.63,52.58,61.05,65.32,58.45
52.53,66.14,63.67,59.74,69.84,65.37,64.79,53.89,57.79,55.11,52.68,52.11,54.42,59.37,62.05,59,65.16,54.68,68.53,59.84
48.6,53.36,66.87,69.42,60.63,48.16,53.32,69.84,67.42,59.74,56.53,59.95,56.74,61,54.58,62.89,61.32,65.42,53.79,59.45
55.47,53.5,61.27,56.05,65.05,58.26,63.16,58.11,55.26,65.47,58.42,62.89,59.37,60,58.42,62,57.74,64.32,54.53,59.44
52.67,48.43,53,59.16,53.63,63.95,64.42,58.16,60.42,66.26,63.58,55.68,63.05,62.84,58.63,54.42,66.21,61.26,63,59.41
45.87,64.71,62.2,52.58,61.37,58.37,55.84,58.47,57,56.16,56,57.95,55.68,48.53,54.47,60.58,57.79,55.89,63.63,57.01
67.67,57.93,62.47,59.53,65.26,68,57.53,50.16,53.89,56.21,64.37,55.68,50.68,62.21,54,53.42,52.79,61.42,55.26,58.34
57.47,71.64,62.67,59,60.58,53.58,57.16,64,59.68,52.58,51.32,68.53,59.68,65.42,50.74,51.11,62.58,60.16,61.58,59.45
54.87,63.43,58.93,62.95,50.05,56.68,54.26,63,61.05,53.47,64.05,60.89,49.16,62.58,67.79,65.26,61.21,57.05,62.58,59.44
55.93,59.07,55.33,60.74,65.58,51.21,55.16,49.74,53.11,58,55.32,60.11,61.16,58.21,62.11,56.63,62.84,59.26,55.26,57.62
59.33,57.86,54.8,58.84,57.47,58.63,66.47,65.26,63.05,50.79,65.32,62.47,60.32,59.63,61.89,61.47,57.68,50.53,49.47,59.02
59.33,44.14,68.73,63.95,63.32,65.95,61.05,58.37,64.26,55.74,55.21,53.16,51.26,59.74,53.63,49.58,64.16,54.37,62.21,58.32
63.8,65.43,64.07,64.37,55.79,55.58,68.21,57.53,51.21,56.32,56.63,59.68,61.68,61.37,57.05,65.95,64,63.58,64.68,60.89
53.27,64.29,61.53,73.95,65.16,55.95,57.58,47.32,63.05,53.26,56.95,56.84,63.58,61.84,59.16,65.53,55.05,57.95,67.16,59.97
50.4,53.86,60.8,57.37,59.79,55.11,57.42,53.21,57.68,51.16,55.16,61.11,56.68,63.74,58.63,51.95,58.84,56.53,60.63,56.85
58.53,58.36,64.2,59.63,49.84,56.74,56.63,61.68,60.21,57.21,61.37,65.11,64.58,58.26,63.32,66.89,64.53,68.53,68.84,61.29
53.6,59.79,54,51.05,52.95,53,64.05,50.68,47.42,56.74,52.11,65.16,61.42,46.68,57.79,68,60.21,64.58,56.79,56.63
52.73,50.86,69.73,66.95,60.58,54.11,52.95,52.32,60.47,60.68,64.84,58.53,58.63,59.11,61.47,61.16,74.47,60.42,64.16,60.22
55,63.36,68.67,55.58,70.47,62.68,54.68,69.32,63.21,54.68,56.37,58.26,60.53,67.63,69.11,57.89,55.05,56.21,62.79,61.13
65.73,57.64,51.53,57.42,54.68,60.79,51.26,67.32,66.53,58.16,50.68,60.37,52.05,62.84,65.11,61.26,57.68,60.32,63.32,59.19
67.4,63.64,53.8,53.89,57,60.47,62.32,61.58,64.89,57.05,48.63,47.74,55.79,57.21,53.42,58.42,71.16,57.84,58.11,58.44
58.8,63.21,51.07,58.32,66.26,63.42,60.37,65.11,56.26,55.26,53.84,55.58,57.42,54,66.21,55.42,63.89,58.32,57.68,58.97
67,60.07,59.07,58.21,65.37,68.74,53.89,69.84,57.53,58.79,52.79,62.42,61.53,58.42,53.68,62.53,53.74,58.79,61.63,60.21
65.4,60.57,69.8,58.47,49.11,55.89,54.79,51,55.21,62.42,64.16,60.16,62.95,57.53,59.05,53.16,64.63,64.79,64.11,59.64
57.53,58.21,55.33,59.58,55.58,57.84,59.16,47.47,61.16,58.21,61.26,55.32,43.37,48.37,55.11,58.89,63.58,57.16,49.84,55.95
61.87,56,59,57.42,61.47,45.42,66,52.47,57.11,56.05,64.16,61.05,63.89,69,58.74,54.11,65.53,56.79,64.11,59.48
57.47,61.93,58.2,64.42,59.16,42.42,62.16,57.58,61.79,53.74,52.16,68.11,52.16,59.47,51.05,57.11,60.68,64.05,55.84,57.87
58.27,52.21,61.53,48.79,62.68,59.79,52.05,66.05,58.32,58.58,63.84,55.05,56.58,55.26,60.68,55.89,56.95,60.63,58.16,57.96
61.47,52.86,58.33,68.74,66.42,64.05,53.26,64.74,58.16,50.42,58.42,54.26,64.05,65.89,63.53,64.58,53.42,57.63,55.32,59.77
56.67,59.64,70,50.11,62.32,62.89,54,61.11,58.21,56.63,60.16,57.63,60.05,58.95,61.89,59.11,57.05,65.16,58.74,59.49
52.93,67.5,66.6,57.47,57.47,55.21,65.42,64.74,57.63,72.26,50.05,66.79,58.21,61.42,66.63,54.21,64.89,54.47,65.26,61.01
50.93,52.57,65.13,56.89,67.32,57.16,61.42,54.37,62.37,54.89,71.53,62.63,51.47,61.63,55.63,57,52.89,59.95,58.47,58.65
61,76.29,50.73,59.32,63.16,55.47,55.42,62.21,63.32,70.63,62.58,57.11,71.32,54.21,53.84,60.89,66.84,61.63,53,61
53.67,64.64,57.67,62.63,57.47,71.53,62.63,55.68,63.37,60.26,62.79,61.42,55.05,64.05,57.21,68.26,63.95,63.21,61.79,61.44
50.4,49.07,59.67,60.32,61.42,53.05,55.79,50.89,63.26,54.63,57.16,62.11,62.74,67.47,52.11,67.37,63.74,61.63,54.11,58.26
66,65.57,64.07,58.26,67,65.74,65.68,59.26,59.74,56.89,60.26,56.05,61.79,61.58,51.89,53.05,64,67.16,61.89,61.36
56.27,52.93,59.47,58,62.37,63.26,59.16,64.26,68.89,63.26,59.16,64,61.68,51.89,65.05,51.32,64.89,58.16,51.47,59.76
63.2,60.79,64.2,51.84,60.63,54.68,61.21,60.84,60.74,52.95,66,66.16,67.95,57.47,58.95,64.37,52.68,60.58,67.32,60.66
71.67,61.57,57.87,57.84,61.11,57.53,53.53,58,59.79,54.58,61.68,68.05,69,62.74,63.84,57.68,57.58,63.53,56.53,60.74
59.67,58.43,70.6,59.47,61.05,58.84,67,54.42,58.26,58.47,64.21,65.68,62.89,60.58,64.53,60.11,62.37,62.26,62.37,61.64
61.13,62,61.2,62.79,64.53,67.74,72.26,73.53,61.58,59.42,59.32,59.53,64.21,65,59.21,58.95,60.21,66.21,51.05,62.62
50.87,50.86,50.8,68.26,56.79,62.05,58.11,52.84,59.42,69.26,56.95,58.11,70.58,54.68,44.68,56.58,49.42,63.84,59.47,57.56
56.07,51.29,51.53,57.05,54.68,63.42,71.16,69.32,59.58,59.58,50.42,58.63,66.05,59.47,61.32,58.42,52.47,53,69.74,59.12
59.53,63.79,58.8,70.47,55.84,57.74,59.11,56.95,43.79,61.79,55.26,63.53,61.95,52.26,50,67.05,71.47,56.53,61.11,59.31
61.6,55.14,60.33,59.32,66,60.47,55.16,62.79,53.95,54.53,61.11,55.11,50.47,53,57.68,67.05,58.84,52.26,66.11,58.47
54.2,50.07,59.07,63.11,61.47,59.95,65.63,57.79,55,65.58,52.11,64.74,65.89,46.42,56.42,52.37,61.05,60.21,60,58.48
62.6,52,73.27,64.21,60.42,69.05,61.26,56.58,50.74,56.32,62.53,60.53,53.63,51.42,60.37,61.58,63.32,63.21,58.21,60.07
65.33,55.29,55.67,57.89,59.79,60.21,62.11,61.53,52.95,69.79,63.16,56.95,68.79,54.37,66.21,61.95,58.26,63.47,64.16,60.94
51.4,59.64,57.47,60.58,60.26,54.74,58.63,60,53.89,63.63,58.79,60.53,64.79,61.11,63.84,65.32,56.95,59.79,66.32,59.88
61.93,53.64,65.73,56.05,62.37,59.68,61.05,61.11,71,61.32,60.84,64.79,60.47,52.89,51.79,55.74,59.58,58.74,55.05,59.67
55.47,60.57,60.53,58.79,60.79,64.95,58.47,57.89,59.95,60.74,55.74,58.37,57.63,58.47,65.21,58.26,68.47,61.58,63.95,60.31
61,55.71,52.67,62.26,62.53,45.47,52.84,54.63,61.21,60.74,58,48.11,61.21,57.37,62.11,54.53,60.37,51.79,60.37,57
61.4,68.93,51.4,52.89,53.84,65.68,55.21,58.58,58.84,60.89,59.79,52.63,61.32,55.32,52.37,51.05,52.21,56.74,58.21,57.23
55.4,55.64,52.87,56,64.37,51.58,61.05,60,46.95,55.26,57.74,63.05,65.16,53.89,60.84,54.79,66.89,69.95,67.11,58.87
64.47,57.07,66.47,52.58,58.74,67.89,59.89,58.79,61,46.26,65.16,62.63,64.32,57.16,63.42,61,55.58,63.58,56.42,60.13
63.4,65.86,57.07,46.21,56.79,61.47,66.16,54.21,52.79,57.84,62.47,68.16,54.26,65.84,50.47,64.42,54.32,50.58,61.63,58.63
71.6,54.64,62.4,67.37,65.95,48.95,62.84,66.21,64.16,51.53,59.89,61.47,55.84,60.32,60.63,67.89,45.58,59,56.26,60.13
50.2,59.43,46,71.37,55.53,53,56.84,55.26,67.11,56.63,64.05,51.58,57.11,57.26,66.26,60.84,54,53.79,57.47,57.56
65.13,47.29,72.4,63.95,62.11,61.58,62.37,62.89,57.74,60.58,62.74,59.26,60.26,64.47,63.26,65.84,56.47,65.21,57.47,61.63
60.73,57.79,51.93,63.32,68.37,54.74,60.42,59.42,56.37,60.16,54.32,63.42,49.37,69.79,62.84,59.63,59.79,63.47,57.58,59.66
55.67,54.14,63.6,66.11,62.58,54.68,66.74,51.63,51.84,63.11,62.26,59,62.79,66.32,54.32,61.42,54.53,60.05,59.95,59.51
56.93,46.21,56,55.32,54.42,61.47,54.11,60.32,60.95,73,54.79,56.84,57.47,52.89,60.84,55.79,64.79,51.68,63.47,57.75
51,53.64,53.67,65.68,57.42,64.16,61.68,64.58,60.89,60.05,69.26,59.68,63.95,53.16,60.68,55.84,51.42,57.26,59.11,59.11
60.67,55.64,53,56.53,60.74,55.37,48.42,53.47,66.11,66,54.84,55.05,56.42,59.84,60.42,55.53,55.21,47.32,61.47,56.95
62.67,62.29,55.6,59.63,70.21,54.84,67,59.32,64.79,66.68,51.37,59.68,55.84,64.79,65.37,63,62,59.11,62.26,61.39
50.2,56.93,65.07,56.84,59.26,62.42,73.05,66.42,54,52.32,68.58,59.21,62.89,68.68,55.05,52.32,62.32,51.58,59.79,59.84
57.6,63.64,53,62.53,61,59.37,63.79,52.32,59.05,59.79,66.53,62.47,63.84,66.74,65.89,70.05,58.42,62.47,57.05,61.35
59.4,57.43,52.8,57.74,58.68,63.26,59.84,55.32,55.79,64.63,55.21,65.05,67.58,67.53,52.95,62.05,61.47,60.95,52.53,59.48
53.73,66.71,59.27,62.37,57.16,56.68,64.37,59.21,56.68,62,64.11,60.05,55.53,64.68,56.68,49.11,63.16,55.84,59,59.28
56.87,58.21,58.93,55.32,55.05,50.21,63.26,49.74,54.11,59.21,57.53,52.11,67.58,51.11,47.37,72.53,60.95,61.42,61.32,57.52
60.73,57.5,61.6,56.37,58.74,52.16,63.79,62.21,58.21,58.68,62.05,55,53.42,64.47,56.32,64.68,61.95,61.84,69.89,59.98
57.73,70.14,68.07,61.63,59.89,58,62,59.37,65.05,56,56.84,59.21,50.63,62.79,52.11,58.63,54.58,61.42,58.63,59.62
60.27,61.29,48.87,59,56.16,63.47,60.32,48.11,60.32,57.84,58.79,70.74,52.79,66.95,53.89,55.74,58.84,57.11,64.16,58.66
48,61.57,55,66.47,65.84,60.95,74.63,55.79,61.53,56.53,64.68,57.16,54.11,58.47,65.79,73.63,63.37,59.32,61.37,61.27
51.73,63.43,63.27,63.32,55,48.58,58.53,60.58,58.26,61.58,51.42,49.84,59.95,52.42,61.74,61.05,62.89,61.26,63.37,58.33
48.67,56.36,61.87,59.16,63.79,63.68,60.42,55.16,55.95,65.05,57.53,65.26,55.26,54.53,53.05,54.05,62,68.37,65.74,59.26
43.2,66.5,67.6,57.84,58.89,57.47,65.26,55.89,56.42,60.74,63.26,61.21,62.47,59.47,62,50.47,51.53,69,51.26,58.97
