LIN10000,API10000,BRP10000,FUL10000,ASI10000,APM10000,AII10000,INTG_001
53.88,69.48,64.1,61.8,53.9,66.5,62.81,61.78
53.38,55.62,51.4,46.5,72.2,57.7,62.9,57.1
61.62,62.24,71.5,64.6,68.7,55.4,62.62,63.81
63.0,73.67,73.0,54.3,61.7,50.3,65.24,63.03
64.75,57.48,64.8,54.3,67.3,68.6,62.14,62.77
65.0,73.76,62.7,67.5,64.3,64.6,66.29,66.31
65.0,63.67,57.5,68.2,56.7,54.4,62.71,61.17
61.88,64.48,74.3,70.5,52.4,59.8,62.52,63.7
56.25,56.9,70.9,63.7,53.9,54.9,56.24,58.97
75.12,68.43,62.6,63.2,47.5,70.4,52.81,62.87
60.25,65.1,67.3,62.4,58.9,69.2,61.67,63.54
73.25,65.67,63.9,61.1,63.3,57.7,66.95,64.55
74.12,70.14,73.1,56.7,61.8,61.2,65.0,66.01
64.62,66.48,66.7,70.1,56.5,53.2,63.48,63.01
59.5,63.52,70.7,64.9,64.8,60.3,55.62,62.76
66.5,62.29,71.7,64.0,58.7,59.1,60.24,63.22
77.0,57.81,57.8,65.4,59.8,59.2,63.57,62.94
68.62,71.43,71.2,60.8,61.0,57.9,71.67,66.09
52.12,70.24,80.3,71.7,64.2,67.2,63.95,67.1
61.62,53.57,59.2,64.2,66.0,64.0,63.38,61.71
74.38,58.48,67.4,66.6,64.1,64.3,65.38,65.8
54.25,71.81,70.7,75.1,71.8,49.9,61.71,65.04
60.62,61.52,61.2,60.6,64.9,58.4,64.33,61.65
65.38,65.05,74.5,62.6,65.2,74.7,60.14,66.8
73.25,59.95,63.8,62.5,54.0,58.3,62.33,62.02
50.88,60.71,66.7,62.3,66.0,73.3,67.29,63.88
60.75,62.9,59.4,66.8,54.7,61.1,62.81,61.21
61.75,63.48,74.8,61.7,61.1,61.4,63.57,63.97
55.88,67.71,62.7,63.8,68.2,58.5,55.48,61.75
65.5,62.52,66.7,67.4,57.5,60.7,56.95,62.47
68.25,56.76,59.9,56.7,63.6,66.3,62.9,62.06
66.25,66.43,60.9,52.8,56.8,69.8,65.33,62.62
61.62,60.38,71.0,66.0,67.1,61.6,68.24,65.13
57.62,63.1,58.5,64.0,48.2,60.7,70.81,60.42
72.5,63.43,62.9,58.3,63.0,63.6,58.1,63.12
69.62,60.43,69.4,70.8,63.9,73.1,73.76,68.72
60.12,67.0,55.6,58.4,63.0,59.2,62.19,60.79
71.88,69.71,65.5,57.3,69.3,55.4,63.67,64.68
60.5,66.1,76.4,68.5,69.0,63.2,63.95,66.81
49.5,60.67,66.7,73.5,58.0,61.4,59.76,61.36
77.75,66.24,67.5,68.7,59.7,63.2,60.57,66.24
65.75,63.81,68.8,66.1,57.9,52.7,61.29,62.34
55.75,69.57,64.2,61.7,70.7,71.5,72.38,66.54
55.88,61.9,55.6,68.5,55.8,67.9,65.57,61.59
64.12,65.14,59.2,53.6,61.3,69.2,62.24,62.12
58.38,70.57,68.3,57.8,68.2,57.3,65.24,63.68
66.75,55.67,50.9,53.0,59.6,58.8,71.29,59.43
76.0,62.19,65.2,62.1,60.3,59.9,64.29,64.28
70.75,68.29,59.3,67.3,57.0,66.2,64.9,64.82
48.0,61.48,70.7,65.6,69.0,79.0,59.57,64.76
55.0,65.86,58.5,58.9,66.3,64.1,63.52,61.74
65.12,62.57,68.7,70.1,61.8,67.2,64.14,65.66
55.38,60.62,64.6,63.5,66.9,59.9,62.43,61.9
83.0,63.05,68.6,53.4,76.1,56.6,60.14,65.84
74.62,61.24,56.0,67.6,61.3,62.0,50.19,61.85
57.62,65.76,78.5,70.6,67.8,77.7,72.1,70.01
55.5,59.76,62.7,65.3,67.4,77.1,69.62,65.34
68.12,59.29,63.1,53.5,67.5,61.1,65.76,62.62
56.88,59.76,63.2,65.1,64.6,71.8,57.9,62.75
71.5,58.1,63.1,64.0,63.8,67.5,63.9,64.56
61.25,63.62,63.6,59.4,70.4,70.8,66.0,65.01
64.75,58.9,67.9,73.6,58.1,58.4,53.76,62.2
67.88,58.57,68.7,75.0,67.0,65.8,64.33,66.75
71.25,55.19,67.6,65.2,65.3,66.1,69.95,65.8
79.25,67.33,62.9,70.4,58.0,64.8,60.86,66.22
59.62,63.52,65.5,65.5,56.8,57.4,67.1,62.21
57.5,68.71,59.1,60.0,65.4,56.2,70.05,62.42
58.75,62.71,57.0,64.6,68.4,64.1,67.81,63.34
65.38,67.81,70.3,77.8,59.1,56.7,57.71,64.97
54.88,64.95,58.6,61.4,63.8,73.7,63.05,62.91
61.38,56.52,59.3,64.9,67.3,65.1,64.33,62.69
56.12,60.52,65.8,72.0,61.9,62.5,60.33,62.74
79.88,60.71,61.7,56.9,61.9,69.5,66.67,65.32
63.25,61.81,66.3,56.0,53.9,64.9,57.24,60.49
57.25,69.0,75.8,70.1,71.3,76.5,69.71,69.95
61.5,65.67,63.4,74.0,55.2,64.1,72.38,65.18
63.62,63.05,63.7,59.0,70.7,67.1,51.95,62.73
76.0,60.95,76.6,67.8,68.0,74.9,65.29,69.93
69.88,75.38,63.5,66.3,61.5,61.9,63.76,66.03
59.0,59.86,59.9,66.5,61.0,63.0,66.62,62.27
49.38,61.24,62.7,58.5,61.2,63.7,64.95,60.24
76.0,61.52,58.4,62.8,69.5,54.8,72.1,65.02
48.38,69.81,52.1,60.9,63.0,62.2,66.33,60.39
69.75,66.29,61.9,58.0,64.7,57.4,61.95,62.86
63.38,59.81,51.3,65.7,68.6,70.8,64.38,63.42
68.62,70.48,66.7,75.3,68.1,68.4,68.86,69.49
61.25,58.95,60.2,68.6,62.5,54.8,62.24,61.22
53.88,66.62,57.8,65.8,62.2,64.6,64.76,62.24
60.75,55.05,60.6,62.4,56.9,76.0,64.33,62.29
70.25,69.05,67.2,71.4,74.1,70.2,66.57,69.82
67.0,70.29,55.2,58.6,75.1,70.7,67.76,66.38
55.75,68.38,76.6,61.5,67.0,59.3,68.57,65.3
75.62,53.33,58.1,71.7,63.8,57.9,60.86,63.05
60.88,62.52,68.0,56.0,64.2,56.8,63.29,61.67
50.25,58.05,57.8,64.0,66.0,68.3,61.62,60.86
72.75,58.67,56.8,67.9,60.5,59.4,61.29,62.47
62.0,66.81,63.7,62.2,64.2,71.3,64.19,64.91
63.0,65.67,71.4,71.1,76.7,66.3,58.71,67.55
69.62,67.76,71.7,72.9,70.8,70.9,64.67,69.76
58.88,61.71,68.5,66.2,62.6,60.6,66.0,63.5
61.88,63.05,61.0,58.2,72.3,63.2,60.86,62.93
74.75,69.19,66.1,74.9,63.7,58.6,64.05,67.33
60.0,67.52,71.1,69.7,55.0,65.9,65.62,64.98
58.88,72.67,59.6,65.8,67.6,67.2,62.86,64.94
76.38,59.76,74.3,66.5,67.8,73.9,70.52,69.88
72.25,63.19,49.0,66.0,59.9,77.5,74.62,66.07
67.62,62.0,62.7,65.5,62.5,70.7,71.52,66.08
63.62,67.05,70.5,47.3,64.9,69.8,64.0,63.88
72.5,72.71,59.8,55.6,67.2,65.2,72.33,66.48
59.12,62.24,56.3,81.5,54.3,57.7,67.71,62.7
64.0,65.9,67.7,62.7,74.9,62.7,60.86,65.54
71.62,63.43,67.7,58.9,65.2,73.3,64.19,66.33
49.62,70.86,71.7,64.1,73.1,55.5,64.0,64.13
55.12,62.76,58.3,76.0,48.5,63.6,64.71,61.29
64.88,63.14,67.9,72.7,65.9,72.5,63.0,67.15
57.75,70.0,73.7,64.6,57.9,60.4,64.38,64.1
67.75,62.52,60.9,57.6,56.9,63.6,57.9,61.03
61.5,58.71,53.6,76.5,62.1,66.3,60.05,62.68
55.75,66.33,58.3,65.3,66.2,71.7,62.86,63.78
67.88,64.24,71.3,52.5,65.1,63.1,70.62,64.96
65.12,61.9,66.3,54.5,67.1,65.2,60.67,62.97
67.75,62.43,65.1,66.9,73.2,61.5,62.43,65.62
69.25,67.38,71.1,68.8,51.7,70.6,56.1,64.99
57.25,64.48,54.7,62.5,56.3,64.2,67.71,61.02
60.25,63.1,71.3,63.9,72.8,65.8,68.33,66.5
78.62,63.9,70.3,68.0,57.9,54.3,67.24,65.75
68.25,70.0,65.0,63.7,64.8,55.4,66.57,64.82
51.75,63.48,55.2,71.8,66.2,71.0,74.33,64.82
48.88,55.29,58.8,68.1,59.9,56.0,71.67,59.8
54.88,66.1,71.9,65.5,49.8,62.5,60.62,61.61
63.38,68.1,65.0,67.7,52.0,64.8,69.9,64.41
81.38,54.95,62.9,70.0,65.9,53.9,63.71,64.68
66.75,61.62,76.0,65.4,60.2,65.3,63.43,65.53
72.75,61.67,66.8,68.0,52.2,70.3,68.05,65.68
61.5,62.71,65.9,64.6,60.9,54.6,60.57,61.54
67.12,64.67,69.2,57.1,64.7,68.4,64.48,65.1
75.0,58.52,55.2,62.9,67.6,67.1,62.24,64.08
57.12,60.67,69.7,66.7,68.3,76.3,58.43,65.32
60.5,62.48,47.5,66.1,63.8,57.0,65.29,60.38
66.38,66.81,66.9,71.0,54.0,71.3,63.57,65.71
73.38,71.76,70.7,75.7,66.3,62.3,70.0,70.02
57.62,62.24,58.8,66.8,71.7,66.6,62.81,63.8
58.38,55.33,68.2,75.9,60.3,61.4,75.05,64.94
69.0,63.9,60.3,59.6,77.4,66.8,68.33,66.48
62.75,61.38,66.3,71.2,64.5,64.6,64.14,64.98
61.25,62.57,67.5,66.4,63.8,65.2,66.24,64.71
54.38,56.57,63.5,50.3,61.9,77.6,62.33,60.94
52.75,68.19,52.9,64.4,65.0,67.6,61.76,61.8
56.5,71.76,54.0,67.3,59.1,65.3,61.86,62.26
65.62,79.19,70.2,71.7,66.9,73.9,63.67,70.17
58.12,67.33,69.5,67.8,69.2,65.8,67.9,66.52
61.88,65.52,72.2,75.7,62.4,70.1,67.19,67.86
55.75,59.81,61.4,58.0,66.1,70.0,62.33,61.91
71.5,65.14,63.5,65.5,62.1,71.6,69.1,66.92
66.38,60.24,65.1,58.6,73.6,65.8,63.81,64.79
69.0,70.24,56.3,59.2,71.7,65.5,61.95,64.84
69.12,52.14,61.8,67.6,70.0,63.9,70.38,64.99
58.12,65.33,65.1,73.4,62.0,65.8,62.71,64.64
60.88,62.19,61.3,61.2,65.1,69.1,57.76,62.5
57.62,69.86,61.2,64.1,71.7,73.6,60.81,65.56
69.25,61.19,64.3,72.1,59.7,54.2,55.48,62.32
58.12,75.86,65.9,63.4,66.1,68.2,68.9,66.64
66.75,71.19,63.2,72.0,60.4,72.2,71.38,68.16
66.62,65.95,68.5,66.6,72.8,62.4,61.76,66.38
56.5,71.14,59.1,57.8,76.6,68.4,63.76,64.76
74.5,64.1,61.3,60.1,75.1,63.3,66.62,66.43
59.12,69.76,57.4,73.8,60.1,57.9,63.9,63.14
66.38,61.14,62.0,57.4,53.2,63.5,65.95,61.37
59.0,65.24,68.3,66.5,60.4,58.3,65.1,63.26
59.38,70.71,62.4,69.8,55.4,67.2,72.71,65.37
62.5,58.52,52.0,74.9,56.3,66.7,64.19,62.16
51.62,56.71,67.0,56.9,66.3,58.6,68.86,60.86
53.75,69.52,60.1,56.9,71.6,61.4,66.67,62.85
62.38,63.43,64.5,71.6,69.2,66.6,60.95,65.52
60.62,59.43,67.7,61.8,66.8,55.7,65.33,62.48
67.5,68.81,69.8,72.1,64.2,64.0,59.38,66.54
61.12,64.76,69.7,65.9,57.5,70.3,68.95,65.46
56.88,61.38,61.5,72.0,74.8,51.9,66.86,63.62
60.0,57.14,65.0,62.6,80.2,59.0,61.76,63.67
73.75,66.33,61.0,68.7,60.8,61.2,70.05,65.98
64.88,62.1,68.7,68.2,58.5,69.4,64.33,65.16
63.25,69.1,64.5,66.4,64.5,62.1,72.62,66.07
60.12,65.29,62.7,62.1,60.6,67.6,61.81,62.89
52.75,66.95,68.7,65.3,49.0,61.8,64.9,61.34
60.5,65.14,43.3,66.2,65.3,61.3,60.19,60.28
57.75,67.19,54.8,74.7,54.1,64.7,63.19,62.35
69.75,63.05,61.8,62.4,64.6,72.6,75.38,67.08
74.5,57.86,66.8,74.0,71.9,53.8,65.62,66.35
64.5,61.48,52.7,68.9,57.8,56.6,69.0,61.57
67.38,71.52,69.1,59.0,50.4,74.4,63.29,65.01
64.0,68.0,61.7,58.8,60.4,65.0,61.0,62.7
68.62,67.86,67.8,74.1,63.5,67.5,64.95,67.76
74.88,67.52,55.0,61.4,66.5,66.9,58.38,64.37
73.38,57.57,62.1,66.6,61.6,51.8,65.24,62.61
63.12,65.52,59.9,72.2,64.5,77.3,58.24,65.83
54.38,62.95,58.3,70.4,67.6,66.9,67.62,64.02
62.5,72.14,68.2,69.0,66.4,68.4,61.1,66.82
64.62,64.29,69.9,66.5,70.5,59.9,62.52,65.46
77.62,61.57,61.6,68.6,58.0,64.9,74.19,66.64
73.62,60.86,63.6,64.4,73.5,62.3,58.29,65.22
66.38,63.86,69.8,50.8,60.1,72.2,60.38,63.36
50.62,64.14,65.9,54.0,59.4,64.8,69.76,61.23
70.0,65.14,66.5,51.1,77.0,56.7,62.95,64.2
79.0,68.33,56.1,56.7,66.9,63.9,66.81,65.39
71.75,62.52,66.3,53.6,49.3,62.4,62.48,61.19
58.25,63.33,62.4,58.5,67.7,68.7,69.48,64.05
62.38,59.57,65.1,72.1,67.5,63.7,67.71,65.44
76.12,58.71,66.1,68.6,58.2,67.1,68.86,66.24
51.75,56.71,65.5,61.6,66.2,68.4,63.24,61.91
51.62,64.29,47.3,68.9,49.5,49.8,64.33,56.53
67.38,62.71,72.6,70.8,60.2,67.0,63.0,66.24
58.12,67.38,64.0,61.7,54.7,58.2,66.33,61.49
73.62,67.95,52.1,68.1,50.4,56.2,66.24,62.09
62.0,71.14,59.7,60.6,51.0,69.3,64.62,62.62
69.75,60.24,70.7,62.3,58.6,59.9,60.95,63.21
58.62,66.38,61.9,59.5,60.1,61.2,69.33,62.43
60.88,62.29,63.2,66.4,80.0,61.5,60.24,64.93
57.5,60.05,67.9,61.9,65.7,67.7,69.43,64.31
68.5,56.81,71.6,64.8,67.3,58.7,64.24,64.56
63.0,62.24,68.2,47.1,52.5,66.4,66.57,60.86
59.5,65.43,55.2,55.2,59.6,64.9,55.0,59.26
54.38,57.05,60.5,69.3,60.3,59.8,74.52,62.26
52.25,59.14,64.0,60.9,68.2,74.5,63.24,63.18
68.0,62.86,51.8,65.0,52.1,70.1,59.76,61.37
69.38,61.0,53.4,66.6,65.0,59.3,61.19,62.27
63.62,68.67,67.8,57.1,57.8,64.9,62.76,63.24
58.5,70.71,68.7,74.5,57.4,75.3,62.1,66.74
63.75,59.57,63.1,63.2,63.2,57.4,69.95,62.88
69.62,67.48,60.0,59.9,69.0,63.2,63.1,64.61
63.38,61.48,63.5,64.5,61.7,70.7,57.71,63.28
53.62,64.38,74.0,67.9,67.8,70.1,60.48,65.47
74.88,63.29,73.6,70.9,74.0,59.3,66.67,68.95
64.25,68.52,62.2,69.0,77.3,69.1,62.86,67.6
54.5,66.14,70.4,68.4,69.6,66.6,66.95,66.09
55.75,63.67,69.8,55.2,61.1,52.1,60.38,59.71
64.12,59.05,57.8,59.9,66.0,61.5,65.19,61.94
61.38,60.95,52.7,62.2,67.7,65.8,64.14,62.12
72.25,66.86,71.4,59.5,82.0,73.2,65.71,70.13
70.62,61.19,61.5,65.5,63.2,63.7,61.29,63.86
65.38,59.9,68.3,62.5,69.4,63.2,65.95,64.95
60.88,69.86,69.7,66.0,55.1,71.1,66.81,65.63
66.38,71.71,69.6,72.9,61.6,54.4,61.76,65.48
69.0,67.24,63.8,61.9,62.0,67.0,62.05,64.71
57.0,70.0,74.6,67.2,63.1,70.8,66.05,66.96
66.75,60.29,63.0,58.8,62.3,69.8,62.86,63.4
65.0,64.71,62.7,56.1,75.6,78.4,63.29,66.54
63.38,63.52,62.7,58.8,57.1,61.4,59.71,60.94
72.62,64.43,64.5,71.7,52.9,70.4,68.57,66.45
66.12,58.81,68.4,61.8,68.2,72.9,60.33,65.22
68.5,66.0,66.7,58.5,67.3,72.4,62.29,65.96
58.62,61.38,68.0,61.3,65.1,62.7,60.9,62.57
55.38,61.67,68.2,64.5,55.8,73.0,60.0,62.65
75.25,62.57,63.4,55.0,59.5,66.0,65.24,63.85
46.5,53.9,69.6,79.9,68.6,60.7,64.76,63.42
70.62,65.48,52.9,60.9,64.9,70.2,61.29,63.76
68.75,61.29,78.3,65.5,60.5,73.2,74.19,68.82
59.12,63.1,55.3,58.1,67.2,84.0,61.67,64.07
65.0,64.05,75.6,57.7,66.1,57.7,62.86,64.14
60.5,60.0,61.1,74.2,59.0,63.6,65.19,63.37
56.5,57.95,65.7,58.6,75.3,65.7,65.95,63.67
64.0,59.43,60.6,65.3,67.7,62.2,69.33,64.08
67.88,61.81,68.4,58.1,66.4,66.7,64.71,64.86
63.88,55.95,73.3,67.3,74.4,63.2,66.19,66.32
72.88,61.1,69.6,57.8,64.5,65.5,70.14,65.93
63.25,66.9,63.7,67.3,70.2,63.2,64.1,65.52
59.75,59.62,61.6,51.5,49.5,60.1,63.19,57.89
56.25,60.14,61.2,69.0,54.4,64.6,69.0,62.08
67.5,65.24,57.5,58.4,65.6,69.3,56.19,62.82
67.75,56.29,58.0,59.0,55.5,58.5,60.86,59.41
73.5,68.14,64.1,65.8,59.4,73.1,66.76,67.26
60.12,64.67,62.3,52.5,56.3,63.4,68.81,61.16
61.0,61.29,66.2,59.8,58.7,62.4,60.57,61.42
65.0,67.0,58.8,74.7,60.7,64.7,73.1,66.29
51.38,64.76,65.1,64.8,61.4,64.2,63.43,62.15
71.5,63.95,64.3,68.9,48.0,61.7,59.29,62.52
73.38,61.0,72.3,55.4,63.4,57.3,60.52,63.33
60.38,62.71,66.0,78.5,61.4,68.3,61.86,65.59
54.25,57.0,59.9,70.9,66.9,72.2,60.48,63.09
66.75,68.62,56.2,60.6,67.4,65.2,64.0,64.11
69.62,58.48,60.5,71.2,63.2,75.4,68.62,66.72
71.12,65.24,72.4,65.5,63.8,79.6,61.19,68.41
67.62,62.05,57.5,57.2,57.1,64.9,66.9,61.9
67.12,65.0,57.4,58.7,65.8,65.1,60.05,62.74
61.75,63.67,59.2,65.1,61.2,69.8,66.95,63.95
72.12,65.0,63.9,67.5,64.7,56.0,63.9,64.73
68.0,61.57,65.4,56.4,63.9,60.3,70.19,63.68
77.0,65.1,65.0,59.0,66.7,67.8,54.43,65.0
70.12,55.43,72.3,54.8,65.2,55.9,63.1,62.41
62.25,75.57,57.5,55.6,67.6,53.8,64.9,62.46
62.88,66.0,62.0,62.1,63.4,70.1,65.48,64.56
63.38,69.52,55.8,60.5,57.5,68.9,63.24,62.69
58.0,62.24,62.0,74.1,65.5,62.5,61.43,63.68
68.75,60.86,58.9,63.3,61.0,70.8,60.9,63.5
60.38,62.24,76.8,52.5,56.9,68.0,71.14,63.99
80.62,64.62,74.6,60.6,58.5,59.6,59.67,65.46
64.88,59.52,52.5,54.7,69.4,55.8,63.19,60.0
68.88,61.29,62.5,60.5,60.8,58.3,62.62,62.13
69.38,63.29,65.5,53.6,57.4,64.4,63.86,62.49
61.0,62.9,61.3,75.7,61.8,65.7,69.81,65.46
77.88,66.76,61.9,63.3,59.5,67.9,58.29,65.07
67.25,71.48,73.2,63.2,66.3,63.5,61.76,66.67
48.38,70.62,56.7,71.6,56.7,59.7,60.19,60.55
69.25,62.38,65.0,55.7,65.7,62.1,73.24,64.77
54.62,70.81,70.6,63.2,65.3,66.7,64.24,65.07
71.88,70.52,60.7,67.9,61.1,63.5,68.67,66.32
69.5,66.71,54.8,57.9,71.5,60.9,63.48,63.54
55.25,55.81,69.3,70.5,68.7,67.7,67.14,64.91
50.75,66.81,52.1,62.2,57.2,55.0,73.05,59.59
67.12,63.0,55.6,79.1,70.1,67.5,68.1,67.22
76.25,67.71,70.0,66.0,66.4,63.8,53.57,66.25
59.62,75.38,65.1,69.6,55.7,64.2,61.05,64.38
64.38,60.76,72.3,62.1,54.5,63.2,61.62,62.69
60.0,68.0,57.9,60.9,49.0,75.6,62.14,61.93
63.0,63.67,66.8,53.5,65.8,66.3,68.14,63.89
61.38,72.14,74.7,68.0,66.6,55.3,70.33,66.92
70.38,65.14,68.0,60.2,56.5,67.6,67.48,65.04
58.75,62.67,55.6,58.2,52.1,65.3,61.38,59.14
68.0,69.33,65.8,65.0,58.1,63.8,51.14,63.03
70.25,68.48,76.8,74.1,61.7,60.8,61.19,67.62
63.88,62.48,66.5,64.6,68.1,56.4,67.52,64.21
70.5,66.86,73.4,59.2,72.2,73.8,72.71,69.81
64.62,66.76,64.7,67.4,61.1,68.3,59.57,64.64
62.38,68.05,69.4,62.5,67.9,59.0,63.05,64.61
56.0,56.29,58.9,63.2,68.8,64.8,65.48,61.92
79.75,54.48,73.7,64.2,61.3,57.8,64.67,65.13
68.12,64.86,78.7,58.9,59.6,55.3,60.19,63.67
55.5,65.43,74.5,74.6,60.2,61.0,68.76,65.71
63.5,69.38,60.2,70.1,51.4,68.3,62.29,63.6
69.62,62.43,57.5,63.7,52.7,70.0,54.76,61.53
60.62,67.38,51.1,57.8,64.0,54.8,65.62,60.19
65.25,65.14,56.3,59.3,65.2,62.3,58.95,61.78
59.75,67.52,56.5,55.3,64.8,63.0,64.86,61.68
70.0,61.81,69.9,77.4,69.8,66.3,61.43,68.09
65.12,72.05,59.6,78.2,74.9,63.9,70.43,69.17
65.0,72.29,72.0,69.0,69.8,66.2,68.43,68.96
55.0,63.29,67.2,71.6,49.5,52.1,68.86,61.08
63.0,69.62,58.5,53.4,54.5,65.0,67.86,61.7
61.38,58.86,67.5,69.9,66.7,70.4,68.43,66.17
58.75,64.52,66.4,68.1,69.5,67.3,66.81,65.91
49.5,63.67,59.4,68.5,76.1,77.7,63.05,65.42
57.88,62.95,72.2,59.4,54.4,60.9,61.38,61.3
68.12,66.1,64.4,66.1,60.6,57.3,57.52,62.88
64.5,65.81,73.0,58.2,61.8,63.6,65.67,64.65
65.0,64.43,56.3,64.4,62.0,67.3,56.0,62.2
72.75,63.95,69.8,59.9,67.9,66.4,54.81,65.07
60.0,65.29,53.1,66.9,57.6,66.2,71.33,62.92
62.75,59.86,65.0,70.0,59.9,56.7,63.62,62.55
65.62,69.67,62.7,54.9,60.3,57.3,63.14,61.95
66.38,59.24,67.2,64.1,60.2,59.2,65.86,63.17
70.25,64.48,70.0,68.4,76.0,59.7,63.24,67.44
62.62,66.1,67.1,66.9,60.8,55.9,63.05,63.21
61.25,65.86,56.9,65.4,59.3,69.0,61.57,62.75
58.25,63.05,59.5,68.9,56.9,62.6,68.43,62.52
51.62,63.57,70.5,55.6,64.2,71.7,63.33,62.93
76.12,61.57,63.6,66.1,62.7,72.3,59.52,65.99
63.38,64.0,65.9,68.1,60.0,66.9,60.48,64.11
64.62,64.76,61.7,55.5,59.6,67.0,64.67,62.55
74.38,71.0,58.0,71.2,66.6,76.9,65.71,69.11
71.0,71.9,55.5,67.3,58.7,61.7,59.33,63.63
67.38,65.48,67.6,62.0,79.4,63.9,69.81,67.94
53.38,59.33,67.4,67.5,63.9,74.2,70.95,65.24
60.75,65.67,60.4,70.3,60.8,71.0,63.67,64.65
55.25,62.67,65.2,56.1,60.3,55.4,60.9,59.4
74.0,54.43,49.5,74.0,70.7,61.0,64.24,63.98
66.25,66.33,63.8,70.4,67.4,78.7,58.48,67.34
56.62,64.67,56.9,58.2,68.5,69.1,61.1,62.16
69.38,61.52,54.3,66.0,65.5,70.4,67.86,64.99
67.25,64.9,67.4,58.5,63.1,70.7,67.24,65.58
70.25,60.19,76.2,64.2,70.2,62.0,67.52,67.22
60.25,61.62,64.1,60.4,67.8,68.6,69.43,64.6
68.12,68.19,62.8,63.0,63.3,68.8,72.62,66.69
64.5,62.38,69.4,59.1,59.1,69.2,59.76,63.35
50.38,61.29,65.1,60.2,62.0,63.8,64.71,61.07
67.88,57.9,58.5,51.6,58.6,62.3,59.62,59.49
52.38,59.1,61.0,68.3,67.7,53.1,66.24,61.12
75.62,65.14,64.7,64.6,57.4,72.5,64.43,66.34
60.25,67.76,62.1,58.7,63.8,64.6,63.0,62.89
49.38,67.57,62.6,52.1,60.1,66.3,62.86,60.13
67.88,59.81,56.9,62.7,64.4,57.7,61.62,61.57
64.88,71.86,75.1,60.6,54.9,55.6,64.9,63.98
65.0,61.95,75.4,70.1,62.7,53.3,70.48,65.56
65.88,73.76,62.5,50.5,64.2,59.8,69.71,63.76
75.75,58.76,69.1,69.8,64.4,64.5,62.05,66.34
74.75,59.29,57.9,60.3,66.1,63.2,65.29,63.83
76.88,67.05,64.9,66.7,70.0,60.1,69.33,67.85
65.62,57.76,74.0,67.7,71.0,65.7,62.9,66.38
65.75,61.9,64.2,64.3,54.8,61.3,64.48,62.39
55.75,60.48,59.6,75.4,66.1,66.0,67.71,64.43
82.88,62.48,61.6,63.9,70.1,60.6,71.9,67.64
51.88,64.19,62.1,72.5,64.2,61.0,67.95,63.4
71.5,64.24,56.8,49.8,63.6,60.6,57.19,60.53
59.12,66.95,60.2,63.0,59.3,59.2,66.19,62.0
65.5,63.33,69.3,69.1,45.1,63.8,68.29,63.49
69.5,68.19,66.2,69.8,63.7,55.6,63.33,65.19
67.12,64.71,58.2,65.6,69.9,57.7,68.05,64.47
61.62,67.67,65.1,65.4,62.9,61.2,62.67,63.79
68.25,65.86,65.2,66.2,65.9,78.0,61.33,67.25
58.88,62.67,56.9,65.4,59.3,60.3,65.48,61.27
69.12,69.9,59.2,71.0,73.0,71.9,70.67,69.26
57.75,65.57,61.0,74.7,62.3,81.7,73.0,68.0
67.75,61.67,60.1,72.2,69.9,72.5,65.38,67.07
69.12,77.76,59.5,82.4,64.6,61.0,68.14,68.93
60.75,65.57,71.3,60.1,63.4,62.5,63.57,63.88
66.5,66.43,68.9,67.2,64.4,53.7,60.76,63.98
51.88,63.0,62.8,62.9,62.6,63.7,72.43,62.76
72.0,65.71,60.5,69.2,71.9,52.5,61.95,64.82
52.0,61.57,77.5,62.7,50.9,56.6,65.14,60.92
64.75,64.52,65.7,71.0,69.2,69.9,59.9,66.43
60.88,72.52,58.0,64.9,53.4,60.9,66.52,62.45
78.62,58.71,52.6,67.7,64.4,44.4,63.19,61.38
74.0,63.62,70.1,62.9,59.6,60.1,68.19,65.5
65.88,63.24,55.9,66.8,69.1,50.9,60.48,61.76
63.88,62.29,69.8,66.3,62.1,73.1,67.67,66.45
63.0,62.38,64.9,70.9,58.6,62.5,63.14,63.63
72.12,58.76,59.7,68.3,66.2,71.4,72.1,66.94
54.5,63.48,65.2,54.1,58.2,55.7,60.52,58.81
64.5,67.19,66.2,61.6,66.6,54.5,70.05,64.38
56.25,56.57,58.2,60.5,60.2,57.5,58.81,58.29
67.12,66.38,56.1,60.4,65.6,71.8,70.38,65.4
54.38,64.29,68.5,61.3,58.0,52.8,63.29,60.36
59.88,57.29,59.1,64.9,66.5,63.4,58.76,61.4
65.5,67.0,58.9,68.5,65.4,54.2,61.81,63.04
65.5,69.76,68.7,59.2,64.8,62.5,65.1,65.08
65.5,63.05,61.6,68.1,65.5,64.8,69.05,65.37
64.38,56.95,61.1,69.3,69.0,72.8,59.76,64.76
75.88,59.33,63.6,67.3,60.1,66.5,62.05,64.97
51.62,63.29,68.5,46.5,49.2,56.5,61.0,56.66
51.88,63.57,74.7,71.1,60.1,65.4,57.62,63.48
56.5,69.43,61.2,73.0,69.9,50.3,69.67,64.29
66.5,58.71,69.4,61.1,73.3,75.0,67.19,67.31
55.0,67.48,67.0,66.1,72.9,71.1,59.38,65.57
68.12,63.33,67.9,59.6,65.6,61.3,57.9,63.39
54.38,63.38,70.6,61.7,64.7,61.0,64.86,62.94
78.62,64.43,61.9,57.8,48.5,77.2,62.86,64.47
67.12,62.62,54.8,62.2,66.5,66.9,69.76,64.27
63.75,58.95,64.6,68.1,64.4,61.8,66.67,64.04
