BGL10102,BGL10103,BGL10105,DAM10102,DAM10103,DAM10105,BTP10102,BTP10103,BAL10102,BAL10103,BAL10104,BCB10102,BCB10103,BLC10102,BLC10103
77,88,67,97,70,90,88,83,72,78,98,67,80,66,84
74,94,66,85,84,77,86,89,85,66,74,70,81,80,72
79,81,91,71,92,78,87,89,97,77,93,68,94,87,79
69,91,78,79,88,68,76,78,67,73,66,87,88,86,70
92,73,80,70,93,73,98,88,91,89,79,91,65,88,66
87,66,71,89,71,74,66,83,91,85,97,86,85,65,90
91,79,85,87,78,88,90,87,93,98,90,85,98,84,86
92,90,78,93,89,73,98,66,92,81,88,68,76,68,95
65,96,66,92,69,77,98,75,68,85,75,82,69,75,82
66,83,94,83,85,72,97,65,88,76,85,97,92,68,81
68,76,83,77,86,91,67,97,89,67,88,72,76,89,65
90,76,91,88,87,98,81,91,86,83,98,67,80,76,94
84,67,65,83,77,88,73,72,83,72,67,83,76,91,78
94,67,72,85,80,80,80,96,98,86,75,70,90,72,74
65,88,68,73,71,77,94,88,95,83,77,81,78,76,96
96,68,71,89,94,91,88,92,66,70,74,72,88,70,88
77,84,75,66,75,78,76,78,79,84,77,95,75,74,65
73,81,78,87,94,69,86,95,91,78,96,79,72,79,94
73,68,82,83,95,92,72,80,67,77,87,85,92,97,83
84,88,78,78,89,65,70,92,79,92,93,93,87,94,77
98,92,86,86,89,70,73,69,69,71,94,71,76,78,83
73,94,79,90,81,84,85,72,78,77,69,98,97,90,75
95,96,93,86,84,68,77,93,66,97,85,92,78,92,88
94,70,91,95,85,72,87,75,69,94,72,76,66,90,93
73,77,70,78,69,87,69,98,66,98,95,79,77,92,74
72,81,79,77,95,92,97,81,79,93,93,68,69,69,78
70,75,93,80,68,68,72,74,98,71,79,79,97,71,91
97,81,89,74,73,90,95,80,95,86,71,83,94,85,65
91,76,84,98,90,76,86,69,84,80,91,97,78,71,95
81,83,91,87,93,78,76,75,77,82,70,96,75,73,66
84,80,97,78,82,95,89,96,94,70,69,72,81,66,84
95,87,86,77,80,66,81,75,98,77,92,88,85,74,67
69,83,68,98,83,92,96,75,77,76,80,77,95,92,81
71,95,93,65,75,65,87,76,94,75,95,94,67,76,65
92,90,95,82,87,97,95,96,82,93,95,87,80,78,95
88,87,88,81,79,66,92,96,69,65,84,66,77,97,85
75,92,73,79,85,77,72,88,95,76,95,73,73,86,85
85,74,80,85,97,85,94,85,98,68,72,65,75,87,76
91,80,90,84,67,81,81,89,76,89,78,66,66,73,80
80,94,88,69,95,67,72,85,73,76,97,79,89,66,80
85,70,94,68,95,76,74,85,76,73,88,75,92,73,94
88,86,86,88,94,71,69,68,80,71,92,87,94,65,86
92,85,68,65,94,78,86,95,72,70,71,87,80,72,81
96,94,91,72,91,88,77,94,72,91,78,98,82,91,69
82,91,69,73,77,87,86,94,67,95,89,75,95,74,70
88,77,86,89,82,80,67,93,65,66,80,77,68,76,84
70,78,91,92,95,81,70,74,89,75,85,77,74,81,68
82,80,82,76,92,96,67,73,80,77,76,96,94,67,92
73,69,76,90,75,72,86,84,79,94,66,98,85,84,88
94,80,70,85,92,92,74,80,79,66,90,89,95,95,88
98,93,75,79,95,81,90,73,89,94,82,81,75,89,74
90,82,93,87,73,74,93,77,92,88,66,86,68,87,78
83,71,71,93,82,72,73,82,78,77,80,76,96,80,66
72,80,89,72,94,87,85,76,65,73,71,66,65,80,97
80,87,70,71,69,81,67,79,92,93,87,70,78,87,70
95,78,92,96,83,85,84,69,97,80,89,67,78,68,96
96,76,96,67,67,65,68,77,83,66,87,82,84,73,84
80,91,93,86,93,82,67,76,96,73,80,81,66,69,90
80,89,84,86,65,92,83,78,89,79,96,74,95,83,74
78,80,76,80,90,85,69,76,98,87,96,67,80,86,76
70,98,75,71,88,67,91,76,81,81,72,80,71,82,96
67,74,75,66,71,73,70,84,83,81,81,98,89,96,65
93,94,88,75,98,82,91,68,98,78,76,69,83,72,96
94,74,85,85,83,87,95,92,75,68,83,97,93,91,86
90,96,86,77,83,79,87,87,91,71,79,68,90,69,78
97,90,77,85,89,90,66,79,68,66,86,89,94,80,65
92,69,96,78,66,92,95,95,94,88,86,84,66,81,73
73,74,82,95,73,75,68,98,74,87,92,73,92,84,94
90,87,66,87,89,72,74,88,97,88,81,84,83,96,75
83,84,69,95,89,80,81,95,95,92,81,78,87,79,87
73,65,76,97,80,70,92,71,74,82,83,89,75,65,87
68,68,97,73,75,94,70,89,93,98,80,84,74,77,75
66,76,67,79,92,75,81,82,85,69,93,92,76,91,79
72,97,78,94,81,82,88,89,98,69,97,97,87,72,91
79,72,81,83,85,71,78,70,85,95,73,86,72,91,80
79,87,98,86,75,79,65,68,66,93,84,86,73,93,85
81,96,96,68,93,81,68,90,77,69,71,98,68,89,95
83,66,91,86,85,98,90,81,95,74,80,76,79,65,88
96,75,81,67,86,91,71,91,71,95,68,89,77,65,97
84,68,87,91,83,74,72,75,66,93,77,67,75,89,80
79,89,71,79,90,84,67,70,93,79,73,97,87,77,76
81,77,94,71,79,88,93,74,89,83,83,71,78,93,83
78,67,71,96,86,81,93,76,85,73,87,88,91,71,97
91,83,72,93,95,87,75,78,91,65,68,91,92,93,80
71,79,70,75,86,73,74,65,96,97,89,84,88,96,97
74,84,97,79,70,87,87,69,73,82,79,77,71,96,73
84,67,93,77,86,71,97,77,80,65,82,76,69,65,77
82,85,65,97,65,77,84,76,82,76,77,66,69,74,93
80,69,68,97,73,80,81,91,67,81,68,72,77,83,88
78,95,96,83,66,91,88,93,93,97,94,96,96,87,68
87,80,65,90,71,81,95,84,77,95,70,82,97,73,87
92,98,77,92,96,66,67,81,73,94,95,91,67,96,87
67,83,67,73,84,80,70,78,68,87,95,81,67,71,81
93,91,85,88,67,70,66,78,72,90,73,84,76,84,66
92,92,67,72,87,73,83,70,83,84,76,90,66,90,74
70,70,86,72,98,95,69,78,74,90,73,78,73,85,70
84,73,79,84,67,75,90,87,94,95,70,97,67,70,82
79,67,97,79,95,78,83,74,97,70,90,69,70,87,89
80,81,98,91,81,89,97,86,94,71,76,77,98,67,70
84,91,86,85,68,94,91,94,90,80,98,83,74,88,72
85,96,85,98,96,96,85,75,79,72,71,81,77,80,74
88,95,97,88,66,67,92,89,80,69,73,86,89,65,90
83,89,91,77,81,77,76,65,79,73,69,94,96,67,98
70,78,91,65,74,93,85,78,66,73,89,91,77,92,88
97,88,81,92,69,82,86,75,82,65,71,67,75,95,74
66,67,65,88,68,85,94,95,95,68,94,87,96,84,89
65,80,69,76,68,78,94,69,71,87,76,67,71,87,86
95,87,80,85,73,73,82,95,85,98,91,70,82,80,81
91,81,82,93,96,88,73,92,91,71,78,83,68,69,94
74,71,95,75,73,84,95,85,91,94,78,75,84,85,77
86,85,82,70,80,87,88,74,97,90,80,89,96,89,75
93,84,88,95,81,92,66,75,89,94,76,81,97,87,85
68,90,68,91,92,88,74,74,70,88,90,97,76,94,94
90,81,65,76,88,88,78,76,80,81,92,76,73,73,67
91,72,68,65,76,82,72,67,75,96,88,70,88,91,76
83,84,90,82,78,80,65,95,74,82,84,84,70,90,85
74,74,95,68,77,89,83,76,70,76,81,86,73,84,78
79,98,65,71,74,75,73,93,96,77,84,68,84,91,71
90,71,73,66,79,65,96,78,98,69,83,81,77,93,97
88,81,80,76,81,67,66,83,66,81,73,90,69,68,72
78,90,84,97,77,93,84,78,65,69,82,72,68,67,79
70,96,91,84,72,68,97,96,65,87,87,74,95,67,79
77,71,84,71,74,66,69,80,94,74,91,98,80,70,89
91,85,74,81,71,96,85,68,71,74,84,67,74,65,73
68,84,69,83,72,67,98,83,80,75,79,72,65,87,84
85,96,82,70,93,91,82,74,96,69,73,93,96,86,94
85,95,68,87,73,89,95,94,90,95,76,96,72,86,76
74,68,90,81,77,81,94,93,94,95,97,73,74,93,76
90,87,88,93,94,87,72,92,82,97,67,65,79,92,67
87,84,83,82,67,84,65,69,85,94,93,76,89,94,87
76,83,88,95,70,76,96,65,98,97,97,66,80,71,83
72,71,83,73,65,70,78,81,77,69,97,73,72,84,92
70,93,66,77,79,96,87,88,87,85,93,88,71,77,83
77,70,68,82,96,90,97,93,72,85,79,86,95,77,86
76,92,66,71,97,75,74,83,93,65,74,97,95,87,83
77,78,93,86,96,87,76,76,68,96,74,65,71,88,70
81,77,80,69,83,94,81,92,76,70,78,93,81,96,74
80,67,96,72,97,75,91,68,90,90,83,88,95,66,96
87,81,96,72,94,96,96,86,71,93,94,94,82,91,90
71,87,94,70,68,76,83,97,75,98,81,71,96,71,68
68,79,88,85,72,78,88,93,81,81,97,90,94,95,80
87,70,80,75,68,75,69,94,82,91,86,66,91,69,75
72,80,79,77,89,83,84,97,73,65,72,74,91,73,80
84,97,72,81,85,78,82,85,85,89,81,81,96,67,88
81,82,98,88,93,77,75,93,84,92,68,88,68,68,96
79,65,93,82,93,96,76,98,93,67,83,65,84,84,73
67,74,69,67,83,74,84,94,89,81,85,75,70,96,65
81,86,67,92,77,66,86,89,74,96,79,95,98,85,81
71,84,97,83,69,90,88,85,72,95,90,97,72,75,88
87,75,92,93,95,69,86,98,65,97,84,87,92,72,85
73,80,81,69,90,97,86,84,80,82,85,73,79,66,76
74,88,87,67,98,86,69,80,91,66,74,65,92,85,84
91,98,75,75,98,82,98,93,75,83,65,98,69,89,67
91,65,82,96,78,71,87,70,79,91,98,89,82,85,71
90,74,88,77,83,67,67,74,79,87,73,87,95,75,73
81,91,84,89,92,82,71,88,69,96,94,97,94,98,94
90,92,94,76,80,75,94,69,92,85,77,84,81,85,81
66,67,89,65,85,90,78,93,92,71,88,71,88,82,93
68,80,74,76,91,86,76,80,96,67,93,98,84,97,77
82,87,76,76,95,70,71,95,90,88,69,78,80,66,76
81,92,95,84,87,97,97,68,83,65,78,87,68,88,76
90,73,97,91,91,73,68,86,90,65,77,85,89,65,97
84,98,74,71,76,70,96,87,78,65,92,65,89,76,71
72,94,94,69,92,84,76,92,76,73,71,83,66,84,81
91,66,79,97,81,94,82,85,84,74,78,67,85,91,71
91,95,76,97,67,90,89,91,82,88,92,92,89,65,94
71,89,86,65,68,74,77,98,66,70,81,74,93,69,85
95,70,74,98,86,97,86,66,67,86,85,72,92,93,79
65,85,82,88,67,82,75,97,71,97,76,73,83,89,98
88,75,82,68,75,67,87,79,96,79,89,71,67,69,97
91,89,81,67,76,98,66,88,81,66,93,90,94,90,81
81,97,79,68,94,80,91,65,75,66,74,96,76,67,88
90,98,65,76,67,83,83,81,86,95,71,68,72,69,65
93,85,74,83,96,74,71,81,79,98,79,79,73,71,98
86,67,85,71,81,77,72,91,82,85,66,93,67,71,72
78,83,71,94,84,91,66,86,71,68,95,79,88,98,74
78,75,92,88,69,95,66,86,88,89,84,87,72,89,86
88,85,73,78,66,82,75,84,65,94,90,72,74,91,86
97,83,69,68,80,85,85,95,68,79,81,79,88,71,75
72,82,94,71,95,84,93,82,69,73,79,69,94,71,91
84,78,72,70,68,73,90,65,85,85,78,69,94,67,69
91,90,86,74,84,97,71,72,70,87,72,79,92,91,75
84,96,82,94,90,92,84,81,81,84,74,74,69,94,78
71,72,90,71,91,87,89,90,85,68,66,94,96,87,83
77,85,87,84,97,80,90,85,87,83,72,82,89,92,88
66,69,85,82,86,98,86,96,69,69,83,68,79,82,97
91,68,79,65,91,73,86,90,94,81,77,83,95,84,70
95,82,80,93,90,67,66,73,94,72,82,67,68,78,74
91,98,75,91,66,70,73,97,69,83,96,82,83,85,86
87,96,84,71,75,72,89,82,96,85,83,81,80,70,90
97,84,82,71,66,67,67,96,70,74,89,95,96,68,69
67,65,79,75,90,74,89,80,91,95,97,69,90,65,94
72,67,78,73,76,89,98,89,95,68,94,78,70,74,74
93,74,93,81,84,73,90,67,95,77,70,70,92,97,93
95,74,79,81,73,77,90,82,86,72,82,92,94,67,91
82,94,83,74,82,87,80,73,75,98,89,87,85,67,84
74,79,89,90,87,84,84,95,86,70,91,67,78,84,71
65,97,91,91,90,91,82,71,75,80,66,95,86,72,74
71,78,88,66,75,86,80,84,69,91,81,90,72,83,76
77,68,96,79,74,93,71,97,74,73,86,82,70,77,93
71,90,65,74,86,90,82,79,89,83,77,70,97,73,87
92,80,89,92,93,83,70,81,94,91,91,70,74,92,78
82,80,86,76,83,96,86,66,85,69,95,86,77,94,89
66,71,94,73,84,88,78,98,67,91,90,87,78,93,93
89,86,94,88,85,94,96,68,84,95,89,71,94,74,74
74,75,85,86,70,68,80,77,83,68,69,87,71,66,81
76,78,72,97,96,74,95,93,97,92,90,65,77,83,73
76,91,71,87,78,92,68,97,86,79,87,82,67,98,79
73,88,96,84,89,70,76,73,89,90,95,88,94,82,94
71,82,78,96,72,73,84,77,72,76,65,94,65,86,83
79,98,75,97,91,70,76,87,74,66,70,96,82,69,69
81,96,82,95,67,69,83,75,76,80,90,86,65,95,79
65,66,85,97,95,69,72,74,91,76,74,88,77,66,76
76,65,72,67,70,90,79,91,90,88,67,65,95,83,93
84,78,68,77,69,98,89,94,98,93,77,98,91,85,89
72,71,75,86,69,98,86,85,70,97,98,65,97,73,83
81,91,97,98,83,66,75,88,90,94,78,81,90,96,79
87,94,96,86,78,90,78,80,96,79,70,79,81,95,95
91,89,79,86,66,80,82,71,73,91,76,88,82,96,73
69,67,72,97,69,69,75,91,83,98,86,89,71,98,79
90,70,87,76,97,85,75,75,97,78,94,86,79,83,88
86,88,72,82,95,74,77,89,66,71,66,83,78,70,77
68,90,85,71,96,71,93,70,96,86,86,68,88,91,76
76,90,98,76,97,66,88,98,66,72,75,95,87,76,80
87,77,86,70,68,96,88,78,85,71,77,81,91,86,79
79,96,98,92,94,81,92,94,68,87,69,84,96,98,95
85,95,71,68,79,68,92,68,71,86,71,86,79,65,94
97,72,74,76,84,94,89,93,97,90,77,98,95,90,70
92,90,75,86,69,98,80,71,94,87,70,93,67,75,82
68,76,85,84,85,91,69,98,75,93,71,83,66,69,68
84,84,82,84,67,86,79,74,84,97,72,73,83,93,74
79,96,66,78,70,94,84,70,81,80,79,73,78,89,78
77,88,75,68,76,94,86,77,87,92,81,68,84,88,68
74,71,76,89,98,85,83,65,92,89,86,71,94,68,98
70,87,79,65,71,98,78,67,88,90,94,70,66,66,65
75,80,93,80,94,67,78,78,87,80,89,72,75,65,79
78,69,67,72,67,84,80,92,72,95,73,74,68,79,74
89,94,76,77,88,96,65,66,71,82,76,87,91,85,73
83,82,74,97,65,93,75,71,93,90,86,97,74,81,69
97,74,67,92,94,76,76,91,71,88,78,82,66,89,82
69,83,78,95,85,91,90,68,76,73,65,87,79,84,69
75,77,89,80,69,67,74,91,76,74,73,89,81,65,77
98,94,90,68,77,69,83,80,87,87,82,70,90,93,81
89,90,78,71,81,86,68,86,76,71,94,75,80,73,68
85,80,66,71,68,76,72,79,77,96,93,80,78,96,87
85,79,80,80,91,69,87,65,81,74,83,93,80,79,94
66,82,80,94,91,83,90,66,65,67,84,88,69,71,72
86,84,69,68,94,67,89,98,94,93,69,77,78,85,74
79,92,67,66,84,66,84,68,97,70,82,69,95,94,92
76,78,70,75,88,78,84,81,70,97,93,83,89,84,86
75,87,69,80,82,92,70,75,83,89,75,84,91,66,96
84,87,94,84,77,78,86,65,65,83,87,81,87,73,77
67,74,80,88,77,96,84,76,67,89,83,77,76,78,83
69,65,93,93,66,81,84,74,87,96,68,67,89,93,69
69,90,96,75,67,80,93,79,93,87,69,89,89,85,71
93,98,84,71,85,89,90,93,80,96,93,74,75,89,93
85,92,89,96,87,66,88,67,85,72,97,97,97,74,86
68,84,91,77,70,77,89,68,94,81,94,87,95,88,72
73,93,98,66,72,83,78,89,69,97,74,93,78,92,95
75,98,74,91,89,98,80,75,69,96,72,75,80,69,81
70,97,87,72,73,87,98,83,67,84,75,72,92,72,84
67,77,95,73,65,94,67,94,89,67,72,71,98,70,72
96,92,77,94,82,85,95,84,84,67,98,70,77,75,92
85,65,74,70,80,69,86,96,67,96,97,79,70,76,91
66,69,69,70,98,70,76,93,91,85,97,94,88,73,81
95,66,93,86,98,66,88,69,80,77,75,96,65,75,98
81,95,91,92,78,94,84,84,84,79,94,69,91,88,83
68,70,76,89,80,73,66,83,77,77,84,69,83,69,78
86,70,75,85,74,98,70,86,80,82,71,80,91,85,84
98,83,88,87,71,96,90,74,72,79,80,89,71,79,78
86,79,92,82,69,96,76,85,74,95,87,67,88,89,73
87,98,92,87,77,90,98,75,85,94,92,66,82,75,66
87,81,77,88,74,90,75,77,80,83,91,67,93,78,89
82,95,74,82,80,87,87,77,87,65,94,93,97,70,83
84,81,65,91,82,95,79,94,87,75,66,93,71,86,97
79,74,95,83,80,84,96,72,76,68,68,69,65,94,91
80,67,74,82,84,85,93,87,85,87,95,71,66,72,78
85,81,97,89,76,76,72,84,95,72,80,73,94,93,91
95,83,97,90,95,76,82,80,93,86,84,98,84,85,93
79,90,92,73,83,66,88,73,69,79,69,96,77,90,71
93,89,69,73,70,72,73,77,92,74,95,65,72,98,82
74,96,95,93,81,88,89,90,92,82,98,84,94,77,90
72,73,94,97,78,89,83,91,85,97,66,90,78,76,97
87,86,91,79,91,93,80,78,72,75,75,89,95,87,87
84,91,65,91,83,86,79,87,84,79,92,67,89,76,97
95,74,68,94,86,74,72,69,72,85,84,67,96,74,93
87,78,74,91,68,75,67,91,69,70,75,70,65,80,92
76,77,69,88,97,86,83,96,72,84,96,68,67,72,77
85,94,92,89,87,98,71,92,65,71,78,87,84,83,70
88,88,93,92,85,86,98,89,90,96,79,82,76,97,76
67,66,81,80,79,77,68,77,97,83,95,81,95,79,95
88,75,85,74,85,85,89,78,82,80,71,79,65,79,74
75,84,97,79,96,73,96,80,69,80,67,91,78,85,92
88,94,95,68,96,86,81,72,76,93,66,89,69,98,92
83,78,78,86,98,89,76,69,83,98,74,98,73,74,90
88,95,75,68,96,68,86,70,72,70,65,98,86,84,65
86,93,68,71,97,86,93,71,75,69,71,88,67,91,83
95,66,92,75,94,92,97,65,65,71,67,72,77,90,69
72,69,86,91,94,87,84,73,82,81,98,83,83,93,92
71,80,81,80,76,76,94,69,66,97,65,68,90,85,83
93,96,92,98,96,83,76,98,81,69,75,70,75,81,69
86,71,73,88,73,74,92,97,77,92,79,69,67,91,94
66,98,78,87,73,66,67,97,86,73,97,75,95,81,98
75,88,69,67,85,85,95,69,65,89,91,83,80,95,67
88,79,74,80,97,74,86,87,82,80,93,80,81,89,87
96,85,85,69,72,87,92,86,72,75,66,73,67,72,65
74,75,87,83,86,75,85,91,92,95,70,86,75,84,73
80,65,69,77,66,93,85,84,69,96,83,81,87,76,89
66,71,84,97,76,83,68,91,92,89,96,90,89,94,95
76,77,65,65,67,86,90,96,65,68,85,91,95,69,88
94,68,75,75,72,83,65,68,67,88,73,96,88,66,88
82,90,89,71,85,65,81,83,80,96,90,78,97,75,79
83,89,75,95,85,87,80,67,91,95,87,95,77,89,87
70,96,96,69,68,98,81,92,74,96,78,83,80,88,98
83,77,83,86,91,95,86,67,73,80,98,82,70,84,88
85,91,88,98,96,67,71,76,96,79,75,95,68,98,83
81,91,88,91,76,89,74,70,89,90,95,68,87,67,96
74,66,77,70,66,91,95,87,90,96,70,90,72,85,83
85,70,94,89,82,71,94,69,73,94,72,84,79,94,94
86,91,76,97,83,81,68,65,92,65,65,90,69,73,77
93,90,91,66,80,88,70,93,89,87,66,68,88,73,69
87,84,96,65,97,90,81,85,92,68,68,88,76,83,75
85,86,79,68,90,73,67,81,88,84,73,80,93,80,95
84,77,94,85,97,98,95,83,92,70,92,92,80,85,96
81,71,81,73,65,70,78,93,81,84,91,72,77,79,77
77,67,74,81,69,87,74,89,70,65,90,77,67,97,95
97,88,89,92,78,73,96,75,97,91,84,68,96,95,83
73,93,91,79,97,69,95,74,98,95,83,86,71,93,79
84,68,68,95,90,85,67,97,78,70,74,83,81,67,92
88,94,94,85,70,91,89,84,96,65,93,93,88,84,66
95,94,76,87,74,73,67,69,67,91,70,80,82,89,89
83,88,66,90,98,91,83,78,66,89,67,92,76,65,81
94,85,65,73,81,77,80,66,86,97,94,90,85,66,94
94,81,66,67,72,68,95,72,96,97,73,68,87,93,87
68,95,77,87,72,92,66,86,72,88,65,76,98,80,67
66,87,91,85,76,97,95,91,81,66,92,88,86,90,89
93,72,97,85,82,75,76,81,93,93,96,82,88,89,87
73,98,86,87,67,67,78,95,77,69,84,91,79,92,90
67,93,89,71,90,80,91,78,75,95,71,93,98,96,78
96,72,75,73,71,71,81,82,70,94,85,70,94,92,87
84,97,65,83,71,92,77,93,71,68,76,89,77,80,74
94,77,97,71,88,71,85,82,81,81,83,66,71,65,92
66,67,75,69,65,86,88,72,82,76,68,74,83,72,80
96,83,97,69,89,74,65,78,72,82,83,86,77,71,91
97,98,97,72,82,90,87,72,87,93,74,80,83,75,75
65,84,80,67,83,78,92,75,86,88,67,87,87,89,78
95,79,69,70,93,68,71,68,83,91,75,94,94,71,75
76,91,95,89,65,82,74,98,93,83,83,65,92,93,85
84,72,97,73,75,82,98,68,88,78,79,67,66,98,73
83,82,75,82,79,89,67,97,93,91,82,92,67,75,96
87,80,96,75,85,79,77,96,67,96,73,77,68,92,67
74,80,70,65,86,89,69,93,72,73,83,81,88,66,72
80,65,93,88,77,72,82,91,76,88,86,75,96,97,77
84,80,86,80,69,75,97,72,93,75,76,93,67,90,75
96,91,77,84,91,78,79,79,69,79,88,66,67,67,89
78,79,65,89,68,87,93,77,79,65,72,77,87,69,66
80,69,81,95,73,93,96,96,83,86,84,86,93,90,97
85,67,65,86,71,67,80,65,72,83,77,82,83,77,79
75,66,78,81,89,78,73,83,95,68,72,81,67,97,87
68,98,69,66,89,93,81,82,92,70,83,95,65,97,93
93,82,72,98,79,76,95,82,76,73,71,84,81,68,90
95,82,75,81,74,94,66,87,97,92,75,77,74,84,96
86,97,65,74,87,65,80,73,79,70,67,72,96,70,96
78,78,65,76,65,95,74,82,74,86,74,78,82,81,91
97,69,96,74,93,83,85,89,82,93,82,65,66,82,80
79,87,80,65,78,98,83,86,71,65,69,95,69,95,75
89,87,65,80,98,67,74,76,85,72,65,86,78,90,89
84,97,83,83,87,65,88,89,89,86,97,96,65,70,88
70,86,85,80,72,79,93,76,96,67,70,92,65,97,74
94,90,93,89,86,97,83,70,87,97,91,71,70,82,84
68,74,72,69,78,88,77,88,84,94,81,95,75,90,93
65,77,92,96,97,65,69,79,98,95,90,75,98,84,77
74,90,70,82,76,96,84,94,73,70,77,87,76,92,70
96,98,66,97,81,68,83,95,68,80,69,68,66,97,97
79,92,85,68,78,69,70,67,65,89,70,84,77,95,98
75,96,77,98,65,87,82,86,83,97,94,89,77,85,95
91,97,65,89,83,78,77,80,73,79,79,81,69,75,82
75,70,74,65,93,88,88,93,66,87,83,77,89,91,79
74,86,98,89,98,85,84,91,96,86,72,97,86,78,78
66,97,66,77,71,83,70,90,66,88,69,95,67,79,89
68,89,70,94,81,90,67,83,79,92,75,88,78,98,96
76,88,90,87,82,88,72,71,94,79,93,81,89,80,92
91,73,80,73,94,78,71,73,94,77,98,78,88,66,93
77,66,65,86,75,91,83,72,95,73,77,92,77,90,76
86,80,66,98,80,79,67,70,82,67,87,67,92,75,84
87,76,91,79,91,69,92,74,94,84,67,68,88,68,73
67,96,67,88,69,80,90,88,70,88,66,68,80,95,71
73,98,96,75,73,77,93,66,81,80,70,93,87,91,71
82,72,68,80,73,67,72,98,75,74,98,89,66,79,93
88,73,91,85,65,81,98,94,68,80,74,68,88,79,81
85,89,89,92,91,79,97,68,70,67,88,86,84,85,68
82,70,69,96,68,71,83,88,91,96,91,76,92,75,74
87,70,66,86,91,85,72,80,76,84,88,79,88,79,96
94,96,65,71,94,85,69,78,71,97,75,89,73,84,72
76,82,70,76,69,84,76,98,87,80,71,68,91,92,71
70,73,88,97,94,65,82,69,67,69,71,92,97,77,82
84,79,90,94,90,66,75,90,72,91,94,75,73,76,72
92,88,85,91,78,85,83,66,71,74,82,67,81,91,79
85,82,65,76,70,89,78,96,67,65,72,67,73,82,91
94,93,73,90,78,74,73,90,93,67,69,92,80,95,78
70,77,98,98,73,91,71,88,79,89,88,90,79,90,97
83,91,93,88,98,75,66,81,93,93,80,86,84,76,84
93,74,98,85,81,85,78,85,75,82,70,88,71,97,83
95,80,81,88,92,74,76,65,98,98,79,93,78,82,78
88,81,68,88,79,83,77,91,96,82,83,82,75,67,68
76,86,80,91,80,71,98,66,66,79,67,96,77,84,66
84,97,67,89,87,69,85,92,91,71,70,85,73,83,85
83,96,85,83,66,71,92,78,91,75,98,80,69,80,70
66,79,72,72,96,96,92,98,89,92,84,93,93,73,86
66,74,90,69,79,93,96,66,91,74,80,73,88,90,69
78,91,81,74,85,81,88,70,71,75,65,67,78,90,92
75,70,75,91,66,83,68,89,96,75,96,87,71,93,94
98,83,72,72,93,78,71,67,90,78,93,67,85,67,80
95,90,83,73,86,80,81,90,76,67,77,92,89,80,75
66,76,98,72,80,65,75,79,94,80,93,81,79,68,88
98,84,68,70,86,76,94,88,73,66,86,74,81,79,84
81,74,95,88,90,95,67,97,76,76,92,73,78,74,74
78,79,73,88,86,83,83,87,82,75,70,82,77,98,94
73,69,93,87,70,90,81,87,65,93,91,92,95,86,67
97,71,68,94,78,89,78,78,82,89,77,97,89,88,74
76,87,97,71,65,90,95,79,73,93,75,66,92,88,72
93,69,85,79,72,69,73,81,84,71,98,85,80,94,65
94,83,84,67,74,75,89,86,83,81,98,74,89,80,72
67,79,84,97,77,88,93,98,90,96,77,76,66,83,92
77,65,81,81,81,72,78,66,98,96,97,80,81,75,76
85,93,97,71,79,67,81,70,98,97,92,70,95,89,79
77,85,88,71,85,82,65,73,91,85,74,72,69,69,72
81,69,66,79,93,94,87,69,66,91,85,89,66,92,87
96,83,88,84,79,96,88,90,68,76,78,86,67,78,78
67,90,86,73,96,94,85,79,91,66,98,96,96,83,78
70,85,77,77,76,66,89,96,65,78,65,83,86,78,84
75,66,87,77,76,84,95,91,84,65,98,74,89,74,97
91,93,93,88,75,91,85,68,82,77,97,93,66,82,72
91,93,90,83,91,67,90,88,74,86,75,83,66,87,94
88,91,72,73,87,74,91,90,65,89,96,80,84,75,88
96,68,88,66,86,87,76,72,83,65,84,70,81,79,83
91,89,94,73,93,77,88,84,87,90,98,85,74,67,88
96,65,82,96,70,93,84,90,67,93,71,91,87,86,89
76,71,91,89,90,96,72,83,92,94,82,75,85,72,72
91,72,89,79,98,73,67,75,67,97,79,93,74,77,93
87,83,76,65,75,69,77,95,91,95,95,93,86,75,85
91,76,87,66,83,69,79,80,71,85,83,71,77,98,85
79,71,74,89,98,72,89,76,91,80,86,67,94,76,84
97,74,83,83,91,96,81,93,73,67,97,89,68,71,76
79,97,98,66,72,86,65,94,93,86,65,79,83,93,76
65,88,74,91,66,89,94,89,80,95,70,83,83,72,82
89,66,98,83,89,95,66,69,93,70,77,68,66,66,98
71,66,87,94,66,80,70,74,71,70,75,71,96,80,67
84,73,66,67,95,94,96,83,93,86,87,93,97,74,74
98,98,71,82,90,89,79,90,88,90,95,83,90,77,87
84,98,90,90,84,93,96,83,65,95,73,85,93,98,71
98,97,75,68,86,77,73,81,78,98,81,76,96,86,95
83,71,97,91,77,87,96,95,98,79,91,89,70,87,87
89,90,94,83,69,78,68,78,79,95,66,83,66,67,93
91,98,80,87,75,87,90,70,74,65,82,87,78,92,91
80,97,65,79,86,76,86,78,66,97,81,85,82,90,92
80,67,83,82,72,75,71,90,97,75,67,86,76,80,68
78,82,96,75,84,74,89,73,95,81,66,66,91,85,79
80,85,86,76,97,67,74,74,95,94,83,91,67,96,72
79,76,77,77,81,86,94,74,81,69,83,67,82,75,78
78,94,83,88,69,90,98,95,66,70,84,97,83,90,81
95,81,78,93,74,90,97,80,71,89,69,73,84,93,74
66,70,78,70,98,72,78,72,93,65,76,70,88,82,73
