RST10101,RST10102,RST10103,RST10104,RST10105,RST10106,RST10107,RST10108,RST10109,RST10110,RST10111,RST10112,RST10113,RST10114,RST10115,RST10116,RST10117,RST10118,RST10119,RCD10101,RCD10102,RCD10103,RCD10104,RCD10105,RCD10106,RCD10107,RCD10108,RCD10109,RCD10110,RCD10111,RCD10112,RCD10113,RCD10114,RCD10115,RCD10116,RCD10117,RCD10118,RCD10119,RSL10101,RSL10102,RSL10103,RSL10104,RSL10105,RSL10106,RSL10107,RSL10108,RSL10109,RSL10110,RSL10111,RSL10112,RSL10113,RSL10114,RSL10115,RSL10116,RSL10117,RSL10118,RSL10119,RSU10101,RSU10102,RSU10103,RSU10104,RSU10105,RSU10106,RSU10107,RSU10108,RSU10109,RSU10110,RSU10111,RSU10112,RSU10113,RSU10114,RSU10115,RSU10116,RSU10117,RSU10118,RSU10119,ROR10101,ROR10102,ROR10103,ROR10104,ROR10105,ROR10106,ROR10107,ROR10108,ROR10109,ROR10110,ROR10111,ROR10112,ROR10113,ROR10114,ROR10115,ROR10116,ROR10117,ROR10118,ROR10119,RDA10101,RDA10102,RDA10103,RDA10104,RDA10105,RDA10106,RDA10107,RDA10108,RDA10109,RDA10110,RDA10111,RDA10112,RDA10113,RDA10114,RDA10115,RDA10116,RDA10117,RDA10118,RDA10119,RTR10101,RTR10102,RTR10103,RTR10104,RTR10105,RTR10106,RTR10107,RTR10108,RTR10109,RTR10110,RTR10111,RTR10112,RTR10113,RTR10114,RTR10115,RTR10116,RTR10117,RTR10118,RTR10119,RPR10101,RPR10102,RPR10103,RPR10104,RPR10105,RPR10106,RPR10107,RPR10108,RPR10109,RPR10110,RPR10111,RPR10112,RPR10113,RPR10114,RPR10115,RPR10116,RPR10117,RPR10118,RPR10119,RMR10101,RMR10102,RMR10103,RMR10104,RMR10105,RMR10106,RMR10107,RMR10108,RMR10109,RMR10110,RMR10111,RMR10112,RMR10113,RMR10114,RMR10115,RMR10116,RMR10117,RMR10118,RMR10119,RCM10101,RCM10102,RCM10103,RCM10104,RCM10105,RCM10106,RCM10107,RCM10108,RCM10109,RCM10110,RCM10111,RCM10112,RCM10113,RCM10114,RCM10115,RCM10116,RCM10117,RCM10118,RCM10119
42,69,71,56,86,79,37,35,58,35,73,78,65,80,70,30,41,68,79,33,80,60,31,37,78,45,49,90,30,61,65,59,85,82,71,83,88,32,32,49,74,86,69,59,49,41,71,39,45,36,56,79,85,83,64,86,68,85,80,78,44,80,39,61,44,74,30,78,67,41,36,39,84,44,76,67,63,54,78,80,60,68,30,31,73,32,81,71,49,45,51,38,81,89,51,44,86,66,44,89,56,40,59,38,64,79,50,66,88,63,60,72,80,89,86,60,87,88,60,67,34,70,79,66,54,61,53,71,38,73,38,87,80,66,60,37,45,75,33,37,64,90,81,47,45,70,85,80,43,82,52,71,58,63,42,47,90,37,81,71,35,49,30,73,90,53,46,31,76,77,68,37,78,84,39,79,84,49,52,36,66,82,71,60,79,79,86,50,56,45
86,67,54,45,82,32,51,63,31,53,50,41,59,67,45,78,62,57,47,57,70,56,45,82,45,85,50,65,58,85,57,65,52,83,51,30,36,77,44,31,69,61,68,76,43,51,58,67,83,63,66,73,35,34,36,70,30,34,46,62,71,51,69,49,47,44,61,45,33,86,89,53,80,34,53,43,89,54,39,50,42,45,42,81,67,63,86,71,71,82,68,74,50,79,78,67,64,62,87,88,45,56,73,52,45,32,30,86,44,41,89,75,61,42,89,67,79,44,69,63,83,77,77,65,54,36,70,85,61,41,44,52,35,78,50,34,46,31,62,46,65,90,36,86,84,52,65,57,43,70,71,46,59,31,30,63,61,39,73,68,90,61,54,43,38,50,75,33,47,76,72,65,90,46,52,62,77,49,59,77,69,59,35,63,87,45,70,87,40,69
79,81,74,79,88,55,81,50,82,71,32,31,57,45,40,68,58,47,48,89,73,53,43,69,52,48,39,74,80,62,73,36,83,30,79,90,76,64,47,64,64,69,57,86,31,33,54,49,78,40,33,75,72,56,54,81,75,89,47,51,34,30,88,64,36,60,62,63,41,36,75,61,46,47,59,57,74,34,40,34,57,46,83,76,53,66,40,42,49,82,38,59,32,47,31,68,46,79,51,52,42,44,36,43,40,81,60,52,34,54,30,43,60,65,73,83,68,82,37,58,85,52,38,81,46,68,66,39,47,33,38,86,57,65,36,38,84,38,31,66,40,63,87,55,70,87,82,58,88,67,83,39,82,44,37,53,31,75,90,66,69,54,84,55,38,90,77,76,59,59,37,57,48,84,84,65,65,41,39,82,66,44,74,79,38,69,56,34,33,71
49,69,33,68,56,41,58,56,80,30,36,71,40,51,36,30,89,83,86,90,71,84,32,63,85,48,54,85,59,87,43,33,41,80,55,61,36,57,53,81,42,62,42,72,42,62,34,55,78,53,53,49,72,69,83,40,63,38,90,61,85,75,53,48,76,72,40,48,90,88,80,48,48,68,88,66,63,69,31,45,39,75,62,81,36,63,65,65,82,88,32,40,71,60,53,60,87,48,90,76,89,49,81,84,57,89,31,90,63,69,85,76,47,37,83,74,38,66,78,58,57,90,52,34,45,71,77,42,38,53,84,30,65,34,61,32,41,78,55,85,81,88,76,71,45,80,45,47,74,50,90,62,47,73,76,88,51,86,47,64,55,49,65,47,77,66,83,88,47,59,70,58,73,77,60,43,85,90,35,76,67,38,44,32,80,48,58,45,33,52
88,49,83,56,35,75,76,90,38,45,46,54,55,70,80,66,66,49,73,88,38,47,59,42,62,35,63,59,51,36,33,65,45,60,89,72,74,39,88,33,40,68,85,85,52,45,47,66,55,30,89,51,81,82,43,33,35,69,78,53,32,50,76,70,61,76,86,35,90,68,73,73,66,49,37,88,57,35,35,53,79,68,86,52,61,74,60,53,59,43,82,82,82,44,63,67,46,71,61,68,57,88,78,32,52,42,59,54,88,71,57,87,44,64,62,59,72,82,47,39,39,58,86,45,74,44,82,73,35,85,64,33,82,84,62,46,52,78,81,36,78,50,57,83,79,60,51,73,75,48,61,37,70,50,32,48,51,36,85,47,84,43,85,67,58,32,73,79,57,87,35,89,82,69,69,40,32,69,31,53,35,34,81,36,38,63,62,70,61,31
38,60,73,81,61,59,73,74,74,70,64,53,47,45,83,81,34,54,47,45,64,80,66,46,80,32,63,70,34,63,62,46,50,44,45,89,61,30,37,58,65,69,76,39,54,90,78,71,40,36,48,76,67,31,38,88,87,61,48,38,30,56,63,69,71,53,58,85,81,56,45,36,59,83,40,90,49,75,35,32,38,77,32,51,83,56,63,40,77,49,65,85,31,72,82,64,51,41,87,82,56,77,88,43,49,49,62,78,30,75,35,36,52,43,50,71,77,41,86,68,70,71,79,82,34,87,58,56,37,63,86,78,53,32,78,53,44,67,39,80,88,38,37,54,74,38,69,81,42,65,64,65,37,31,38,38,68,86,67,64,77,66,40,60,42,56,31,61,37,39,53,77,67,42,54,77,78,42,61,33,63,38,41,88,47,88,49,61,63,59
47,36,69,52,88,37,47,40,85,73,83,51,71,82,35,72,72,49,70,60,41,89,32,65,68,38,43,41,86,65,49,83,76,51,77,48,30,88,61,66,34,67,76,56,47,84,43,62,66,66,87,65,30,37,73,57,54,67,49,72,75,57,82,75,53,37,55,50,68,80,79,79,50,79,31,61,46,79,31,58,77,46,35,31,87,41,82,82,66,79,85,30,80,72,62,88,56,33,47,85,72,80,63,46,44,74,70,63,60,65,44,89,50,58,74,90,69,69,81,48,55,30,77,34,73,86,85,74,68,85,67,52,64,32,48,39,81,40,44,73,74,46,68,75,40,48,63,79,52,59,48,63,60,31,46,74,81,70,61,53,30,33,44,75,52,89,40,56,70,55,73,64,56,87,43,46,47,82,49,88,79,61,49,84,33,34,30,51,52,52
79,47,59,64,50,74,43,46,44,87,45,77,56,33,43,77,38,83,51,36,49,84,54,49,34,55,68,71,63,82,44,63,43,69,81,85,36,41,85,86,62,87,67,60,78,44,89,60,89,78,46,59,79,51,77,73,80,58,47,89,69,42,36,35,84,54,90,49,32,47,88,42,76,37,81,74,47,78,71,46,66,46,54,32,30,53,32,73,31,32,53,41,84,82,37,90,89,87,73,75,72,33,42,73,70,83,31,30,86,51,65,72,40,84,36,46,32,84,37,62,58,70,47,50,47,51,46,73,32,89,85,71,88,54,55,68,75,38,84,89,66,47,78,59,81,55,79,33,85,53,82,45,33,84,60,82,47,37,39,55,45,78,34,39,82,71,34,66,90,82,75,38,54,76,86,54,62,87,51,65,61,75,76,81,32,68,41,47,62,62
77,34,44,34,53,43,40,71,81,81,72,30,83,31,32,87,51,47,69,63,82,55,31,38,78,89,38,75,64,75,69,51,80,84,34,54,52,60,34,82,55,47,49,61,48,85,49,65,80,35,37,52,77,31,69,34,50,73,33,35,52,79,67,65,73,60,89,76,68,81,57,73,84,33,64,44,49,70,65,60,61,33,63,83,54,83,47,67,41,88,54,71,44,76,31,69,44,40,73,49,77,58,69,37,37,81,32,37,81,39,85,85,66,68,74,62,69,68,85,71,62,45,64,59,39,51,72,59,32,30,37,43,66,78,38,61,35,33,48,90,83,46,40,44,34,82,64,42,83,89,61,61,71,46,38,60,50,37,63,33,77,65,86,62,57,79,44,31,86,59,67,90,74,63,87,71,60,42,56,80,49,32,70,37,48,81,41,31,86,74
74,65,73,41,64,74,48,44,83,72,54,76,53,45,77,54,50,40,54,40,33,78,44,37,33,54,74,66,50,76,36,50,76,47,66,77,53,55,38,51,48,40,90,41,76,87,38,79,66,73,34,52,50,79,88,64,75,60,53,51,46,63,68,33,58,88,67,31,34,84,44,33,48,34,66,76,67,77,37,86,52,77,42,49,32,38,46,88,43,89,65,83,73,36,38,38,56,80,66,40,50,67,80,31,56,87,76,75,53,32,73,86,60,87,80,32,37,61,77,55,74,34,87,56,76,73,70,48,39,46,73,86,61,81,67,62,44,51,78,79,38,40,45,47,53,46,44,58,72,78,68,31,76,71,57,38,33,69,88,47,43,79,82,47,52,42,65,80,50,39,75,81,77,78,88,55,52,70,53,46,62,83,87,72,80,73,69,82,62,50
54,42,58,44,40,77,72,64,59,48,74,89,51,81,42,66,63,49,58,58,66,58,40,62,64,30,46,71,50,63,87,80,67,85,83,57,40,49,52,79,62,72,37,51,84,59,87,87,69,53,85,77,30,75,56,33,53,30,53,90,44,61,59,42,40,79,36,62,67,35,74,43,84,90,73,87,53,52,78,88,74,77,61,45,63,46,67,77,86,50,68,77,61,54,74,53,40,32,35,64,73,58,49,75,68,46,65,75,62,54,43,32,67,56,54,63,90,58,86,62,47,58,79,54,70,46,84,50,30,54,55,47,76,80,35,87,32,83,80,61,50,60,75,68,53,82,76,85,77,38,46,41,88,37,76,56,57,56,78,59,82,85,79,52,45,64,89,62,43,89,73,67,70,33,32,80,47,60,53,65,35,68,90,77,37,76,43,53,56,31
64,60,63,55,90,61,51,87,49,46,82,78,59,41,38,35,77,44,37,78,46,88,33,81,80,41,61,64,34,35,31,76,60,33,81,37,63,68,51,45,40,64,88,87,59,88,50,79,90,42,79,88,81,56,73,80,49,70,37,51,40,74,42,48,43,80,30,89,89,57,43,42,67,61,41,56,75,52,34,42,49,56,72,77,82,48,86,37,85,72,58,32,62,37,34,83,68,60,36,79,50,60,64,40,79,60,43,86,34,46,55,36,38,88,54,39,66,36,55,46,61,87,70,78,41,82,65,76,76,58,72,67,82,67,34,66,83,44,44,55,69,88,58,50,45,80,80,68,77,45,34,64,46,73,30,32,48,53,69,79,43,43,72,80,88,54,50,57,48,87,52,46,86,40,57,30,65,60,63,46,77,52,54,84,82,42,44,50,50,51
80,80,39,37,40,85,62,30,82,68,39,90,73,47,42,63,58,43,53,83,56,55,41,77,55,79,52,88,55,66,60,88,84,51,90,62,51,70,48,62,55,82,90,53,37,60,77,38,78,63,38,52,31,62,88,63,88,88,74,87,62,67,30,82,86,60,83,62,64,58,48,90,73,87,78,43,46,66,80,60,69,77,41,36,30,51,43,67,37,32,39,32,83,42,52,46,84,71,72,62,72,66,50,38,56,79,79,46,87,76,71,50,58,69,33,50,35,87,58,69,70,74,72,54,65,79,31,70,45,69,34,56,38,31,77,42,44,40,88,53,70,66,39,86,84,46,39,61,87,88,48,87,68,37,57,54,48,34,30,30,50,42,70,58,67,59,38,65,48,43,81,68,68,43,38,90,45,81,78,40,46,85,70,89,69,88,72,80,52,77
81,65,86,52,40,46,51,53,40,65,68,59,60,89,73,33,50,36,58,53,83,65,40,76,48,89,51,70,47,44,71,81,32,58,56,60,65,44,38,76,40,88,50,47,60,37,69,48,30,71,71,58,73,32,45,55,30,49,52,85,32,45,39,45,52,32,83,78,71,84,86,55,67,42,55,58,65,63,64,79,53,47,83,70,68,83,86,51,56,58,64,54,89,65,90,84,68,79,55,44,66,80,45,47,86,88,35,48,59,78,81,63,44,58,51,65,33,88,79,87,89,32,35,39,87,87,88,56,54,58,35,59,39,88,84,86,57,50,74,85,74,78,47,48,47,69,67,67,39,30,47,81,42,69,53,76,87,71,46,41,89,48,59,84,50,86,80,37,44,88,79,70,60,53,41,83,62,75,36,57,73,62,43,87,63,53,70,37,52,30
67,57,62,46,43,76,64,86,36,47,30,80,59,73,74,38,45,75,46,89,36,60,79,70,49,62,62,57,64,83,58,51,59,48,42,31,85,51,79,44,49,71,67,53,58,51,35,80,47,53,54,57,81,59,33,78,43,79,44,41,40,73,50,86,57,31,66,82,52,87,61,88,45,86,34,85,36,68,41,35,55,48,46,86,89,59,35,65,81,77,77,46,69,77,81,73,54,41,38,69,58,84,73,36,47,41,73,55,44,81,63,46,67,85,54,35,68,69,89,82,79,33,48,85,36,74,33,63,81,34,79,89,80,82,86,59,44,60,83,31,38,66,41,83,32,63,80,59,70,42,82,76,49,77,54,55,88,41,69,33,86,88,74,84,31,77,80,70,37,52,78,76,52,50,39,66,50,90,70,52,42,47,77,56,36,57,30,77,30,65
32,59,48,59,90,87,73,58,88,41,47,76,69,48,31,72,41,35,41,41,44,42,90,74,88,32,79,72,50,33,58,31,49,56,41,83,53,55,84,87,49,65,31,83,64,51,32,63,66,41,87,87,51,90,46,84,46,53,68,36,52,31,60,53,52,30,74,82,81,56,84,82,46,72,47,64,65,76,48,30,82,42,81,78,68,59,75,40,52,89,69,43,53,68,64,85,43,53,52,80,45,61,84,32,35,66,83,75,46,39,60,85,36,88,30,81,75,36,43,50,86,35,31,49,38,32,32,76,59,53,48,40,81,67,85,42,46,83,79,71,42,83,60,34,81,63,35,42,43,80,30,69,68,89,41,46,32,40,56,60,41,55,72,49,58,89,42,64,39,50,61,65,36,75,30,63,40,30,37,38,64,51,55,82,60,57,54,57,50,46
65,39,50,76,81,85,76,52,74,41,39,41,78,58,49,67,70,58,72,78,81,63,68,65,57,78,36,32,50,57,54,32,62,63,65,70,46,78,46,53,51,53,71,30,80,58,42,33,40,54,59,59,55,54,83,86,42,33,60,88,35,35,57,71,66,84,53,58,59,30,53,84,86,69,70,67,49,53,48,50,58,59,56,69,69,44,81,37,89,38,73,58,60,67,70,52,41,34,48,60,60,69,40,66,31,34,41,56,54,65,73,90,65,88,83,66,57,88,77,76,50,66,85,46,67,59,47,74,33,50,78,85,30,45,65,59,52,42,67,55,89,42,56,59,65,59,32,58,60,51,42,63,33,39,79,56,59,63,48,37,85,32,37,90,46,60,79,54,74,82,68,62,37,37,36,70,75,77,81,61,45,66,30,32,83,84,67,61,53,42
89,55,51,53,60,73,49,51,83,85,48,36,35,67,46,48,47,43,47,67,79,83,78,83,80,35,62,55,32,82,87,40,81,39,35,78,83,34,66,53,74,74,81,47,63,71,36,43,67,45,86,86,87,36,87,82,33,51,40,83,33,38,61,75,69,60,79,42,49,54,66,80,66,76,45,36,85,78,45,35,57,79,31,55,54,31,79,37,72,70,64,49,62,67,71,64,53,43,31,65,41,78,74,74,38,78,32,40,75,54,84,50,37,53,30,70,85,68,33,35,78,76,85,64,40,35,62,86,58,30,44,52,82,44,48,34,71,59,67,61,46,42,67,56,56,74,75,37,57,82,84,90,37,78,84,63,45,33,39,89,34,48,60,82,32,60,40,90,49,39,88,50,61,74,30,87,34,62,33,85,50,85,68,40,32,38,73,37,34,57
32,54,67,30,77,69,86,37,63,80,50,36,71,80,72,42,37,55,73,65,48,55,62,51,81,70,86,88,47,90,55,46,45,60,37,35,90,54,42,44,39,81,33,34,76,73,36,77,67,63,61,48,81,76,81,70,64,31,38,31,60,63,88,65,67,88,41,77,42,48,52,80,73,76,37,57,87,45,79,43,32,38,62,80,88,40,76,88,74,35,42,48,76,40,73,33,49,30,75,86,76,63,71,30,35,70,59,64,55,48,83,63,36,58,75,65,73,66,53,68,41,30,43,47,89,58,36,87,44,84,38,46,56,74,66,69,31,76,39,59,41,36,72,53,79,38,77,66,83,36,62,74,40,87,87,88,89,50,76,89,54,72,62,57,67,59,69,54,53,73,57,76,78,41,65,35,66,31,53,54,73,38,38,61,66,54,57,49,73,40
62,33,54,82,90,77,84,69,75,88,44,41,84,81,33,47,32,81,71,40,72,48,81,80,67,57,67,71,38,64,84,70,73,67,78,46,41,81,88,65,84,66,56,46,63,53,76,80,51,59,88,52,66,57,64,88,45,90,32,85,78,67,37,84,79,49,73,65,75,55,70,59,66,70,54,31,64,48,80,67,71,69,67,66,30,58,37,75,39,57,72,73,47,47,70,57,50,58,80,68,88,42,41,90,37,83,88,75,82,68,40,77,53,79,61,71,54,53,57,72,36,84,73,43,51,34,32,30,53,33,79,30,89,68,79,70,73,69,59,38,30,44,75,61,81,42,41,72,38,47,45,63,75,64,90,40,53,42,78,78,75,49,68,71,64,34,39,60,87,68,71,73,90,39,48,59,54,40,85,67,78,37,52,85,33,39,48,59,88,55
55,56,83,67,60,43,64,36,82,71,71,70,69,35,61,57,87,64,89,80,63,31,83,88,80,37,71,80,51,53,51,62,45,60,56,58,70,43,52,57,82,45,31,34,33,40,72,73,75,43,66,54,79,85,30,83,43,57,36,72,83,41,81,69,83,53,40,59,36,35,34,80,35,59,32,45,58,62,59,40,37,77,70,50,66,67,34,43,44,48,34,86,50,83,68,70,35,31,79,40,39,80,65,32,87,48,39,44,62,45,51,39,51,80,38,73,35,38,68,58,81,76,78,37,82,58,33,68,85,58,68,73,47,54,31,80,85,85,42,34,87,67,48,77,49,66,81,42,65,62,58,77,53,67,84,67,85,87,59,45,70,42,57,38,38,57,67,66,42,65,60,32,87,56,73,51,48,33,75,80,38,40,38,81,75,42,41,47,50,65
61,64,87,87,53,54,62,64,60,45,46,65,76,85,48,53,52,51,30,82,49,55,80,36,84,71,53,89,63,47,58,84,38,57,60,87,42,56,90,61,34,72,65,61,81,57,50,58,83,65,89,84,37,81,42,36,90,86,66,73,55,54,74,43,47,47,77,87,79,70,51,83,87,34,40,75,43,53,51,60,49,83,70,50,71,61,54,70,61,64,82,68,30,47,86,41,50,73,34,45,30,65,89,90,75,51,79,48,45,37,44,63,45,60,80,41,42,64,89,66,87,50,62,65,38,40,86,79,38,79,54,67,82,64,47,60,78,35,38,68,52,63,74,53,43,47,82,83,36,78,68,82,90,63,52,61,57,38,80,38,63,64,55,50,59,67,50,79,62,44,57,30,74,61,52,46,42,86,42,34,53,30,86,40,36,41,59,72,79,69
87,73,78,89,55,62,74,33,43,50,90,89,69,30,41,73,74,41,44,52,57,60,37,83,58,74,40,71,53,71,35,72,59,61,50,53,65,52,84,59,48,83,76,40,63,55,48,36,32,56,63,90,50,68,47,60,44,76,42,73,45,55,30,57,75,43,88,55,61,37,84,55,84,65,87,69,40,72,89,41,34,51,35,85,53,41,32,77,46,44,39,62,45,76,44,66,38,54,82,82,76,90,48,70,39,76,86,53,74,80,62,75,40,58,55,54,44,51,40,75,58,85,71,64,83,58,60,49,68,41,71,61,69,40,47,54,53,82,88,38,75,47,71,70,30,51,60,79,58,90,86,82,89,34,36,68,49,87,48,74,62,58,72,43,66,43,90,88,86,66,61,63,67,46,77,80,41,59,77,45,53,68,52,65,83,89,78,47,75,57
31,64,74,70,64,80,80,61,81,62,90,74,77,64,78,65,73,44,79,38,35,49,64,41,38,39,76,59,77,54,53,38,62,89,36,33,76,71,80,35,46,76,39,41,65,37,65,41,59,78,68,52,81,69,87,75,62,65,65,37,35,90,73,32,44,41,44,65,73,64,55,63,75,42,59,60,86,49,53,47,44,87,79,30,50,54,60,71,89,30,45,53,31,70,74,54,86,37,55,39,52,58,43,46,69,68,33,30,58,55,77,43,54,47,50,81,68,34,55,45,35,80,32,85,71,75,48,68,41,38,38,89,72,49,87,49,59,64,77,47,88,82,84,42,69,77,30,82,60,69,42,87,87,52,66,73,49,47,46,55,79,84,62,64,86,86,42,88,57,53,86,87,86,56,56,81,30,63,74,39,69,49,61,90,78,74,33,90,53,72
38,65,67,66,69,82,39,34,39,83,58,84,35,40,41,68,69,68,39,75,41,57,51,34,79,79,63,45,69,41,48,83,55,48,30,50,60,89,55,30,89,75,51,56,56,50,74,77,61,80,55,68,75,53,81,34,90,78,48,31,45,88,57,61,38,38,69,49,47,59,59,84,66,79,85,77,80,70,70,43,87,74,55,76,63,85,83,87,32,35,43,60,77,72,30,31,84,57,35,66,65,62,50,48,46,52,80,48,37,85,44,63,37,77,69,36,64,31,72,90,44,79,33,51,64,68,36,51,61,67,70,83,71,67,34,72,63,65,33,56,88,83,32,56,49,61,36,60,42,60,70,51,88,30,35,78,74,83,40,50,44,42,90,70,41,62,67,74,69,39,39,66,41,43,52,44,51,84,70,67,50,75,80,30,32,42,70,33,50,56
54,80,34,57,51,72,31,76,62,84,82,50,49,86,37,78,59,39,57,36,65,73,75,65,54,35,42,56,71,39,58,76,90,68,55,58,53,38,67,31,31,71,31,60,53,40,32,87,30,90,47,44,86,74,31,58,70,64,51,46,74,89,49,77,67,45,66,55,80,80,63,48,61,86,81,57,63,30,71,35,62,58,61,83,72,55,70,44,80,52,89,49,82,90,90,41,81,86,75,50,54,53,57,53,49,56,53,52,47,66,36,88,85,32,39,33,41,69,35,39,56,60,40,73,71,55,62,43,81,35,78,30,60,76,33,65,46,88,52,44,84,35,50,36,90,60,48,85,40,70,31,74,47,48,76,87,35,90,48,54,31,72,75,78,66,87,31,56,67,78,42,86,90,60,36,50,78,40,84,60,44,57,78,30,51,62,72,86,54,85
40,62,79,33,55,82,67,73,53,63,44,35,81,55,52,74,68,65,42,74,46,59,65,55,48,44,31,77,70,49,34,82,69,78,70,85,45,84,88,69,86,62,82,53,88,36,40,65,81,85,34,77,82,33,68,61,85,37,62,30,90,88,84,60,68,72,89,66,58,44,83,39,76,86,64,50,49,51,38,72,38,47,32,53,37,66,57,87,30,52,52,38,83,59,35,56,73,87,35,68,72,60,33,53,71,86,89,68,44,38,58,51,74,82,41,60,62,71,42,70,71,83,61,53,44,38,57,33,77,70,88,82,90,73,88,82,38,47,60,87,36,75,61,57,41,34,36,71,34,38,55,56,82,51,50,63,47,82,82,66,30,45,66,72,34,55,50,63,69,74,61,36,58,44,36,59,51,74,65,65,45,59,65,66,39,63,74,81,81,87
59,87,67,41,31,47,30,54,38,45,84,40,60,89,60,53,47,42,68,36,55,69,48,44,50,72,88,84,45,45,88,45,88,83,53,71,81,69,61,40,56,83,53,75,83,68,72,60,52,67,87,37,55,44,60,46,64,48,66,87,62,55,71,51,63,32,39,79,30,62,48,61,83,37,87,79,69,51,65,39,70,49,31,50,85,57,84,36,80,46,72,46,51,53,43,84,71,46,71,48,48,38,64,41,65,35,81,81,36,41,35,77,74,81,66,65,42,50,42,69,51,45,31,75,44,41,80,68,81,55,87,82,45,43,51,79,89,34,63,58,74,51,57,65,36,37,36,39,77,39,47,61,83,65,60,72,33,33,33,41,38,79,80,43,71,82,83,88,72,66,34,74,43,66,55,79,76,33,87,85,34,54,51,51,53,82,81,79,70,61
46,58,43,36,41,47,61,47,84,52,42,47,32,66,60,41,68,30,71,49,34,57,63,42,46,59,84,56,33,40,58,51,80,47,69,88,71,52,70,82,76,55,44,81,87,80,35,35,40,43,71,70,74,49,49,68,90,82,86,51,71,41,70,34,84,69,89,77,90,31,59,88,88,52,86,64,52,39,61,55,75,46,65,62,57,32,61,75,52,88,53,85,58,59,79,34,41,30,62,83,80,59,60,90,58,76,36,40,68,62,53,62,72,33,55,41,46,51,89,35,62,43,44,58,85,31,80,88,85,68,46,78,55,66,72,38,42,53,84,62,86,77,59,34,31,46,37,30,37,80,62,77,71,76,38,37,81,42,63,83,80,74,37,68,66,89,35,50,43,46,32,84,83,45,31,67,43,62,49,67,63,89,57,63,54,51,69,81,65,49
59,40,30,76,69,80,75,63,63,32,43,65,87,38,42,73,84,64,46,47,35,70,70,75,71,50,71,74,49,61,49,45,87,62,62,89,36,47,78,83,65,83,71,47,69,45,58,82,50,61,31,50,59,48,41,34,37,59,30,66,37,53,48,36,41,85,89,41,63,41,45,79,79,71,35,32,55,76,53,33,39,45,58,79,75,77,65,65,82,45,35,75,88,60,84,44,76,77,84,87,53,65,66,46,76,84,60,88,83,41,55,88,74,48,81,85,84,54,31,46,72,40,73,78,89,70,38,36,45,55,64,32,55,79,71,55,74,48,38,85,32,33,78,73,34,68,36,34,90,78,51,77,52,52,81,59,67,53,52,50,51,41,68,73,37,47,63,41,32,42,50,46,64,77,47,33,67,60,73,75,83,49,39,80,81,42,58,53,78,48
39,30,30,63,58,51,90,83,90,41,41,78,38,32,45,56,36,55,37,69,58,73,49,46,47,51,37,75,84,73,52,46,88,56,50,54,44,55,35,68,65,39,77,43,51,65,55,50,42,48,84,40,88,84,56,39,52,37,34,78,55,36,68,49,59,85,71,49,71,67,67,56,78,51,76,39,75,89,82,51,85,60,67,32,88,73,53,78,71,42,72,55,33,80,64,72,32,58,84,63,84,68,49,72,46,36,64,50,52,77,59,59,38,70,87,39,81,43,85,33,90,41,50,34,72,63,78,40,39,72,60,68,56,44,45,48,73,66,49,48,37,49,64,52,59,42,30,56,75,56,85,66,74,76,89,90,85,78,41,61,47,54,52,86,78,82,32,90,62,80,87,39,81,47,69,88,57,54,49,36,81,31,44,78,37,60,71,59,36,50
35,81,67,47,69,65,71,40,51,88,69,70,70,61,40,86,90,54,89,39,54,74,66,87,89,86,50,74,31,46,56,53,51,47,64,72,62,65,65,58,66,49,76,87,61,61,50,89,76,37,90,45,57,73,58,70,38,44,41,52,86,72,64,48,79,44,88,79,65,34,82,90,76,47,42,54,59,86,75,52,43,56,84,86,46,53,62,81,87,44,66,47,87,88,38,88,51,47,63,32,58,31,75,51,85,82,90,50,89,61,62,42,58,81,44,58,85,60,44,90,88,50,81,50,88,61,57,87,61,46,34,90,74,52,35,32,64,65,46,82,38,51,37,71,87,86,53,82,74,56,42,78,58,48,43,52,78,56,82,35,67,68,62,55,85,62,75,59,78,43,46,84,80,44,39,83,54,30,82,49,72,50,39,31,52,31,83,40,90,32
47,73,68,61,49,53,72,49,68,54,58,75,90,38,30,57,79,72,60,38,53,69,79,60,50,56,82,45,70,43,70,49,52,52,31,57,61,33,35,30,38,54,38,85,35,49,83,90,57,79,88,30,49,31,90,51,45,43,40,36,68,36,31,51,86,45,84,74,74,74,36,30,51,59,38,87,48,50,46,43,55,63,53,86,43,67,69,76,68,84,66,83,86,55,68,39,57,61,87,86,80,45,55,42,77,62,73,37,68,54,40,69,41,52,79,69,51,42,49,31,33,39,68,83,41,67,35,45,30,80,75,33,33,47,62,43,52,84,49,73,33,45,45,86,84,50,31,66,78,54,86,68,46,84,64,41,32,65,75,73,55,68,57,84,40,38,83,59,53,31,56,51,80,68,74,36,83,66,90,61,81,55,81,45,69,56,71,63,46,43
